"combination = [fitness_function_name, dimension, range0, range1, population_size, max_ep, c1, c2, function evaluation]",gBest_fitness,total_time
"['f17', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",0.0010505800254253517,11.79
"['f17', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",0.0023721456419109055,11.17
"['f17', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",6.947230765408374e-05,11.34
"['f17', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",0.010578146641753161,11.07
"['f17', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",0.0089377359058187,11.22
"['f17', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",0.0025501423338847307,11.4
"['f17', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",0.0006506668004858662,11.9
"['f17', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",0.0006857701070637212,11.08
"['f17', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",0.0005231448051713494,10.99
"['f17', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",0.0005713467316909027,11.93
"['f17', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",0.0007625361749205029,10.96
"['f17', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",0.0002786671094393567,10.94
"['f17', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",0.00041475156156722814,11.06
"['f17', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",0.0009086942242932938,11.08
"['f17', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",0.001008047428185832,11.22
"['f17', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",0.0009961479548656893,10.96
"['f17', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",0.00042838080074081297,11.42
"['f17', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",0.0023789483527482114,11.26
"['f17', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",0.008863021901062251,12.31
"['f17', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",0.00048071418579764824,11.2
"['f17', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",0.0004944204820487297,11.13
"['f17', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",0.0012586914552027428,11.46
"['f17', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",0.00019650946605687114,11.98
"['f17', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",0.00027869007956371483,11.48
"['f17', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",0.0007468297284235481,11.36
"['f17', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",0.0006246682040418339,11.27
"['f17', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",0.00028584768312744924,11.46
"['f17', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",0.00025940377189637154,11.48
"['f17', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",0.0005814517089313131,11.28
"['f17', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",0.000176765788660882,11.0
