"combination = [fitness_function_name, dimension, range0, range1, population_size, max_ep, c1, c2, function evaluation]",total_time,gBest_fitness
"['f17', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",11.83,0.0010858553806984972
"['f17', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",11.42,0.0001862231455800334
"['f17', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",11.23,0.0015843322060274945
"['f17', 20, -10, 10, 100, 250, 2.5, 2.5, 25000]",12.07,0.0005186409098975053
"['f17', 20, -10, 10, 100, 300, 2.05, 2.05, 30000]",13.3,0.007941038163780112
"['f17', 20, -10, 10, 100, 300, 2.05, 2.5, 30000]",13.15,0.00010088564443211379
"['f17', 20, -10, 10, 100, 300, 2.5, 2.05, 30000]",13.15,0.00018734553659349729
"['f17', 20, -10, 10, 100, 300, 2.5, 2.5, 30000]",13.66,0.00014411113507606377
"['f17', 20, -10, 10, 200, 150, 2.05, 2.05, 30000]",13.17,0.007992048444490751
"['f17', 20, -10, 10, 200, 150, 2.05, 2.5, 30000]",13.65,0.0003117844207313203
"['f17', 20, -10, 10, 200, 150, 2.5, 2.05, 30000]",13.38,0.010012721460927576
"['f17', 20, -10, 10, 200, 150, 2.5, 2.5, 30000]",13.13,0.00010905887145429283
"['f17', 20, -100, 100, 100, 250, 2.05, 2.05, 25000]",12.02,0.03086713015184861
"['f17', 20, -100, 100, 100, 250, 2.05, 2.5, 25000]",12.72,0.05553307766630522
"['f17', 20, -100, 100, 100, 250, 2.5, 2.05, 25000]",11.48,0.03819643106242909
"['f17', 20, -100, 100, 100, 250, 2.5, 2.5, 25000]",11.47,0.0053515325519430945
"['f17', 20, -100, 100, 100, 300, 2.05, 2.05, 30000]",14.38,0.031170118317219164
"['f17', 20, -100, 100, 100, 300, 2.05, 2.5, 30000]",15.2,0.03319533410350062
"['f17', 20, -100, 100, 100, 300, 2.5, 2.05, 30000]",13.63,0.012567182803323473
"['f17', 20, -100, 100, 100, 300, 2.5, 2.5, 30000]",13.34,0.04260586606513239
"['f17', 20, -100, 100, 200, 150, 2.05, 2.05, 30000]",13.35,0.015031111684662535
"['f17', 20, -100, 100, 200, 150, 2.05, 2.5, 30000]",13.4,0.00400325819827041
"['f17', 20, -100, 100, 200, 150, 2.5, 2.05, 30000]",13.39,0.05504631399137083
"['f17', 20, -100, 100, 200, 150, 2.5, 2.5, 30000]",13.9,0.012369565195402998
"['f17', 30, -10, 10, 100, 250, 2.05, 2.05, 25000]",14.67,0.03122451848841168
"['f17', 30, -10, 10, 100, 250, 2.05, 2.5, 25000]",14.96,0.007757882867065691
"['f17', 30, -10, 10, 100, 250, 2.5, 2.05, 25000]",15.42,0.010896052679978951
"['f17', 30, -10, 10, 100, 250, 2.5, 2.5, 25000]",14.44,0.007095504005537268
"['f17', 30, -10, 10, 100, 300, 2.05, 2.05, 30000]",17.36,0.010586831419342024
"['f17', 30, -10, 10, 100, 300, 2.05, 2.5, 30000]",17.52,0.0034671984994923966
"['f17', 30, -10, 10, 100, 300, 2.5, 2.05, 30000]",19.1,0.009665048041689328
"['f17', 30, -10, 10, 100, 300, 2.5, 2.5, 30000]",18.01,0.0035336405058412623
"['f17', 30, -10, 10, 200, 150, 2.05, 2.05, 30000]",17.77,0.010274885466463268
"['f17', 30, -10, 10, 200, 150, 2.05, 2.5, 30000]",17.56,0.005995762662487802
"['f17', 30, -10, 10, 200, 150, 2.5, 2.05, 30000]",17.68,0.007538483453685241
"['f17', 30, -10, 10, 200, 150, 2.5, 2.5, 30000]",17.54,0.006941610342957816
"['f17', 30, -100, 100, 100, 250, 2.05, 2.05, 25000]",14.57,0.18147001450007827
"['f17', 30, -100, 100, 100, 250, 2.05, 2.5, 25000]",14.76,0.03075489128047315
"['f17', 30, -100, 100, 100, 250, 2.5, 2.05, 25000]",14.88,0.20217406514901048
"['f17', 30, -100, 100, 100, 250, 2.5, 2.5, 25000]",14.82,0.0804164699084573
"['f17', 30, -100, 100, 100, 300, 2.05, 2.05, 30000]",18.05,0.09394248184922072
"['f17', 30, -100, 100, 100, 300, 2.05, 2.5, 30000]",18.01,0.12136345907122637
"['f17', 30, -100, 100, 100, 300, 2.5, 2.05, 30000]",18.77,0.09319306483006295
"['f17', 30, -100, 100, 100, 300, 2.5, 2.5, 30000]",17.83,0.05357873066234353
"['f17', 30, -100, 100, 200, 150, 2.05, 2.05, 30000]",18.06,0.1413341236111172
"['f17', 30, -100, 100, 200, 150, 2.05, 2.5, 30000]",18.44,0.06033898655684078
"['f17', 30, -100, 100, 200, 150, 2.5, 2.05, 30000]",17.7,0.14862081892835988
"['f17', 30, -100, 100, 200, 150, 2.5, 2.5, 30000]",17.39,0.054326110857785936
"['f17', 50, -10, 10, 100, 250, 2.05, 2.05, 25000]",22.65,0.09671247982560427
"['f17', 50, -10, 10, 100, 250, 2.05, 2.5, 25000]",22.44,0.04721958396110115
"['f17', 50, -10, 10, 100, 250, 2.5, 2.05, 25000]",22.11,0.10611781840459289
"['f17', 50, -10, 10, 100, 250, 2.5, 2.5, 25000]",21.98,0.05373355155572579
"['f17', 50, -10, 10, 100, 300, 2.05, 2.05, 30000]",26.23,0.04715747217979416
"['f17', 50, -10, 10, 100, 300, 2.05, 2.5, 30000]",27.1,0.06462167365083604
"['f17', 50, -10, 10, 100, 300, 2.5, 2.05, 30000]",27.1,0.08346879561906428
"['f17', 50, -10, 10, 100, 300, 2.5, 2.5, 30000]",26.28,0.05207920964898427
"['f17', 50, -10, 10, 200, 150, 2.05, 2.05, 30000]",27.06,0.07210874359364716
"['f17', 50, -10, 10, 200, 150, 2.05, 2.5, 30000]",26.01,0.06379937567745331
"['f17', 50, -10, 10, 200, 150, 2.5, 2.05, 30000]",26.72,0.06519229922786662
"['f17', 50, -10, 10, 200, 150, 2.5, 2.5, 30000]",26.54,0.03341740217260314
"['f17', 50, -100, 100, 100, 250, 2.05, 2.05, 25000]",22.07,0.5146493823881115
"['f17', 50, -100, 100, 100, 250, 2.05, 2.5, 25000]",21.91,0.2479962449345977
"['f17', 50, -100, 100, 100, 250, 2.5, 2.05, 25000]",22.81,0.5197868413543061
"['f17', 50, -100, 100, 100, 250, 2.5, 2.5, 25000]",21.51,0.3072331696458692
"['f17', 50, -100, 100, 100, 300, 2.05, 2.05, 30000]",27.54,0.3847745452588677
"['f17', 50, -100, 100, 100, 300, 2.05, 2.5, 30000]",27.42,0.2527839231699097
"['f17', 50, -100, 100, 100, 300, 2.5, 2.05, 30000]",27.6,0.6527631606259507
"['f17', 50, -100, 100, 100, 300, 2.5, 2.5, 30000]",26.21,0.09067555850661124
"['f17', 50, -100, 100, 200, 150, 2.05, 2.05, 30000]",26.1,0.7156961590477293
"['f17', 50, -100, 100, 200, 150, 2.05, 2.5, 30000]",28.15,0.3928603235156869
"['f17', 50, -100, 100, 200, 150, 2.5, 2.05, 30000]",26.1,0.6761453576861209
"['f17', 50, -100, 100, 200, 150, 2.5, 2.5, 30000]",26.3,0.38630116350445654
"['f17', 100, -10, 10, 100, 250, 2.05, 2.05, 25000]",39.88,0.2703681885085426
"['f17', 100, -10, 10, 100, 250, 2.05, 2.5, 25000]",39.59,0.25973094634678284
"['f17', 100, -10, 10, 100, 250, 2.5, 2.05, 25000]",40.14,0.3721615949245196
"['f17', 100, -10, 10, 100, 250, 2.5, 2.5, 25000]",39.77,0.2966592858863011
"['f17', 100, -10, 10, 100, 300, 2.05, 2.05, 30000]",47.42,0.246457101744735
"['f17', 100, -10, 10, 100, 300, 2.05, 2.5, 30000]",48.33,0.20078176751358523
"['f17', 100, -10, 10, 100, 300, 2.5, 2.05, 30000]",52.73,0.3351684144071345
"['f17', 100, -10, 10, 100, 300, 2.5, 2.5, 30000]",49.36,0.20876052347700247
"['f17', 100, -10, 10, 200, 150, 2.05, 2.05, 30000]",49.65,0.3172459705383731
"['f17', 100, -10, 10, 200, 150, 2.05, 2.5, 30000]",48.06,0.23709028927756937
"['f17', 100, -10, 10, 200, 150, 2.5, 2.05, 30000]",48.23,0.2895967014357662
"['f17', 100, -10, 10, 200, 150, 2.5, 2.5, 30000]",49.08,0.17206941509909846
"['f17', 100, -100, 100, 100, 250, 2.05, 2.05, 25000]",39.12,1.038764005941772
