"combination = [fitness_function_name, dimension, range0, range1, m, n, l1, l2, max_ep, c1 ,c2, c3, c4, function evaluation]",total_time,gBest_fitness
"['f13', 20, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.05, 2.05, 2.05, 26250]",9.45,0.0063598065066528455
"['f13', 20, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.05, 2.05, 2.05, 30000]",10.69,0.008867755738700007
"['f13', 20, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.05, 2.05, 2.05, 26250]",9.7,0.00047647124992080347
"['f13', 20, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.05, 2.05, 2.05, 30000]",10.83,0.008519510848876456
"['f13', 20, -10, 10, 15, 10, 20, 200, 5, 2.05, 2.05, 2.05, 2.05, 30000]",11.04,0.01550731563437361
"['f13', 20, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.05, 2.05, 2.05, 30000]",11.9,0.006235030568518224
"['f13', 20, -10, 10, 15, 20, 10, 200, 5, 2.05, 2.05, 2.05, 2.05, 30000]",12.06,0.002773443939410166
"['f13', 20, -10, 10, 20, 5, 10, 200, 5, 2.05, 2.05, 2.05, 2.05, 25000]",9.45,0.005428827399120693
"['f13', 20, -10, 10, 20, 5, 20, 200, 5, 2.05, 2.05, 2.05, 2.05, 30000]",10.89,0.0043685109523606165
"['f13', 20, -10, 10, 20, 10, 5, 200, 5, 2.05, 2.05, 2.05, 2.05, 25000]",8.89,0.003551420133736454
"['f13', 20, -10, 10, 20, 10, 10, 200, 5, 2.05, 2.05, 2.05, 2.05, 30000]",12.19,0.0017541491984627829
"['f13', 20, -10, 10, 20, 20, 5, 200, 5, 2.05, 2.05, 2.05, 2.05, 30000]",11.19,0.0010228198199456699
"['f13', 20, -10, 10, 25, 5, 5, 200, 5, 2.05, 2.05, 2.05, 2.05, 28125]",10.1,0.000954473817789637
"['f13', 20, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.05, 2.05, 2.05, 26250]",9.84,0.02829921776014639
"['f13', 20, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.05, 2.05, 2.05, 30000]",11.62,0.026505404275319833
"['f13', 20, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.05, 2.05, 2.05, 26250]",9.47,0.10920921780384998
"['f13', 20, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.05, 2.05, 2.05, 30000]",10.56,0.3228263783355366
"['f13', 20, -100, 100, 15, 10, 20, 200, 5, 2.05, 2.05, 2.05, 2.05, 30000]",11.51,0.1741639369934247
"['f13', 20, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.05, 2.05, 2.05, 30000]",10.42,0.1036786678033923
"['f13', 20, -100, 100, 15, 20, 10, 200, 5, 2.05, 2.05, 2.05, 2.05, 30000]",10.68,0.42781186206373895
"['f13', 20, -100, 100, 20, 5, 10, 200, 5, 2.05, 2.05, 2.05, 2.05, 25000]",8.72,0.14484443170699632
"['f13', 20, -100, 100, 20, 5, 20, 200, 5, 2.05, 2.05, 2.05, 2.05, 30000]",10.86,0.006549609231513633
"['f13', 20, -100, 100, 20, 10, 5, 200, 5, 2.05, 2.05, 2.05, 2.05, 25000]",8.8,0.1414839112035512
"['f13', 20, -100, 100, 20, 10, 10, 200, 5, 2.05, 2.05, 2.05, 2.05, 30000]",10.48,0.10726897507259157
"['f13', 20, -100, 100, 20, 20, 5, 200, 5, 2.05, 2.05, 2.05, 2.05, 30000]",11.32,0.121099952245844
"['f13', 20, -100, 100, 25, 5, 5, 200, 5, 2.05, 2.05, 2.05, 2.05, 28125]",10.14,0.019729950389173214
"['f13', 30, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.05, 2.05, 2.05, 26250]",11.99,0.4833387850512171
"['f13', 30, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.05, 2.05, 2.05, 30000]",12.78,0.55239456484089
"['f13', 30, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.05, 2.05, 2.05, 26250]",11.56,0.8458137378961215
"['f13', 30, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.05, 2.05, 2.05, 30000]",12.49,0.6709201070290655
"['f13', 30, -10, 10, 15, 10, 20, 200, 5, 2.05, 2.05, 2.05, 2.05, 30000]",12.58,0.8448023253764201
"['f13', 30, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.05, 2.05, 2.05, 30000]",12.43,0.34033257710455844
"['f13', 30, -10, 10, 15, 20, 10, 200, 5, 2.05, 2.05, 2.05, 2.05, 30000]",12.42,0.26111863068896746
"['f13', 30, -10, 10, 20, 5, 10, 200, 5, 2.05, 2.05, 2.05, 2.05, 25000]",10.63,0.2663731235991458
"['f13', 30, -10, 10, 20, 5, 20, 200, 5, 2.05, 2.05, 2.05, 2.05, 30000]",12.65,0.26032523371874267
"['f13', 30, -10, 10, 20, 10, 5, 200, 5, 2.05, 2.05, 2.05, 2.05, 25000]",10.89,0.1423248625181093
"['f13', 30, -10, 10, 20, 10, 10, 200, 5, 2.05, 2.05, 2.05, 2.05, 30000]",13.32,0.5842018975797069
"['f13', 30, -10, 10, 20, 20, 5, 200, 5, 2.05, 2.05, 2.05, 2.05, 30000]",13.07,0.019298473947505706
"['f13', 30, -10, 10, 25, 5, 5, 200, 5, 2.05, 2.05, 2.05, 2.05, 28125]",12.44,0.12475994712313272
"['f13', 30, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.05, 2.05, 2.05, 26250]",11.07,4.116719708988519
"['f13', 30, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.05, 2.05, 2.05, 30000]",16.76,18.99089536263183
"['f13', 30, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.05, 2.05, 2.05, 26250]",11.6,42.58312947575967
"['f13', 30, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.05, 2.05, 2.05, 30000]",15.11,4.357617873587204
"['f13', 30, -100, 100, 15, 10, 20, 200, 5, 2.05, 2.05, 2.05, 2.05, 30000]",13.06,9.70636964839292
"['f13', 30, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.05, 2.05, 2.05, 30000]",12.8,37.10705471031567
"['f13', 30, -100, 100, 15, 20, 10, 200, 5, 2.05, 2.05, 2.05, 2.05, 30000]",12.75,180.3747241309304
"['f13', 30, -100, 100, 20, 5, 10, 200, 5, 2.05, 2.05, 2.05, 2.05, 25000]",10.68,15.972074372477467
"['f13', 30, -100, 100, 20, 5, 20, 200, 5, 2.05, 2.05, 2.05, 2.05, 30000]",15.69,21.37309074895959
"['f13', 30, -100, 100, 20, 10, 5, 200, 5, 2.05, 2.05, 2.05, 2.05, 25000]",10.58,57.2294848287602
"['f13', 30, -100, 100, 20, 10, 10, 200, 5, 2.05, 2.05, 2.05, 2.05, 30000]",13.18,4.101885366722441
"['f13', 30, -100, 100, 20, 20, 5, 200, 5, 2.05, 2.05, 2.05, 2.05, 30000]",14.8,2.809146610781343
"['f13', 30, -100, 100, 25, 5, 5, 200, 5, 2.05, 2.05, 2.05, 2.05, 28125]",12.09,1.4439955194566305
"['f13', 50, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.05, 2.05, 2.05, 26250]",14.85,175.00510545125582
"['f13', 50, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.05, 2.05, 2.05, 30000]",17.23,232.656817452532
"['f13', 50, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.05, 2.05, 2.05, 26250]",15.0,55.14446872197091
"['f13', 50, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.05, 2.05, 2.05, 30000]",17.61,104.79558197983135
"['f13', 50, -10, 10, 15, 10, 20, 200, 5, 2.05, 2.05, 2.05, 2.05, 30000]",17.05,99.99319809186764
"['f13', 50, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.05, 2.05, 2.05, 30000]",17.49,13.35037337300703
"['f13', 50, -10, 10, 15, 20, 10, 200, 5, 2.05, 2.05, 2.05, 2.05, 30000]",17.21,72.4321327027935
"['f13', 50, -10, 10, 20, 5, 10, 200, 5, 2.05, 2.05, 2.05, 2.05, 25000]",14.62,31.706050398205594
"['f13', 50, -10, 10, 20, 5, 20, 200, 5, 2.05, 2.05, 2.05, 2.05, 30000]",16.87,40.6128760018722
"['f13', 50, -10, 10, 20, 10, 5, 200, 5, 2.05, 2.05, 2.05, 2.05, 25000]",14.08,55.24700057947032
"['f13', 50, -10, 10, 20, 10, 10, 200, 5, 2.05, 2.05, 2.05, 2.05, 30000]",16.78,59.94706387847466
"['f13', 50, -10, 10, 20, 20, 5, 200, 5, 2.05, 2.05, 2.05, 2.05, 30000]",17.11,9.33939755097246
"['f13', 50, -10, 10, 25, 5, 5, 200, 5, 2.05, 2.05, 2.05, 2.05, 28125]",16.42,15.17389096324885
"['f13', 50, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.05, 2.05, 2.05, 26250]",14.9,5851.405584790707
"['f13', 50, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.05, 2.05, 2.05, 30000]",17.09,7654.798807745895
"['f13', 50, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.05, 2.05, 2.05, 26250]",15.66,44029.844744646696
"['f13', 50, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.05, 2.05, 2.05, 30000]",22.15,1770.1502447643843
"['f13', 50, -100, 100, 15, 10, 20, 200, 5, 2.05, 2.05, 2.05, 2.05, 30000]",17.11,27908.25543638913
"['f13', 50, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.05, 2.05, 2.05, 30000]",17.04,43664.91434263459
"['f13', 50, -100, 100, 15, 20, 10, 200, 5, 2.05, 2.05, 2.05, 2.05, 30000]",17.77,204496.412316393
"['f13', 50, -100, 100, 20, 5, 10, 200, 5, 2.05, 2.05, 2.05, 2.05, 25000]",14.45,76706.53807458299
"['f13', 50, -100, 100, 20, 5, 20, 200, 5, 2.05, 2.05, 2.05, 2.05, 30000]",17.05,5993.922538466507
"['f13', 50, -100, 100, 20, 10, 5, 200, 5, 2.05, 2.05, 2.05, 2.05, 25000]",14.05,7643.8647873757745
"['f13', 50, -100, 100, 20, 10, 10, 200, 5, 2.05, 2.05, 2.05, 2.05, 30000]",17.16,103798.1194465211
"['f13', 50, -100, 100, 20, 20, 5, 200, 5, 2.05, 2.05, 2.05, 2.05, 30000]",25.38,67838.56022543827
"['f13', 50, -100, 100, 25, 5, 5, 200, 5, 2.05, 2.05, 2.05, 2.05, 28125]",21.5,6992.101901804694
"['f13', 100, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.05, 2.05, 2.05, 26250]",24.56,254347.33498031856
"['f13', 100, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.05, 2.05, 2.05, 30000]",31.02,155790.08434128546
"['f13', 100, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.05, 2.05, 2.05, 26250]",25.0,23501.724529644758
"['f13', 100, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.05, 2.05, 2.05, 30000]",30.16,65985.4454044458
"['f13', 100, -10, 10, 15, 10, 20, 200, 5, 2.05, 2.05, 2.05, 2.05, 30000]",28.27,59332.92799570065
"['f13', 100, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.05, 2.05, 2.05, 30000]",28.76,12562.342817115845
"['f13', 100, -10, 10, 15, 20, 10, 200, 5, 2.05, 2.05, 2.05, 2.05, 30000]",28.09,12176.875915955143
"['f13', 100, -10, 10, 20, 5, 10, 200, 5, 2.05, 2.05, 2.05, 2.05, 25000]",24.43,105141.29287611667
"['f13', 100, -10, 10, 20, 5, 20, 200, 5, 2.05, 2.05, 2.05, 2.05, 30000]",29.21,127358.25494344142
"['f13', 100, -10, 10, 20, 10, 5, 200, 5, 2.05, 2.05, 2.05, 2.05, 25000]",23.84,31215.608947266737
"['f13', 100, -10, 10, 20, 10, 10, 200, 5, 2.05, 2.05, 2.05, 2.05, 30000]",28.65,19422.276484372785
"['f13', 100, -10, 10, 20, 20, 5, 200, 5, 2.05, 2.05, 2.05, 2.05, 30000]",28.43,8949.913509441138
"['f13', 100, -10, 10, 25, 5, 5, 200, 5, 2.05, 2.05, 2.05, 2.05, 28125]",28.68,20277.61510042208
"['f13', 100, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.05, 2.05, 2.05, 26250]",25.03,141954766.8731999
"['f13', 100, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.05, 2.05, 2.05, 30000]",32.75,219950648.4746788
"['f13', 100, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.05, 2.05, 2.05, 26250]",25.14,247175240.37223187
"['f13', 100, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.05, 2.05, 2.05, 30000]",28.44,96605918.19117081
"['f13', 100, -100, 100, 15, 10, 20, 200, 5, 2.05, 2.05, 2.05, 2.05, 30000]",32.39,621268117.7589759
"['f13', 100, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.05, 2.05, 2.05, 30000]",28.84,152977929.6635945
"['f13', 100, -100, 100, 15, 20, 10, 200, 5, 2.05, 2.05, 2.05, 2.05, 30000]",29.98,7976665672.415751
"['f13', 100, -100, 100, 20, 5, 10, 200, 5, 2.05, 2.05, 2.05, 2.05, 25000]",23.35,6480122105.668821
"['f13', 100, -100, 100, 20, 5, 20, 200, 5, 2.05, 2.05, 2.05, 2.05, 30000]",28.85,2912543704.100131
"['f13', 100, -100, 100, 20, 10, 5, 200, 5, 2.05, 2.05, 2.05, 2.05, 25000]",24.45,1079322664.399434
"['f13', 100, -100, 100, 20, 10, 10, 200, 5, 2.05, 2.05, 2.05, 2.05, 30000]",28.84,597382882.8323536
"['f13', 100, -100, 100, 20, 20, 5, 200, 5, 2.05, 2.05, 2.05, 2.05, 30000]",28.27,1992879432.698838
"['f13', 100, -100, 100, 25, 5, 5, 200, 5, 2.05, 2.05, 2.05, 2.05, 28125]",29.18,103438444.93187197
