"combination [range0, range1, ep_max, c1, c2]",gBest_fitness
1,-13320.183126796288
2,-18316.580319815996
3,-21116.32777543466
4,-24513.520081790648
5,-24513.520081790648
6,-25946.623917335062
7,-26221.616905774805
8,-27300.70584967156
9,-27362.96094909164
10,-27406.257468903386
11,-27494.85566134455
12,-28854.37036139669
13,-29945.387005107033
14,-30005.037875458325
15,-30637.829912074445
16,-32154.065880658738
17,-33693.40343925731
18,-34255.425596361296
19,-35835.181950739454
20,-35843.908138082414
21,-35886.38671933224
22,-35886.38671933224
23,-35899.99840648922
24,-35899.99840648922
25,-35899.99840648922
26,-35899.99840648922
27,-35899.99840648922
28,-35899.99840648922
29,-35900.40771250011
30,-35905.8417197222
31,-35906.30769502433
32,-35906.30769502433
33,-35906.30769502433
34,-35906.30769502433
35,-35911.101217432384
36,-35911.101217432384
37,-35933.6772625052
38,-35949.113212608776
39,-35952.46321912461
40,-35952.46321912461
41,-35954.275556190616
42,-35954.45084306591
43,-35954.45084306591
44,-35965.382743928116
45,-35965.382743928116
46,-35969.70299650905
47,-35971.14034084403
48,-35992.42907209669
49,-36003.40699480419
50,-36003.40699480419
51,-36003.40699480419
52,-36003.40699480419
53,-36003.40699480419
54,-36003.40699480419
55,-36003.40699480419
56,-36003.40699480419
57,-36004.85999878579
58,-36004.85999878579
59,-36004.85999878579
60,-36007.46613331328
61,-36007.46613331328
62,-36007.46613331328
63,-36007.46613331328
64,-36007.46613331328
65,-36007.46613331328
66,-36007.48467396559
67,-36007.48467396559
68,-36007.48467396559
69,-36007.48467396559
70,-36007.48467396559
71,-36007.61361719681
72,-36021.606678071
73,-36284.44840034603
74,-36291.49444559815
75,-36303.04171631658
76,-36319.362551454375
77,-36341.22937805659
78,-36341.22937805659
79,-36341.22937805659
80,-36341.22937805659
81,-36442.906507817635
82,-36442.906507817635
83,-36442.906507817635
84,-36487.82235534815
85,-36489.66298012629
86,-36510.75563453454
87,-36511.27181501412
88,-36511.27181501412
89,-36511.27181501412
90,-36511.27181501412
91,-36516.546446204426
92,-36516.546446204426
93,-36517.80694446308
94,-36517.80694446308
95,-36517.80694446308
96,-36517.80694446308
97,-36517.80694446308
98,-36517.80694446308
99,-36517.80694446308
100,-36517.80694446308
101,-36532.24668655002
102,-36532.24668655002
103,-36532.24668655002
104,-36533.50171315095
105,-36533.50171315095
106,-36533.50171315095
107,-36533.50171315095
108,-36533.50171315095
109,-36533.51155649951
110,-36533.51155649951
111,-36534.96668964668
