"combination [range0, range1, ep_max, c1, c2]",gBest_fitness
1,-18058.915853139177
2,-18058.915853139177
3,-18058.915853139177
4,-39495.814569904265
5,-39495.814569904265
6,-39507.64472995916
7,-39509.77773208575
8,-39509.77773208575
9,-39509.77773208575
10,-39536.713352397295
11,-39536.713352397295
12,-39536.713352397295
13,-39536.713352397295
14,-39563.78296295025
15,-39594.9611550733
16,-39594.9611550733
17,-39594.9611550733
18,-39627.111903981204
19,-39632.79232046255
20,-39645.83927011747
21,-39655.811474945105
22,-39690.883286101394
23,-39736.74549355476
24,-39761.0622869824
25,-39781.58610592732
26,-39783.11786045446
27,-39837.877014811114
28,-39860.45838680415
29,-39904.38227191489
30,-40154.218483565666
31,-40154.218483565666
32,-40411.18857750318
33,-40974.93367051573
34,-40984.13801584259
35,-41000.64087181211
36,-41000.64087181211
37,-41256.938370757314
38,-41325.24038203155
39,-41358.629932938704
40,-41358.629932938704
41,-41358.629932938704
42,-41358.629932938704
43,-41358.629932938704
44,-41358.941435883826
45,-41358.941435883826
46,-41358.941435883826
47,-41358.941435883826
48,-41358.941435883826
49,-41476.71534190142
50,-41554.116966445836
51,-41633.61187109188
52,-41643.46740360122
53,-41645.502056561716
54,-41645.502056561716
55,-41645.502056561716
56,-41645.502056561716
57,-41645.502056561716
58,-41645.502056561716
59,-41645.502056561716
60,-41645.721988479134
61,-41645.961613902844
62,-41645.961613902844
63,-41645.961613902844
64,-41645.961613902844
65,-41645.961613902844
66,-41645.961613902844
67,-41645.961613902844
68,-41645.961613902844
69,-41645.961613902844
70,-41645.961613902844
71,-41646.033839510965
72,-41708.843022156594
73,-41813.95771477253
74,-41839.04274081414
75,-41839.04274081414
76,-41839.07037662117
77,-41847.05740526364
78,-41860.49245506652
79,-41860.990796437596
80,-41860.9972074294
81,-41861.004696051554
82,-41861.004696051554
83,-41861.004696051554
84,-41861.004696051554
85,-41861.004696051554
86,-41861.004696051554
87,-41861.004696051554
88,-41861.004696051554
89,-41861.004696051554
90,-41861.004696051554
91,-41861.004696051554
92,-41861.004696051554
93,-41861.004696051554
94,-41861.004696051554
95,-41861.004696051554
96,-41861.004696051554
97,-41861.004696051554
98,-41861.04112206344
99,-41861.049254442776
100,-41861.277546381156
101,-41861.31509366648
102,-41861.31509366648
103,-41861.42428873792
104,-41861.464008568335
105,-41861.481308698
106,-41861.481308698
107,-41861.48159479096
108,-41861.48159479096
109,-41861.49668137155
110,-41861.49668137155
111,-41861.49964368239
112,-41861.49964368239
113,-41861.50847967848
114,-41861.50847967848
115,-41861.510990204704
116,-41861.510990204704
117,-41861.518873298526
118,-41861.518873298526
119,-41861.535985538445
120,-41861.535985538445
121,-41861.545848658
122,-41861.55488092633
123,-41861.55488092633
124,-41861.55488092633
125,-41861.55488092633
126,-41861.55488092633
127,-41861.55488092633
128,-41861.55767713943
129,-41861.55767713943
130,-41861.55767713943
131,-41861.55767713943
132,-41861.55767713943
133,-41861.55767713943
134,-41861.55767713943
135,-41861.55767713943
136,-41861.55767713943
137,-41861.55767713943
138,-41861.55767713943
139,-41861.55767713943
140,-41862.35714954415
141,-41865.40586073539
142,-41865.40586073539
143,-41865.456037432654
144,-41865.456037432654
145,-41865.47655336802
146,-41865.47655336802
147,-41865.47655336802
148,-41865.47655336802
149,-41865.48525357015
150,-41865.48525357015
151,-41865.48525357015
152,-41865.48525357015
153,-41865.48525357015
154,-41865.48525357015
155,-41865.48525357015
156,-41865.485268141514
157,-41865.485268141514
158,-41865.485268141514
159,-41865.485268141514
160,-41865.487990920854
161,-41865.526963928896
162,-41865.526963928896
163,-41865.526963928896
164,-41865.52861999327
165,-41865.54494334484
166,-41865.54494334484
167,-41865.54494334484
168,-41865.54494334484
169,-41865.54494334484
170,-41865.54494334484
171,-41865.54494334484
172,-41865.54494334484
173,-41865.54808263503
174,-41865.548295594184
175,-41865.548295594184
176,-41865.548295594184
177,-41865.548295594184
178,-41865.548295594184
179,-41865.548295594184
180,-41865.548295594184
181,-41865.548295594184
182,-41865.548295594184
183,-41865.54855494719
184,-41865.54855494719
185,-41865.54855494719
186,-41865.54855494719
187,-41865.54856025045
188,-41865.54856025045
189,-41865.54856025045
190,-41865.54856025045
191,-41865.54856025045
192,-41865.54856025045
193,-41865.54856025045
194,-41865.548578194655
195,-41865.548578194655
196,-41865.548578194655
197,-41865.548578194655
198,-41865.54868198504
199,-41865.548682279994
200,-41865.548682279994
201,-41865.548682279994
202,-41865.548682279994
203,-41865.54870163902
204,-41865.54870163902
205,-41865.54870163902
206,-41865.54870163902
207,-41865.54870163902
208,-41865.54870163902
209,-41865.54870163902
210,-41865.54870163902
211,-41865.54870163902
212,-41865.54870163902
