"combination = [fitness_function_name, dimension, range0, range1, m, n, l1, l2, max_ep, c1 ,c2, function evaluation]",total_time,gBest_fitness
"['f1', 20, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",2.26,4.3427377183332617e-219
"['f1', 20, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",2.9,2.743018979936799e-226
"['f1', 20, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",2.59,1.8453799926662784e-222
"['f1', 20, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",2.94,5.494105866774313e-211
"['f1', 20, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",2.94,2.1105478499427274e-230
"['f1', 20, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",2.86,2.3144848252563728e-26
"['f1', 20, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",3.15,2.097944823634785e-31
"['f1', 20, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",2.83,2.0345066108399723e-35
"['f1', 20, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",3.19,3.0810395863808835e-35
"['f1', 20, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",3.11,8.047166145086244e-31
"['f1', 30, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",2.94,3.4311779789133555e-218
"['f1', 30, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",3.54,5.259628998286118e-218
"['f1', 30, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",3.12,1.8128708837677088e-222
"['f1', 30, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",3.59,4.588198610804749e-224
"['f1', 30, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",3.4,1.8933570013463586e-229
"['f1', 30, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",3.22,1.4709805108858028e-35
"['f1', 30, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",3.75,6.611869642186365e-33
"['f1', 30, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",3.18,1.0191440162361121e-44
"['f1', 30, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",3.67,1.3633002996433287e-26
"['f1', 30, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",3.65,8.171893846756889e-37
"['f1', 50, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",3.78,1.2970660932960233e-228
"['f1', 50, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",4.36,6.2075062632027865e-217
"['f1', 50, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",3.72,5.175604491472124e-229
"['f1', 50, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",4.33,3.2283367785291115e-211
"['f1', 50, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",4.42,1.8679258929017835e-240
"['f1', 50, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",4.09,3.252144184573146e-28
"['f1', 50, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",4.88,5.880016063138063e-28
"['f1', 50, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",4.2,3.62025118963893e-30
"['f1', 50, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",4.74,3.176833782546601e-32
"['f1', 50, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",4.7,2.806794637692148e-29
"['f1', 100, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",5.57,2.0754361263471622e-227
"['f1', 100, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",6.78,1.307357164549258e-207
"['f1', 100, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",5.66,8.025813291296458e-208
"['f1', 100, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",6.71,8.164338052579712e-223
"['f1', 100, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",6.83,1.0623279494292745e-208
"['f1', 100, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",6.46,4.839272045521864e-30
"['f1', 100, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",7.69,3.0038039716580738e-33
"['f1', 100, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",6.51,8.894458110024344e-26
"['f1', 100, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",7.73,7.102607249704072e-29
"['f1', 100, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",7.59,1.030594393009601e-28
