"combination = [fitness_function_name, dimension, range0, range1, m, n, l1, l2, max_ep, c1 ,c2, function evaluation]",total_time,gBest_fitness
"['f13', 20, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",5.32,7.342139125799115e-225
"['f13', 20, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",6.57,4.42647791060721e-214
"['f13', 20, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",5.43,9.650097932127426e-212
"['f13', 20, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",6.82,3.7537524687701606e-201
"['f13', 20, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",6.72,1.779342102471329e-216
"['f13', 20, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",5.53,3.9191039125232874e-30
"['f13', 20, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",6.86,6.392526465769925e-38
"['f13', 20, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",5.74,2.0436312781171563e-46
"['f13', 20, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",6.79,1.0872482131832102e-37
"['f13', 20, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",6.92,2.159040238097898e-34
"['f13', 30, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",6.22,2.732805460037022e-222
"['f13', 30, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",7.88,4.3339528073419666e-206
"['f13', 30, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",6.28,4.1000026586527914e-204
"['f13', 30, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",7.75,6.54190014425794e-219
"['f13', 30, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",7.72,6.121826517630494e-213
"['f13', 30, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",6.57,1.324237040241555e-33
"['f13', 30, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",8.1,3.2774936048915935e-45
"['f13', 30, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",6.46,8.074461000330304e-34
"['f13', 30, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",7.97,4.189971550043883e-35
"['f13', 30, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",8.14,5.112516334587129e-37
"['f13', 50, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",8.32,2.045167354835953e-250
"['f13', 50, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",10.01,8.92299638929041e-232
"['f13', 50, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",7.94,1.6322325991643667e-213
"['f13', 50, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",10.1,4.83860786848689e-224
"['f13', 50, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",10.04,3.9122097669047324e-221
"['f13', 50, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",8.64,6.748389396413767e-36
"['f13', 50, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",10.68,2.5634612550036675e-31
"['f13', 50, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",8.55,1.1136018276292602e-29
"['f13', 50, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",10.57,6.304667816145557e-33
"['f13', 50, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",10.3,2.2214405863431038e-30
"['f13', 100, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",12.97,3.228412328926332e-207
"['f13', 100, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",16.23,2.1512153462304222e-203
"['f13', 100, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",12.79,3.843685553337399e-226
"['f13', 100, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",16.03,1.6128608899203875e-232
"['f13', 100, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",16.15,9.393739487091285e-228
"['f13', 100, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",13.49,2.3105482941953644e-29
"['f13', 100, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",17.17,7.352308392613699e-33
"['f13', 100, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",13.63,5.590704536562221e-29
"['f13', 100, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",17.07,1.970928228001032e-31
"['f13', 100, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",16.93,5.666603414208133e-37
