"combination = [fitness_function_name, dimension, range0, range1, population_size, max_ep, c1, c2, function evaluation]",total_time,gBest_fitness
"['f2', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",2.51,0.74299921581127
"['f2', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",2.63,0.44416313530701096
"['f2', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",2.35,0.5145713109537222
"['f2', 20, -10, 10, 100, 250, 2.5, 2.5, 25000]",2.49,0.09770620171012079
"['f2', 20, -10, 10, 100, 300, 2.05, 2.05, 30000]",2.95,0.25952683154185946
"['f2', 20, -10, 10, 100, 300, 2.05, 2.5, 30000]",2.9,0.21078977920046518
"['f2', 20, -10, 10, 100, 300, 2.5, 2.05, 30000]",2.76,0.48556966884430736
"['f2', 20, -10, 10, 100, 300, 2.5, 2.5, 30000]",2.84,0.3220899192334209
"['f2', 20, -10, 10, 200, 150, 2.05, 2.05, 30000]",2.76,0.3722528384743003
"['f2', 20, -10, 10, 200, 150, 2.05, 2.5, 30000]",3.03,0.09950731490168171
"['f2', 20, -10, 10, 200, 150, 2.5, 2.05, 30000]",2.89,0.11122966509414527
"['f2', 20, -10, 10, 200, 150, 2.5, 2.5, 30000]",2.89,0.1455637929723285
"['f2', 20, -100, 100, 100, 250, 2.05, 2.05, 25000]",2.52,29.892571415571485
"['f2', 20, -100, 100, 100, 250, 2.05, 2.5, 25000]",2.57,2.166031532613066
"['f2', 20, -100, 100, 100, 250, 2.5, 2.05, 25000]",2.35,6.026316870287911
"['f2', 20, -100, 100, 100, 250, 2.5, 2.5, 25000]",2.35,1.2848348742803197
"['f2', 20, -100, 100, 100, 300, 2.05, 2.05, 30000]",3.03,1.1448985905128453
"['f2', 20, -100, 100, 100, 300, 2.05, 2.5, 30000]",3.01,0.8889672935368637
"['f2', 20, -100, 100, 100, 300, 2.5, 2.05, 30000]",2.86,10.975477989029738
"['f2', 20, -100, 100, 100, 300, 2.5, 2.5, 30000]",3.06,3.688076249107867
"['f2', 20, -100, 100, 200, 150, 2.05, 2.05, 30000]",3.15,6.099438565666285
"['f2', 20, -100, 100, 200, 150, 2.05, 2.5, 30000]",3.14,10.509418540416574
"['f2', 20, -100, 100, 200, 150, 2.5, 2.05, 30000]",2.8,7.960497343835484
"['f2', 20, -100, 100, 200, 150, 2.5, 2.5, 30000]",3.05,3.761651142281399
"['f2', 30, -10, 10, 100, 250, 2.05, 2.05, 25000]",2.42,3.3923467399437848
"['f2', 30, -10, 10, 100, 250, 2.05, 2.5, 25000]",2.43,2.1535601580919765
"['f2', 30, -10, 10, 100, 250, 2.5, 2.05, 25000]",2.6,2.8665332389595455
"['f2', 30, -10, 10, 100, 250, 2.5, 2.5, 25000]",2.52,1.4677757540443916
"['f2', 30, -10, 10, 100, 300, 2.05, 2.05, 30000]",2.9,2.8641953301462246
"['f2', 30, -10, 10, 100, 300, 2.05, 2.5, 30000]",3.0,1.3381364734105268
"['f2', 30, -10, 10, 100, 300, 2.5, 2.05, 30000]",3.0,2.5774537870031984
"['f2', 30, -10, 10, 100, 300, 2.5, 2.5, 30000]",2.97,2.142834979964455
"['f2', 30, -10, 10, 200, 150, 2.05, 2.05, 30000]",2.93,1.4427929774820625
