"combination [m, n, l1, l2, ep_max, c1, c2]",gBest_fitness
1,1.4447299725196907e-213
2,8.554514262228344e-218
3,8.554514262228344e-218
4,8.554514262228344e-218
5,8.554514262228344e-218
