"combination [m, n, l1, l2, ep_max, c1, c2]",gBest_fitness
1,3.511505734941786e-209
2,3.511505734941786e-209
3,3.537965601432338e-213
4,3.537965601432338e-213
5,3.537965601432338e-213
6,3.537965601432338e-213
7,3.537965601432338e-213
8,3.537965601432338e-213
9,7.053913988170788e-222
10,7.053913988170788e-222
11,7.053913988170788e-222
12,7.053913988170788e-222
13,7.053913988170788e-222
14,7.053913988170788e-222
15,7.053913988170788e-222
16,7.053913988170788e-222
17,8.01570722563882e-233
18,8.01570722563882e-233
19,8.01570722563882e-233
20,8.01570722563882e-233
21,8.01570722563882e-233
22,8.01570722563882e-233
23,8.01570722563882e-233
24,8.01570722563882e-233
25,8.01570722563882e-233
26,8.01570722563882e-233
27,8.01570722563882e-233
28,8.01570722563882e-233
29,8.01570722563882e-233
30,8.01570722563882e-233
31,8.01570722563882e-233
32,8.01570722563882e-233
33,8.01570722563882e-233
34,8.01570722563882e-233
35,8.01570722563882e-233
36,8.01570722563882e-233
37,8.01570722563882e-233
38,8.01570722563882e-233
39,8.01570722563882e-233
40,8.01570722563882e-233
41,8.01570722563882e-233
42,8.01570722563882e-233
43,8.01570722563882e-233
44,8.01570722563882e-233
45,8.01570722563882e-233
46,8.01570722563882e-233
47,8.01570722563882e-233
48,8.01570722563882e-233
49,8.01570722563882e-233
50,8.01570722563882e-233
51,8.01570722563882e-233
52,8.01570722563882e-233
53,8.01570722563882e-233
54,8.01570722563882e-233
55,8.01570722563882e-233
56,8.01570722563882e-233
57,8.01570722563882e-233
58,8.01570722563882e-233
59,8.01570722563882e-233
60,8.01570722563882e-233
61,8.01570722563882e-233
62,8.01570722563882e-233
63,8.01570722563882e-233
64,8.01570722563882e-233
65,8.01570722563882e-233
66,8.01570722563882e-233
67,8.01570722563882e-233
68,8.01570722563882e-233
69,8.01570722563882e-233
70,8.01570722563882e-233
71,8.01570722563882e-233
72,8.01570722563882e-233
73,8.01570722563882e-233
74,8.01570722563882e-233
75,8.01570722563882e-233
76,8.01570722563882e-233
77,8.01570722563882e-233
78,8.01570722563882e-233
79,8.01570722563882e-233
80,8.01570722563882e-233
81,8.01570722563882e-233
82,8.01570722563882e-233
83,8.01570722563882e-233
84,8.01570722563882e-233
85,8.01570722563882e-233
86,8.01570722563882e-233
87,8.01570722563882e-233
88,8.01570722563882e-233
89,8.01570722563882e-233
90,8.01570722563882e-233
91,8.01570722563882e-233
92,8.01570722563882e-233
93,8.01570722563882e-233
94,8.01570722563882e-233
95,8.01570722563882e-233
96,8.01570722563882e-233
97,8.01570722563882e-233
98,8.01570722563882e-233
99,8.01570722563882e-233
100,8.01570722563882e-233
