"combination [m, n, l1, l2, ep_max, c1, c2]",gBest_fitness
1,1.1755495968404598e-259
2,1.1755495968404598e-259
3,1.83761554962533e-262
4,6.604197691801018e-265
5,7.698567400056121e-274
