"combination [m, n, l1, l2, ep_max, c1, c2]",gBest_fitness
1,3.030425736052953e-200
2,3.030425736052953e-200
3,2.8363097846370318e-210
4,2.8363097846370318e-210
5,2.8363097846370318e-210
6,2.8363097846370318e-210
7,2.8363097846370318e-210
8,2.8363097846370318e-210
9,2.8363097846370318e-210
10,2.8363097846370318e-210
11,2.8363097846370318e-210
12,6.119299554334317e-215
13,6.119299554334317e-215
14,6.119299554334317e-215
15,6.119299554334317e-215
16,6.119299554334317e-215
17,6.119299554334317e-215
18,6.119299554334317e-215
19,6.119299554334317e-215
20,6.119299554334317e-215
21,6.119299554334317e-215
22,6.119299554334317e-215
23,6.119299554334317e-215
24,3.8253392688136825e-230
25,3.8253392688136825e-230
26,3.8253392688136825e-230
27,3.8253392688136825e-230
28,3.8253392688136825e-230
29,3.8253392688136825e-230
30,3.8253392688136825e-230
31,3.8253392688136825e-230
32,3.8253392688136825e-230
33,3.8253392688136825e-230
34,3.8253392688136825e-230
35,3.8253392688136825e-230
36,3.8253392688136825e-230
37,3.8253392688136825e-230
38,3.8253392688136825e-230
39,3.8253392688136825e-230
40,3.8253392688136825e-230
41,3.8253392688136825e-230
42,3.8253392688136825e-230
43,3.8253392688136825e-230
44,3.8253392688136825e-230
45,3.8253392688136825e-230
46,3.8253392688136825e-230
47,3.8253392688136825e-230
48,3.8253392688136825e-230
49,3.8253392688136825e-230
50,3.8253392688136825e-230
51,3.8253392688136825e-230
52,3.8253392688136825e-230
53,3.8253392688136825e-230
54,3.8253392688136825e-230
55,3.8253392688136825e-230
56,3.8253392688136825e-230
57,3.8253392688136825e-230
58,3.8253392688136825e-230
59,3.8253392688136825e-230
60,3.8253392688136825e-230
61,3.8253392688136825e-230
62,3.8253392688136825e-230
63,3.8253392688136825e-230
64,3.8253392688136825e-230
65,3.8253392688136825e-230
66,3.8253392688136825e-230
67,3.8253392688136825e-230
68,3.8253392688136825e-230
69,3.8253392688136825e-230
70,3.8253392688136825e-230
71,3.8253392688136825e-230
72,3.8253392688136825e-230
73,3.8253392688136825e-230
74,3.8253392688136825e-230
75,3.8253392688136825e-230
76,3.8253392688136825e-230
77,3.8253392688136825e-230
78,3.8253392688136825e-230
79,3.8253392688136825e-230
80,3.8253392688136825e-230
81,3.8253392688136825e-230
82,3.8253392688136825e-230
83,2.1406021284123996e-238
84,2.1406021284123996e-238
85,2.1406021284123996e-238
86,2.1406021284123996e-238
87,2.1406021284123996e-238
88,2.1406021284123996e-238
89,2.1406021284123996e-238
90,2.1406021284123996e-238
91,2.1406021284123996e-238
92,2.1406021284123996e-238
93,2.1406021284123996e-238
94,2.1406021284123996e-238
95,2.1406021284123996e-238
96,2.1406021284123996e-238
97,2.1406021284123996e-238
98,2.1406021284123996e-238
99,2.1406021284123996e-238
100,2.1406021284123996e-238
