"combination [m, n, l1, l2, ep_max, c1, c2]",gBest_fitness,total_time
"[20, 5, 50, 300, 10, 2.5, 2.5]",8.491147594132416e-275,2.0653376749996823
"[20, 5, 50, 300, 10, 2.5, 2.5]",1.4747761473968998e-282,2.1673055039991596
"[20, 5, 50, 300, 10, 2.5, 2.5]",1.7773164287179845e-271,1.8266823110006953
"[20, 5, 50, 300, 10, 2.5, 2.5]",1.108421780704564e-277,1.7101283890006016
"[20, 5, 50, 300, 10, 2.5, 2.5]",9.08999645705583e-272,2.1224709350008197
"[20, 5, 50, 300, 10, 2.5, 2.5]",1.3489964570861333e-274,2.134107619000133
"[20, 5, 100, 100, 10, 2.5, 2.5]",3.461750367826053e-128,2.799247484999796
"[20, 5, 100, 100, 10, 2.5, 2.5]",3.161382171161361e-129,3.3396803329997056
"[20, 5, 100, 100, 10, 2.5, 2.5]",1.5513098425819314e-137,2.214649075000125
"[20, 5, 100, 100, 10, 2.5, 2.5]",3.3300893194218465e-153,3.30299326399836
"[20, 5, 100, 100, 10, 2.5, 2.5]",1.159764659153796e-135,3.075015862001237
"[20, 5, 100, 100, 10, 2.5, 2.5]",6.601246385910891e-140,2.6213414640005794
"[20, 5, 100, 100, 10, 2.5, 2.5]",6.303622250807132e-140,3.6731250120010372
"[20, 5, 100, 100, 10, 2.5, 2.5]",7.615804447417152e-137,3.2516183970001293
"[20, 5, 100, 100, 10, 2.5, 2.5]",1.9005113218365734e-136,3.6009395929995662
"[20, 5, 100, 100, 10, 2.5, 2.5]",2.4210679316557496e-132,2.8186383819993353
"[20, 5, 100, 100, 10, 2.5, 2.5]",8.67981652130411e-133,2.9808367700006784
"[20, 5, 100, 100, 10, 2.5, 2.5]",3.0174936682824105e-138,4.852934946999085
"[20, 5, 100, 100, 10, 2.5, 2.5]",4.204487678494411e-132,2.5224714010000753
"[20, 5, 100, 100, 10, 2.5, 2.5]",5.587233516972584e-139,3.031955978000042
"[20, 5, 100, 100, 10, 2.5, 2.5]",1.9017395418583805e-134,3.2928942650014505
"[20, 5, 100, 100, 10, 2.5, 2.5]",1.7273252949842224e-129,3.8942779959998006
"[20, 5, 100, 100, 10, 2.5, 2.5]",2.398100193991723e-148,2.964134025000021
"[20, 5, 100, 100, 10, 2.5, 2.5]",6.31674527016356e-133,2.556621007999638
"[20, 5, 100, 100, 10, 2.5, 2.5]",7.92040602138045e-134,3.1645921580002323
"[20, 5, 100, 100, 10, 2.5, 2.5]",4.335265600864051e-144,2.6158550579984876
"[20, 5, 100, 200, 10, 2.5, 2.5]",1.8174284607193168e-213,2.851438315999985
"[20, 5, 100, 200, 10, 2.5, 2.5]",1.428119976666028e-216,3.1615382460004184
"[20, 5, 100, 200, 10, 2.5, 2.5]",2.5012656201917713e-215,2.701090282998848
"[20, 5, 100, 200, 10, 2.5, 2.5]",1.6561159068108512e-213,2.683787112999198
"[20, 5, 100, 200, 10, 2.5, 2.5]",1.3248378735534903e-218,2.703617015000418
"[20, 5, 100, 200, 10, 2.5, 2.5]",3.142937097161559e-209,2.7137477369997214
"[20, 5, 100, 200, 10, 2.5, 2.5]",2.4983883187641014e-217,2.761189746999662
"[20, 5, 100, 200, 10, 2.5, 2.5]",2.56453448576902e-208,2.721389049998834
"[20, 5, 100, 200, 10, 2.5, 2.5]",1.0253135547491927e-221,2.807338066999364
"[20, 5, 100, 200, 10, 2.5, 2.5]",4.28335664396255e-208,2.749977139999828
"[20, 5, 100, 200, 10, 2.5, 2.5]",9.842145184437998e-217,2.760657901999366
"[20, 5, 100, 200, 10, 2.5, 2.5]",1.1468494350175667e-217,2.80888648400105
"[20, 5, 100, 200, 10, 2.5, 2.5]",1.4262925159953912e-222,2.891984996998872
"[20, 5, 100, 200, 10, 2.5, 2.5]",2.7368870136091706e-235,2.7043541340008233
"[20, 5, 100, 200, 10, 2.5, 2.5]",9.241839542474876e-214,2.685704088999046
"[20, 5, 100, 200, 10, 2.5, 2.5]",4.099356775669247e-221,2.665620392999699
"[20, 5, 100, 200, 10, 2.5, 2.5]",8.336927062959812e-223,2.683799241998713
"[20, 5, 100, 200, 10, 2.5, 2.5]",5.909347788048772e-206,2.75053184600074
"[20, 5, 100, 200, 10, 2.5, 2.5]",2.2400966608784138e-231,2.987378935000379
"[20, 5, 100, 200, 10, 2.5, 2.5]",1.4681257335763134e-217,2.6854712900003506
"[20, 5, 100, 300, 10, 2.5, 2.5]",1.7534145815126914e-283,3.07176833900121
"[20, 5, 100, 300, 10, 2.5, 2.5]",2.0169907632656522e-272,3.029555209001046
"[20, 5, 100, 300, 10, 2.5, 2.5]",2.4200113326500387e-290,3.1740809339989937
"[20, 5, 100, 300, 10, 2.5, 2.5]",7.374218209387537e-289,3.0773443190009857
"[20, 5, 100, 300, 10, 2.5, 2.5]",7.383299143686635e-277,2.9886875549982506
"[20, 5, 100, 300, 10, 2.5, 2.5]",4.00343505441881e-285,3.0396042880001914
"[20, 5, 100, 300, 10, 2.5, 2.5]",8.12345915236745e-291,3.064387350999823
"[20, 5, 100, 300, 10, 2.5, 2.5]",9.88595534996046e-286,3.0566256739984965
"[20, 5, 100, 300, 10, 2.5, 2.5]",1.6897582500777645e-277,3.0170731700000033
"[20, 5, 100, 300, 10, 2.5, 2.5]",1.2101480285316398e-277,2.9629481039992243
"[20, 5, 100, 300, 10, 2.5, 2.5]",6.540296382257331e-282,2.923631663999913
"[20, 5, 100, 300, 10, 2.5, 2.5]",1.535840228739109e-277,2.9502108720007527
"[20, 5, 100, 300, 10, 2.5, 2.5]",2.4410549516356464e-280,3.513345120998565
"[20, 5, 100, 300, 10, 2.5, 2.5]",7.896400675144745e-272,3.137297758999921
"[20, 5, 100, 300, 10, 2.5, 2.5]",7.337188832700497e-285,3.1823268699990876
"[20, 5, 100, 300, 10, 2.5, 2.5]",3.222039988725378e-296,3.05391932800012
"[20, 5, 100, 300, 10, 2.5, 2.5]",1.3351521293025849e-276,3.0984109950004495
"[20, 5, 100, 300, 10, 2.5, 2.5]",4.755936221077687e-284,3.066813313000239
"[20, 5, 100, 300, 10, 2.5, 2.5]",2.9582974780452684e-280,3.0097290390003764
"[20, 5, 100, 300, 10, 2.5, 2.5]",1.0079067796906972e-281,2.9565771550005593
"[20, 10, 50, 100, 10, 2.5, 2.5]",6.903824999646531e-137,2.4204531889990903
"[20, 10, 50, 100, 10, 2.5, 2.5]",1.612534401073931e-141,2.387330416000623
"[20, 10, 50, 100, 10, 2.5, 2.5]",1.4623057330830315e-138,2.442991769999935
"[20, 10, 50, 100, 10, 2.5, 2.5]",2.8033564893361373e-136,2.5837689179988956
"[20, 10, 50, 100, 10, 2.5, 2.5]",6.098722608654111e-137,2.3145310429990786
"[20, 10, 50, 100, 10, 2.5, 2.5]",1.8616268584476274e-134,2.368838524000239
"[20, 10, 50, 100, 10, 2.5, 2.5]",1.520568942099878e-141,2.364203538001675
"[20, 10, 50, 100, 10, 2.5, 2.5]",6.670748021573394e-145,2.3263174839994463
"[20, 10, 50, 100, 10, 2.5, 2.5]",2.1475159986667795e-133,2.5702152570011094
"[20, 10, 50, 100, 10, 2.5, 2.5]",5.1739914964956275e-139,2.3900969449987315
"[20, 10, 50, 100, 10, 2.5, 2.5]",1.7975944245103257e-133,2.4409810209999705
"[20, 10, 50, 100, 10, 2.5, 2.5]",1.0564530110921506e-124,2.2758355580008356
"[20, 10, 50, 100, 10, 2.5, 2.5]",1.830330208306151e-136,2.393908037000074
"[20, 10, 50, 100, 10, 2.5, 2.5]",4.894831768155945e-137,2.402968536998742
"[20, 10, 50, 100, 10, 2.5, 2.5]",7.470405669633746e-139,2.3484730439995474
"[20, 10, 50, 100, 10, 2.5, 2.5]",8.195944539966095e-161,2.37712691500019
"[20, 10, 50, 100, 10, 2.5, 2.5]",3.72860070321983e-148,2.773682981998718
"[20, 10, 50, 100, 10, 2.5, 2.5]",1.6383262513798813e-141,2.44200039199859
"[20, 10, 50, 100, 10, 2.5, 2.5]",6.909769111914004e-150,2.473690913999235
"[20, 10, 50, 100, 10, 2.5, 2.5]",1.7105707665790361e-143,2.508465205999528
"[20, 10, 50, 200, 10, 2.5, 2.5]",4.261640474954351e-213,4.299043144001189
"[20, 10, 50, 200, 10, 2.5, 2.5]",1.3879888067610858e-222,2.916288465001344
"[20, 10, 50, 200, 10, 2.5, 2.5]",2.2877935248296463e-216,2.9124498479995964
"[20, 10, 50, 200, 10, 2.5, 2.5]",1.3840677136691585e-211,2.847224605999145
"[20, 10, 50, 200, 10, 2.5, 2.5]",3.9809309908035325e-219,2.8446059670004615
"[20, 10, 50, 200, 10, 2.5, 2.5]",1.792157343118676e-219,3.7430398230007995
"[20, 10, 50, 200, 10, 2.5, 2.5]",1.909841539991186e-223,2.8941912219997903
"[20, 10, 50, 200, 10, 2.5, 2.5]",1.389402568017137e-219,3.156934518001435
"[20, 10, 50, 200, 10, 2.5, 2.5]",1.5191499199473663e-214,2.7906283239990444
"[20, 10, 50, 200, 10, 2.5, 2.5]",1.34838589990863e-227,3.1373378799999045
"[20, 10, 50, 200, 10, 2.5, 2.5]",3.300442849068962e-216,2.9178317509995395
"[20, 10, 50, 200, 10, 2.5, 2.5]",6.337765928539801e-215,3.16513520099943
"[20, 10, 50, 200, 10, 2.5, 2.5]",7.804442178102223e-219,2.8494886820008105
"[20, 10, 50, 200, 10, 2.5, 2.5]",3.497264040183942e-218,2.8790732830002526
"[20, 10, 50, 200, 10, 2.5, 2.5]",1.5084975992716092e-206,2.822899677999885
"[20, 10, 50, 200, 10, 2.5, 2.5]",7.833001922378407e-224,2.8435968619996856
"[20, 10, 50, 200, 10, 2.5, 2.5]",2.2634165690831276e-213,2.9279554749991803
"[20, 10, 50, 200, 10, 2.5, 2.5]",5.450437696831274e-237,2.8699516680007946
"[20, 10, 50, 200, 10, 2.5, 2.5]",1.838498755067222e-227,2.906819751000512
"[20, 10, 50, 200, 10, 2.5, 2.5]",4.1838865905049035e-211,2.8233097579995956
"[20, 10, 50, 300, 10, 2.5, 2.5]",1.7729815061748802e-275,3.1566802590004954
"[20, 10, 50, 300, 10, 2.5, 2.5]",1.5470172529551784e-280,3.717658200999722
"[20, 10, 50, 300, 10, 2.5, 2.5]",5.602052737624356e-286,3.1876714499994705
"[20, 10, 50, 300, 10, 2.5, 2.5]",1.1377404117390324e-274,3.8577248210003745
"[20, 10, 50, 300, 10, 2.5, 2.5]",1.751848715902489e-281,3.385245487999782
"[20, 10, 50, 300, 10, 2.5, 2.5]",8.093811376136851e-289,3.96096068100087
"[20, 10, 50, 300, 10, 2.5, 2.5]",9.42877908832211e-277,3.2154706359997363
"[20, 10, 50, 300, 10, 2.5, 2.5]",2.9340547855838253e-285,3.826026835000448
"[20, 10, 50, 300, 10, 2.5, 2.5]",2.4999272116236077e-284,3.1552806650015555
"[20, 10, 50, 300, 10, 2.5, 2.5]",1.0600800143850055e-283,3.40381062599954
"[20, 10, 50, 300, 10, 2.5, 2.5]",3.2541881845461398e-295,3.2145678990000306
"[20, 10, 50, 300, 10, 2.5, 2.5]",3.075505299173378e-276,3.416973332999987
"[20, 10, 50, 300, 10, 2.5, 2.5]",6.845547742496693e-280,3.231968574000348
"[20, 10, 50, 300, 10, 2.5, 2.5]",9.207020701333802e-281,3.2884011050009576
"[20, 10, 50, 300, 10, 2.5, 2.5]",1.166821602069626e-277,3.2177799660003075
"[20, 10, 50, 300, 10, 2.5, 2.5]",8.639900858211503e-283,3.1312743760008743
"[20, 10, 50, 300, 10, 2.5, 2.5]",5.467740006659344e-282,3.166798383999776
"[20, 10, 50, 300, 10, 2.5, 2.5]",3.1972231242135934e-288,3.146362458001022
"[20, 10, 50, 300, 10, 2.5, 2.5]",2.7542941862120713e-289,3.20972484000049
"[20, 10, 50, 300, 10, 2.5, 2.5]",1.9794098526253774e-293,3.1673731509999925
"[20, 10, 100, 100, 10, 2.5, 2.5]",1.3873339850531813e-140,4.751670181000009
"[20, 10, 100, 100, 10, 2.5, 2.5]",8.011998276714901e-131,4.654961091000587
"[20, 10, 100, 100, 10, 2.5, 2.5]",3.3453421198510612e-130,4.625366226999176
"[20, 10, 100, 100, 10, 2.5, 2.5]",5.48494836719672e-136,4.73457368399977
"[20, 10, 100, 100, 10, 2.5, 2.5]",2.3096871175607918e-137,4.722909475000051
"[20, 10, 100, 100, 10, 2.5, 2.5]",9.132037749140715e-148,5.438438893999773
"[20, 10, 100, 100, 10, 2.5, 2.5]",3.9969541283888845e-140,4.715411853998376
"[20, 10, 100, 100, 10, 2.5, 2.5]",4.984290126692483e-139,4.679306082000039
"[20, 10, 100, 100, 10, 2.5, 2.5]",7.78045129766993e-137,5.755501334000655
"[20, 10, 100, 100, 10, 2.5, 2.5]",1.3250334805150924e-155,4.539142423000158
"[20, 10, 100, 100, 10, 2.5, 2.5]",4.248431998980065e-138,4.285291674999826
"[20, 10, 100, 100, 10, 2.5, 2.5]",6.764618084629799e-137,4.839709257999857
"[20, 10, 100, 100, 10, 2.5, 2.5]",2.9822234361071845e-138,4.330506465999861
"[20, 10, 100, 100, 10, 2.5, 2.5]",4.773776474864114e-141,5.7133427879998635
"[20, 10, 100, 100, 10, 2.5, 2.5]",2.179017353302642e-135,4.382090805000189
"[20, 10, 100, 100, 10, 2.5, 2.5]",1.708288355904874e-136,4.38909763599986
"[20, 10, 100, 100, 10, 2.5, 2.5]",1.044074146771119e-146,4.72236223300024
"[20, 10, 100, 100, 10, 2.5, 2.5]",5.169998946248753e-134,5.543136395001056
"[20, 10, 100, 100, 10, 2.5, 2.5]",2.560819111722841e-139,4.735719483998764
"[20, 10, 100, 100, 10, 2.5, 2.5]",5.911743540897268e-145,4.767598017999262
"[20, 10, 100, 200, 10, 2.5, 2.5]",9.670630857370344e-215,5.890134267998292
"[20, 10, 100, 200, 10, 2.5, 2.5]",3.2056736078106477e-214,5.128231661001337
"[20, 10, 100, 200, 10, 2.5, 2.5]",1.1804987932091164e-214,4.973993693000011
"[20, 10, 100, 200, 10, 2.5, 2.5]",4.971110138509734e-213,5.12627176299975
"[20, 10, 100, 200, 10, 2.5, 2.5]",7.0126126916162e-227,4.997393491001276
"[20, 10, 100, 200, 10, 2.5, 2.5]",2.4689868085948156e-217,5.257819061000191
"[20, 10, 100, 200, 10, 2.5, 2.5]",1.0693841151198477e-225,5.301718234000873
"[20, 10, 100, 200, 10, 2.5, 2.5]",8.859192476642618e-215,4.856817885000055
"[20, 10, 100, 200, 10, 2.5, 2.5]",5.426849122104888e-215,5.069510796000031
"[20, 10, 100, 200, 10, 2.5, 2.5]",1.1545588790485734e-211,4.965153395000016
"[20, 10, 100, 200, 10, 2.5, 2.5]",6.325749669116249e-216,5.000882676999026
"[20, 10, 100, 200, 10, 2.5, 2.5]",4.81312173891802e-235,5.08215098799883
"[20, 10, 100, 200, 10, 2.5, 2.5]",1.93572723427232e-219,5.059268571998473
"[20, 10, 100, 200, 10, 2.5, 2.5]",4.798709376389472e-226,5.0530301189992315
"[20, 10, 100, 200, 10, 2.5, 2.5]",5.557063044834182e-208,5.681873401999837
"[20, 10, 100, 200, 10, 2.5, 2.5]",2.5960283709594208e-210,5.176186388000133
"[20, 10, 100, 200, 10, 2.5, 2.5]",4.274326591514891e-219,4.932193909000489
"[20, 10, 100, 200, 10, 2.5, 2.5]",1.8255276410102216e-220,4.959436989998721
"[20, 10, 100, 200, 10, 2.5, 2.5]",1.1498852634044633e-211,4.98039076600071
"[20, 10, 100, 200, 10, 2.5, 2.5]",7.238911744645664e-222,4.972066453001389
"[20, 10, 100, 300, 10, 2.5, 2.5]",2.9778998985770846e-276,5.397068319000027
"[20, 10, 100, 300, 10, 2.5, 2.5]",2.0610351633430948e-288,5.46542958200007
"[20, 10, 100, 300, 10, 2.5, 2.5]",1.5542830077661993e-279,5.438713214000018
"[20, 10, 100, 300, 10, 2.5, 2.5]",4.789785315642702e-280,5.600846286999513
"[20, 10, 100, 300, 10, 2.5, 2.5]",1.1726795047368956e-298,5.377809450001223
"[20, 10, 100, 300, 10, 2.5, 2.5]",4.528715383488561e-285,5.319213614999171
"[20, 10, 100, 300, 10, 2.5, 2.5]",1.4978546741467127e-277,5.382871312000134
"[20, 10, 100, 300, 10, 2.5, 2.5]",1.614475966051604e-279,5.325795434999236
"[20, 10, 100, 300, 10, 2.5, 2.5]",2.3095975563626813e-280,5.336738854999567
"[20, 10, 100, 300, 10, 2.5, 2.5]",4.8923751837119845e-290,5.418155521998415
"[20, 10, 100, 300, 10, 2.5, 2.5]",1.0102566305e-313,5.301564278999649
"[20, 10, 100, 300, 10, 2.5, 2.5]",1.886886320558585e-308,5.403919794000103
"[20, 10, 100, 300, 10, 2.5, 2.5]",5.101886960705534e-281,5.443367793999641
"[20, 10, 100, 300, 10, 2.5, 2.5]",5.539000039137597e-282,5.331678392998583
"[20, 10, 100, 300, 10, 2.5, 2.5]",2.24951470909186e-284,5.283870154999022
"[20, 10, 100, 300, 10, 2.5, 2.5]",1.065052633877467e-285,5.286789239999052
"[20, 10, 100, 300, 10, 2.5, 2.5]",1.4149770172373327e-296,4.939190008999503
"[20, 10, 100, 300, 10, 2.5, 2.5]",3.7653552215825324e-278,5.2028584359995875
"[20, 10, 100, 300, 10, 2.5, 2.5]",1.0958143289415114e-288,4.928808293001566
"[20, 10, 100, 300, 10, 2.5, 2.5]",9.612581548796747e-283,5.17279097500068
"[25, 5, 50, 100, 10, 2.5, 2.5]",4.045964404886996e-130,1.6771633049993397
"[25, 5, 50, 100, 10, 2.5, 2.5]",1.5593674956872093e-144,1.5950631680007064
"[25, 5, 50, 100, 10, 2.5, 2.5]",3.116043480997153e-134,1.5604022429997713
"[25, 5, 50, 100, 10, 2.5, 2.5]",1.448208105085785e-128,1.6866189560005296
"[25, 5, 50, 100, 10, 2.5, 2.5]",1.8715453115634053e-133,1.6553221869999106
"[25, 5, 50, 100, 10, 2.5, 2.5]",9.34969264213684e-137,1.6065146399996593
"[25, 5, 50, 100, 10, 2.5, 2.5]",4.652693633749422e-137,1.6923862129988265
"[25, 5, 50, 100, 10, 2.5, 2.5]",8.08329487272105e-138,1.6176437379999697
"[25, 5, 50, 100, 10, 2.5, 2.5]",4.5906972376637775e-127,1.693239497999457
"[25, 5, 50, 100, 10, 2.5, 2.5]",2.1794448858959581e-134,1.6780781719990046
"[25, 5, 50, 100, 10, 2.5, 2.5]",2.095348908800282e-140,1.5011938530005864
"[25, 5, 50, 100, 10, 2.5, 2.5]",2.5036121439624238e-141,1.693679436999446
"[25, 5, 50, 100, 10, 2.5, 2.5]",4.219620025817288e-133,1.7349632369987376
"[25, 5, 50, 100, 10, 2.5, 2.5]",8.006094121130127e-144,1.590361001999554
"[25, 5, 50, 100, 10, 2.5, 2.5]",1.606297668691906e-136,1.564749845998449
"[25, 5, 50, 100, 10, 2.5, 2.5]",1.4388833646862337e-143,1.6149761140004557
"[25, 5, 50, 100, 10, 2.5, 2.5]",2.2398381446873847e-134,1.6917671259998315
"[25, 5, 50, 100, 10, 2.5, 2.5]",1.1044387047216344e-133,1.5992946050009778
"[25, 5, 50, 100, 10, 2.5, 2.5]",2.290118605960542e-137,1.6320651459991495
"[25, 5, 50, 100, 10, 2.5, 2.5]",2.579462663124839e-155,1.6131701710000925
"[25, 5, 50, 200, 10, 2.5, 2.5]",1.1022779161971139e-216,1.8243599190009263
"[25, 5, 50, 200, 10, 2.5, 2.5]",1.694367244034251e-212,1.7974886629999673
"[25, 5, 50, 200, 10, 2.5, 2.5]",1.3803601041242391e-213,2.009239647000868
"[25, 5, 50, 200, 10, 2.5, 2.5]",3.773437109179379e-208,1.9766921080008615
"[25, 5, 50, 200, 10, 2.5, 2.5]",1.0764185395730951e-213,1.9729062089991203
"[25, 5, 50, 200, 10, 2.5, 2.5]",4.6652531648192704e-220,1.9840511689999403
"[25, 5, 50, 200, 10, 2.5, 2.5]",3.562807987976455e-208,1.9653507379989605
"[25, 5, 50, 200, 10, 2.5, 2.5]",1.5065172450463233e-208,2.0201065560031566
"[25, 5, 50, 200, 10, 2.5, 2.5]",8.313630026796427e-221,2.0472180750002735
"[25, 5, 50, 200, 10, 2.5, 2.5]",3.1309061507449386e-219,2.0624750410024717
"[25, 5, 50, 200, 10, 2.5, 2.5]",3.634522536384224e-217,2.1876527889980935
"[25, 5, 50, 200, 10, 2.5, 2.5]",5.412707086898601e-220,1.9932222370007366
"[25, 5, 50, 200, 10, 2.5, 2.5]",3.43160610153156e-213,1.9939579559977574
"[25, 5, 50, 200, 10, 2.5, 2.5]",4.845738277959394e-209,2.0337236639970797
"[25, 5, 50, 200, 10, 2.5, 2.5]",7.869837213167977e-215,2.0808391030004714
"[25, 5, 50, 200, 10, 2.5, 2.5]",6.5461577970871025e-224,2.066937876999873
"[25, 5, 50, 200, 10, 2.5, 2.5]",6.03860508077032e-225,2.0276261030012392
"[25, 5, 50, 200, 10, 2.5, 2.5]",5.307513146033241e-219,1.9854918169985467
"[25, 5, 50, 200, 10, 2.5, 2.5]",1.495130793923932e-217,1.9928378149998025
"[25, 5, 50, 200, 10, 2.5, 2.5]",3.6541935073498554e-213,1.9985906099973363
"[25, 5, 50, 300, 10, 2.5, 2.5]",1.8801898704744183e-294,2.383605164999608
"[25, 5, 50, 300, 10, 2.5, 2.5]",2.966165238849158e-283,2.2936453799993615
"[25, 5, 50, 300, 10, 2.5, 2.5]",5.226766418020677e-274,2.3460624779982027
"[25, 5, 50, 300, 10, 2.5, 2.5]",1.0746677390544362e-281,2.4010123730004125
"[25, 5, 50, 300, 10, 2.5, 2.5]",3.967828757159755e-290,2.7983363499988627
"[25, 5, 50, 300, 10, 2.5, 2.5]",4.7933500138452675e-279,2.3899625840022054
"[25, 5, 50, 300, 10, 2.5, 2.5]",1.710966328097458e-290,2.357493888001045
"[25, 5, 50, 300, 10, 2.5, 2.5]",1.0789119500681403e-280,2.446077406999393
"[25, 5, 50, 300, 10, 2.5, 2.5]",3.402987455534259e-304,2.3614589360004175
"[25, 5, 50, 300, 10, 2.5, 2.5]",2.8282397448939422e-279,2.4079492230011965
"[25, 5, 50, 300, 10, 2.5, 2.5]",9.264848778304295e-287,2.210800193999603
"[25, 5, 50, 300, 10, 2.5, 2.5]",9.055937446694841e-284,2.3921888710028725
"[25, 5, 50, 300, 10, 2.5, 2.5]",5.476607890088806e-283,2.479233769001439
"[25, 5, 50, 300, 10, 2.5, 2.5]",5.97329270422388e-281,2.3614230130006035
"[25, 5, 50, 300, 10, 2.5, 2.5]",1.443717981688638e-277,2.430458880000515
"[25, 5, 50, 300, 10, 2.5, 2.5]",1.900482036088225e-286,2.414908466998895
"[25, 5, 50, 300, 10, 2.5, 2.5]",1.665849203896267e-278,2.1693908970009943
"[25, 5, 50, 300, 10, 2.5, 2.5]",1.1599486178655598e-306,2.462356076001015
"[25, 5, 50, 300, 10, 2.5, 2.5]",1.723496264200044e-266,2.291715341001691
"[25, 5, 50, 300, 10, 2.5, 2.5]",6.392596561987211e-273,2.454515088000335
"[25, 5, 100, 100, 10, 2.5, 2.5]",1.6466981240127278e-140,2.9786520050001855
"[25, 5, 100, 100, 10, 2.5, 2.5]",3.403796533274086e-169,2.8754264090021024
"[25, 5, 100, 100, 10, 2.5, 2.5]",1.3501905904721296e-136,2.8754380729988043
"[25, 5, 100, 100, 10, 2.5, 2.5]",5.799018584412734e-132,2.8982262489989807
"[25, 5, 100, 100, 10, 2.5, 2.5]",9.180722488690445e-135,2.7872165820008377
"[25, 5, 100, 100, 10, 2.5, 2.5]",2.327088803076972e-133,2.867736577998585
"[25, 5, 100, 100, 10, 2.5, 2.5]",9.838188382096797e-138,3.058963928000594
"[25, 5, 100, 100, 10, 2.5, 2.5]",5.265172200063336e-128,2.889235728998756
"[25, 5, 100, 100, 10, 2.5, 2.5]",1.7436960251289682e-127,2.8893215700009023
"[25, 5, 100, 100, 10, 2.5, 2.5]",4.2661012147870637e-131,2.853738779002015
"[25, 5, 100, 100, 10, 2.5, 2.5]",1.222747252250646e-136,2.8758378900020034
"[25, 5, 100, 100, 10, 2.5, 2.5]",3.6153702865253624e-154,2.817241587999888
"[25, 5, 100, 100, 10, 2.5, 2.5]",9.949638804993785e-133,2.9320642140010023
"[25, 5, 100, 100, 10, 2.5, 2.5]",5.102875800394568e-145,2.890292888001568
"[25, 5, 100, 100, 10, 2.5, 2.5]",2.2075512279801856e-142,2.8287835659975826
"[25, 5, 100, 100, 10, 2.5, 2.5]",2.3039390453221956e-143,3.200820628000656
"[25, 5, 100, 100, 10, 2.5, 2.5]",1.3187546333371688e-144,2.93459421100124
"[25, 5, 100, 100, 10, 2.5, 2.5]",3.0973170519363974e-140,2.9464926199980255
"[25, 5, 100, 100, 10, 2.5, 2.5]",6.620564602013458e-151,2.877116184998158
"[25, 5, 100, 100, 10, 2.5, 2.5]",1.70012820012027e-131,2.8166369640021003
"[25, 5, 100, 200, 10, 2.5, 2.5]",1.5486183696101863e-214,3.3062062629978755
"[25, 5, 100, 200, 10, 2.5, 2.5]",1.4206321589908515e-204,2.8671244899996964
"[25, 5, 100, 200, 10, 2.5, 2.5]",3.6150631734151558e-242,3.29356513699895
"[25, 5, 100, 200, 10, 2.5, 2.5]",9.405376144318261e-216,3.2746892899995146
"[25, 5, 100, 200, 10, 2.5, 2.5]",1.945359509568598e-220,3.275091439998505
"[25, 5, 100, 200, 10, 2.5, 2.5]",3.8777701699173974e-209,3.219162763998611
"[25, 5, 100, 200, 10, 2.5, 2.5]",2.734435160011001e-203,3.2559515360007936
"[25, 5, 100, 200, 10, 2.5, 2.5]",2.2527451999364575e-207,3.26204443199822
"[25, 5, 100, 200, 10, 2.5, 2.5]",1.443900443483922e-225,3.233126037997863
"[25, 5, 100, 200, 10, 2.5, 2.5]",7.956335270558561e-225,3.359655792999547
"[25, 5, 100, 200, 10, 2.5, 2.5]",1.4854128565390857e-216,3.2589989179978147
"[25, 5, 100, 200, 10, 2.5, 2.5]",4.566663894099789e-223,3.2454331270018884
"[25, 5, 100, 200, 10, 2.5, 2.5]",4.165976953032834e-214,3.2692425399982312
"[25, 5, 100, 200, 10, 2.5, 2.5]",1.6348768438577915e-214,3.373954971000785
"[25, 5, 100, 200, 10, 2.5, 2.5]",1.1488730640676854e-228,3.2528033850030624
"[25, 5, 100, 200, 10, 2.5, 2.5]",5.413872238252021e-227,3.357183644999168
"[25, 5, 100, 200, 10, 2.5, 2.5]",2.135913422760103e-216,3.2868452239999897
"[25, 5, 100, 200, 10, 2.5, 2.5]",1.203990855561005e-213,3.176356672000111
"[25, 5, 100, 200, 10, 2.5, 2.5]",8.494906110925093e-218,3.2581195070015383
"[25, 5, 100, 200, 10, 2.5, 2.5]",2.6498280272698827e-212,3.2005206489993725
"[25, 5, 100, 300, 10, 2.5, 2.5]",1.1388711796349582e-283,3.633837964000122
"[25, 5, 100, 300, 10, 2.5, 2.5]",6.44917717492279e-283,3.8990254160016775
"[25, 5, 100, 300, 10, 2.5, 2.5]",8.008800132092506e-277,3.700062981002702
"[25, 5, 100, 300, 10, 2.5, 2.5]",1.799387443910168e-294,3.5691114449982706
"[25, 5, 100, 300, 10, 2.5, 2.5]",5.04109108751443e-309,3.5685754010009987
"[25, 5, 100, 300, 10, 2.5, 2.5]",1.4160490431580678e-290,3.5320427529986773
"[25, 5, 100, 300, 10, 2.5, 2.5]",2.9292905395669496e-282,3.5929787069981103
"[25, 5, 100, 300, 10, 2.5, 2.5]",1.4701378994847592e-271,3.6923936780003714
"[25, 5, 100, 300, 10, 2.5, 2.5]",4.4550398848386664e-293,3.630947804002062
"[25, 5, 100, 300, 10, 2.5, 2.5]",1.337920693699171e-287,3.560658368998702
"[25, 5, 100, 300, 10, 2.5, 2.5]",1.0456793518454943e-278,3.57051477099958
