"combination [m, n, l1, l2, ep_max, c1, c2]",gBest_fitness,total_time
"[25, 5, 100, 300, 10, 2.5, 2.5]",1.3495725625391e-267,3.604475898999226
"[25, 5, 100, 300, 10, 2.5, 2.5]",7.946116447309504e-290,3.553482654002437
"[25, 5, 100, 300, 10, 2.5, 2.5]",7.480610390989207e-278,3.1067898930014053
"[25, 5, 100, 300, 10, 2.5, 2.5]",4.371196600278403e-294,3.6486246660024335
"[25, 5, 100, 300, 10, 2.5, 2.5]",1.3784376855325961e-285,3.6317716980011028
"[25, 5, 100, 300, 10, 2.5, 2.5]",3.129936824493578e-279,3.6259745829993335
"[25, 5, 100, 300, 10, 2.5, 2.5]",5.211710870082572e-284,3.8148212259984575
"[25, 5, 100, 300, 10, 2.5, 2.5]",5.291729542595272e-289,3.643163454002206
"[25, 5, 100, 300, 10, 2.5, 2.5]",5.646853686850993e-281,3.6693932299967855
"[25, 10, 50, 100, 10, 2.5, 2.5]",2.5677938051495317e-134,3.1310154519997013
"[25, 10, 50, 100, 10, 2.5, 2.5]",4.640259936342944e-136,2.8374143920009374
"[25, 10, 50, 100, 10, 2.5, 2.5]",3.4561820876501064e-140,2.8967030250023527
"[25, 10, 50, 100, 10, 2.5, 2.5]",2.1588277090305516e-136,2.823229515001003
"[25, 10, 50, 100, 10, 2.5, 2.5]",5.0222265869336595e-136,2.8192742639985227
"[25, 10, 50, 100, 10, 2.5, 2.5]",1.178824039475333e-151,2.7074542329974065
"[25, 10, 50, 100, 10, 2.5, 2.5]",4.951022987634381e-139,2.620288502999756
"[25, 10, 50, 100, 10, 2.5, 2.5]",9.594751822405326e-132,3.158301452996966
"[25, 10, 50, 100, 10, 2.5, 2.5]",1.1768566896718307e-136,2.9304663439979777
"[25, 10, 50, 100, 10, 2.5, 2.5]",4.355083340997612e-146,2.8224830649996875
"[25, 10, 50, 100, 10, 2.5, 2.5]",3.9185362900943483e-137,2.96477130600033
"[25, 10, 50, 100, 10, 2.5, 2.5]",1.1249693391441103e-131,2.883958796002844
"[25, 10, 50, 100, 10, 2.5, 2.5]",5.196570363023093e-144,2.9597854890016606
"[25, 10, 50, 100, 10, 2.5, 2.5]",2.5892550007941757e-135,2.936125832999096
"[25, 10, 50, 100, 10, 2.5, 2.5]",8.446067882688305e-136,2.9229808540003432
"[25, 10, 50, 100, 10, 2.5, 2.5]",9.589823189776461e-158,2.914576297000167
"[25, 10, 50, 100, 10, 2.5, 2.5]",2.1193558770781075e-134,2.936410884001816
"[25, 10, 50, 100, 10, 2.5, 2.5]",3.5145996671782995e-138,2.847511523999856
"[25, 10, 50, 100, 10, 2.5, 2.5]",6.551853492887427e-141,2.8579258960016887
"[25, 10, 50, 100, 10, 2.5, 2.5]",3.956661238606371e-160,2.5595932780015573
"[25, 10, 50, 200, 10, 2.5, 2.5]",2.8337527492480022e-220,3.377247279997391
"[25, 10, 50, 200, 10, 2.5, 2.5]",3.8614202755389194e-218,3.2322965460007254
"[25, 10, 50, 200, 10, 2.5, 2.5]",3.2007583271313597e-227,3.1762992889998714
"[25, 10, 50, 200, 10, 2.5, 2.5]",4.3494319137026646e-217,3.2424165379998158
"[25, 10, 50, 200, 10, 2.5, 2.5]",3.8683574769189675e-231,3.2192490710003767
"[25, 10, 50, 200, 10, 2.5, 2.5]",7.7113522759887e-211,3.306256182000652
"[25, 10, 50, 200, 10, 2.5, 2.5]",3.827618334190213e-235,3.270533898001304
"[25, 10, 50, 200, 10, 2.5, 2.5]",3.059835808097848e-217,3.2734553160007636
"[25, 10, 50, 200, 10, 2.5, 2.5]",9.264027044325145e-222,3.2561950660019647
"[25, 10, 50, 200, 10, 2.5, 2.5]",1.0709753200829302e-218,3.2943036559991015
"[25, 10, 50, 200, 10, 2.5, 2.5]",1.1427373605622362e-225,3.2826623059991107
"[25, 10, 50, 200, 10, 2.5, 2.5]",1.8573400271864555e-214,3.231206262997148
"[25, 10, 50, 200, 10, 2.5, 2.5]",4.16132425157824e-238,3.261268125002971
"[25, 10, 50, 200, 10, 2.5, 2.5]",3.368227389808585e-204,3.2609518169992953
"[25, 10, 50, 200, 10, 2.5, 2.5]",1.4459560527866457e-219,3.2401081419993716
"[25, 10, 50, 200, 10, 2.5, 2.5]",1.610131506289995e-223,3.2288302199995087
"[25, 10, 50, 200, 10, 2.5, 2.5]",2.8252620766673675e-219,3.1405121569987386
"[25, 10, 50, 200, 10, 2.5, 2.5]",2.2957940053637358e-237,3.0637094820012862
"[25, 10, 50, 200, 10, 2.5, 2.5]",5.574213657428217e-213,3.187130275000527
"[25, 10, 50, 200, 10, 2.5, 2.5]",5.371392591827828e-217,3.128386082000361
"[25, 10, 50, 300, 10, 2.5, 2.5]",6.897475507472724e-281,3.514412076998269
"[25, 10, 50, 300, 10, 2.5, 2.5]",8.745246477863846e-279,3.510497415001737
"[25, 10, 50, 300, 10, 2.5, 2.5]",1.1953217985327884e-275,3.7116124239983037
"[25, 10, 50, 300, 10, 2.5, 2.5]",9.22213235333029e-287,3.477736670996819
"[25, 10, 50, 300, 10, 2.5, 2.5]",2.76804310887967e-281,3.402959673003352
"[25, 10, 50, 300, 10, 2.5, 2.5]",2.637437691021644e-293,3.560632243003056
"[25, 10, 50, 300, 10, 2.5, 2.5]",3.324481922110722e-277,3.551653852999152
"[25, 10, 50, 300, 10, 2.5, 2.5]",2.8953479199585026e-298,3.479612592000194
"[25, 10, 50, 300, 10, 2.5, 2.5]",2.6631923182154417e-291,3.5751474239987147
"[25, 10, 50, 300, 10, 2.5, 2.5]",9.9373685569019e-287,3.554372795002564
"[25, 10, 50, 300, 10, 2.5, 2.5]",2.0086692416138712e-284,3.6522766720008804
"[25, 10, 50, 300, 10, 2.5, 2.5]",1.0661763310169992e-283,3.476942634999432
"[25, 10, 50, 300, 10, 2.5, 2.5]",2.079622909916569e-285,3.544719335000991
"[25, 10, 50, 300, 10, 2.5, 2.5]",3.2233932481117362e-289,3.5068561410007533
"[25, 10, 50, 300, 10, 2.5, 2.5]",6.8534932110342e-280,3.4711016660003224
"[25, 10, 50, 300, 10, 2.5, 2.5]",1.992870912629046e-290,3.897396755997761
"[25, 10, 50, 300, 10, 2.5, 2.5]",3.7772015610901854e-285,3.5483055590011645
"[25, 10, 50, 300, 10, 2.5, 2.5]",1.4388851678350282e-282,3.5484669790021144
"[25, 10, 50, 300, 10, 2.5, 2.5]",6.306364803750224e-293,3.417915259000438
"[25, 10, 50, 300, 10, 2.5, 2.5]",3.8451043201703166e-285,3.5299652899993816
"[25, 10, 100, 100, 10, 2.5, 2.5]",1.5323510644749048e-146,5.1063172970025335
"[25, 10, 100, 100, 10, 2.5, 2.5]",6.80201157175059e-135,5.232727621001686
"[25, 10, 100, 100, 10, 2.5, 2.5]",6.29129597771044e-135,5.1526055760004965
"[25, 10, 100, 100, 10, 2.5, 2.5]",2.0611471445070986e-147,4.917208464998112
"[25, 10, 100, 100, 10, 2.5, 2.5]",3.6008633003282436e-144,5.509800417999941
"[25, 10, 100, 100, 10, 2.5, 2.5]",1.3776519245013447e-145,5.1454527209971275
"[25, 10, 100, 100, 10, 2.5, 2.5]",4.999759655903104e-134,5.217710452001484
"[25, 10, 100, 100, 10, 2.5, 2.5]",1.4384965014275703e-140,5.210254352001357
"[25, 10, 100, 100, 10, 2.5, 2.5]",6.679232629075252e-130,5.259359546002088
"[25, 10, 100, 100, 10, 2.5, 2.5]",4.048389660757943e-129,4.898570081997605
"[25, 10, 100, 100, 10, 2.5, 2.5]",3.148698523665572e-132,5.206089629999042
"[25, 10, 100, 100, 10, 2.5, 2.5]",5.968865393692864e-149,5.1923414260018035
"[25, 10, 100, 100, 10, 2.5, 2.5]",1.43694483017882e-131,5.398446917999536
"[25, 10, 100, 100, 10, 2.5, 2.5]",2.697867754886013e-147,5.328080038001644
"[25, 10, 100, 100, 10, 2.5, 2.5]",5.3371873508070823e-138,5.175849086001108
"[25, 10, 100, 100, 10, 2.5, 2.5]",2.294863066833344e-133,5.372314648000611
"[25, 10, 100, 100, 10, 2.5, 2.5]",5.425018069512371e-131,4.97089686000254
"[25, 10, 100, 100, 10, 2.5, 2.5]",7.450038979085256e-137,5.10196036400157
"[25, 10, 100, 100, 10, 2.5, 2.5]",4.27245258187387e-141,5.413747270999011
"[25, 10, 100, 100, 10, 2.5, 2.5]",5.6238007881835114e-158,5.317315766998945
"[25, 10, 100, 200, 10, 2.5, 2.5]",2.4868304934304435e-213,5.496897101998911
"[25, 10, 100, 200, 10, 2.5, 2.5]",1.0364411865070795e-212,5.637744694999128
"[25, 10, 100, 200, 10, 2.5, 2.5]",5.215769502227919e-218,5.579673242002173
"[25, 10, 100, 200, 10, 2.5, 2.5]",5.684712191789458e-242,5.540388993998931
"[25, 10, 100, 200, 10, 2.5, 2.5]",2.4375593213380856e-212,5.518376192001597
"[25, 10, 100, 200, 10, 2.5, 2.5]",2.3266622925212033e-214,5.442918525001005
"[25, 10, 100, 200, 10, 2.5, 2.5]",9.016152338532473e-216,6.074001623001095
"[25, 10, 100, 200, 10, 2.5, 2.5]",4.369453567885041e-234,5.602759064997372
"[25, 10, 100, 200, 10, 2.5, 2.5]",1.9135316308122858e-217,5.6746780930006935
"[25, 10, 100, 200, 10, 2.5, 2.5]",1.5032345407331427e-220,5.643461566996848
"[25, 10, 100, 200, 10, 2.5, 2.5]",1.0644328337943021e-221,5.607602123000106
"[25, 10, 100, 200, 10, 2.5, 2.5]",4.781693961816035e-218,5.6277455349991214
"[25, 10, 100, 200, 10, 2.5, 2.5]",9.591537104416689e-223,5.7202936350004165
"[25, 10, 100, 200, 10, 2.5, 2.5]",1.9281142716035404e-246,5.395750835999934
"[25, 10, 100, 200, 10, 2.5, 2.5]",1.1481258367816696e-219,5.76255435100029
"[25, 10, 100, 200, 10, 2.5, 2.5]",1.823827144704745e-225,5.151459775999683
"[25, 10, 100, 200, 10, 2.5, 2.5]",7.420556209628457e-238,5.279844459000742
"[25, 10, 100, 200, 10, 2.5, 2.5]",1.2330349228042293e-231,5.560499747996801
"[25, 10, 100, 200, 10, 2.5, 2.5]",2.4850770914301736e-217,5.591417694002303
"[25, 10, 100, 200, 10, 2.5, 2.5]",1.2340310044797165e-221,5.606646667998575
"[25, 10, 100, 300, 10, 2.5, 2.5]",1.6860104437742322e-283,6.734951107999223
"[25, 10, 100, 300, 10, 2.5, 2.5]",3.8528437975018784e-292,5.906907926000713
"[25, 10, 100, 300, 10, 2.5, 2.5]",9.686431005612066e-309,5.992597085001762
"[25, 10, 100, 300, 10, 2.5, 2.5]",4.90406991254011e-279,5.941767127002095
"[25, 10, 100, 300, 10, 2.5, 2.5]",1.6483179351136182e-287,6.01197118699929
"[25, 10, 100, 300, 10, 2.5, 2.5]",3.013077972193061e-290,6.263116055000864
"[25, 10, 100, 300, 10, 2.5, 2.5]",2.7980176850075455e-270,6.227683019998949
"[25, 10, 100, 300, 10, 2.5, 2.5]",6.779895658510635e-287,7.539715790000628
"[25, 10, 100, 300, 10, 2.5, 2.5]",4.8896755615156524e-287,6.189415810000355
"[25, 10, 100, 300, 10, 2.5, 2.5]",1.615977729580553e-275,6.078284379000252
"[25, 10, 100, 300, 10, 2.5, 2.5]",2.2047135205784288e-289,6.120161606002512
"[25, 10, 100, 300, 10, 2.5, 2.5]",6.53e-321,7.713726277001115
"[25, 10, 100, 300, 10, 2.5, 2.5]",9.601037236913619e-269,6.180916080000316
"[25, 10, 100, 300, 10, 2.5, 2.5]",4.04378526378973e-285,10.8961786439977
"[25, 10, 100, 300, 10, 2.5, 2.5]",8.298945704700311e-288,7.706444194001961
"[25, 10, 100, 300, 10, 2.5, 2.5]",3.360117551769828e-287,5.772435478000261
"[25, 10, 100, 300, 10, 2.5, 2.5]",2.793684540872353e-281,5.939902401001746
"[25, 10, 100, 300, 10, 2.5, 2.5]",5.595425934879467e-275,6.838396905997797
"[25, 10, 100, 300, 10, 2.5, 2.5]",1.0889658221675017e-288,5.581441394002468
"[25, 10, 100, 300, 10, 2.5, 2.5]",4.1656221941662645e-280,5.010957881997456
