"combination [m, n, l1, l2, ep_max, c1, c2]",gBest_fitness
1,3.5408150127154953e-196
2,1.5571059725399577e-226
3,1.5571059725399577e-226
4,1.5571059725399577e-226
5,1.5571059725399577e-226
6,1.5571059725399577e-226
7,1.5571059725399577e-226
8,1.5571059725399577e-226
9,1.5571059725399577e-226
10,1.5571059725399577e-226
11,1.5571059725399577e-226
12,1.5571059725399577e-226
13,1.5571059725399577e-226
14,1.5571059725399577e-226
15,1.5571059725399577e-226
16,1.5571059725399577e-226
17,1.5571059725399577e-226
18,1.5571059725399577e-226
19,1.5571059725399577e-226
20,1.5571059725399577e-226
21,1.5571059725399577e-226
22,1.5571059725399577e-226
23,1.5571059725399577e-226
24,1.5571059725399577e-226
25,1.5571059725399577e-226
26,1.5571059725399577e-226
27,3.990909086786298e-243
28,3.990909086786298e-243
29,3.990909086786298e-243
30,3.990909086786298e-243
31,3.990909086786298e-243
32,3.990909086786298e-243
33,3.990909086786298e-243
34,3.990909086786298e-243
35,3.990909086786298e-243
36,3.990909086786298e-243
37,3.990909086786298e-243
38,3.990909086786298e-243
39,3.990909086786298e-243
40,3.990909086786298e-243
41,3.990909086786298e-243
42,3.990909086786298e-243
43,3.990909086786298e-243
44,3.990909086786298e-243
45,3.990909086786298e-243
46,3.990909086786298e-243
47,3.990909086786298e-243
48,3.990909086786298e-243
49,3.990909086786298e-243
50,3.990909086786298e-243
51,3.990909086786298e-243
52,3.990909086786298e-243
53,3.990909086786298e-243
54,3.990909086786298e-243
55,3.990909086786298e-243
56,3.990909086786298e-243
57,3.990909086786298e-243
58,3.990909086786298e-243
59,3.990909086786298e-243
60,3.990909086786298e-243
61,3.990909086786298e-243
62,3.990909086786298e-243
63,3.990909086786298e-243
64,3.990909086786298e-243
65,3.990909086786298e-243
66,3.990909086786298e-243
67,3.990909086786298e-243
68,3.990909086786298e-243
69,3.990909086786298e-243
70,3.990909086786298e-243
71,3.990909086786298e-243
72,3.990909086786298e-243
73,3.990909086786298e-243
74,3.990909086786298e-243
75,3.990909086786298e-243
76,3.990909086786298e-243
77,3.990909086786298e-243
78,3.990909086786298e-243
79,3.990909086786298e-243
80,3.990909086786298e-243
81,3.990909086786298e-243
82,3.990909086786298e-243
83,3.990909086786298e-243
84,3.990909086786298e-243
85,3.990909086786298e-243
86,3.990909086786298e-243
87,3.990909086786298e-243
88,3.990909086786298e-243
89,3.990909086786298e-243
90,3.990909086786298e-243
91,3.990909086786298e-243
92,3.990909086786298e-243
93,3.990909086786298e-243
94,3.990909086786298e-243
95,3.990909086786298e-243
96,3.990909086786298e-243
97,3.990909086786298e-243
98,3.990909086786298e-243
99,3.990909086786298e-243
100,3.990909086786298e-243
