"combination [m, n, l1, l2, ep_max, c1, c2]",gBest_fitness
1,5.26802797061989e-129
2,9.147356579433488e-131
3,3.6140596911218295e-137
4,3.6140596911218295e-137
5,1.1550727683025836e-141
6,1.1550727683025836e-141
7,1.1550727683025836e-141
8,1.1550727683025836e-141
9,1.1550727683025836e-141
10,1.1550727683025836e-141
11,1.1550727683025836e-141
12,1.1550727683025836e-141
13,1.1550727683025836e-141
14,1.1550727683025836e-141
15,1.1550727683025836e-141
16,1.1550727683025836e-141
17,1.1550727683025836e-141
18,2.734212192073168e-142
19,2.734212192073168e-142
20,2.734212192073168e-142
21,2.734212192073168e-142
22,2.734212192073168e-142
23,2.734212192073168e-142
24,2.734212192073168e-142
25,2.734212192073168e-142
26,2.734212192073168e-142
27,2.734212192073168e-142
28,2.734212192073168e-142
29,2.734212192073168e-142
30,2.734212192073168e-142
31,2.734212192073168e-142
32,2.734212192073168e-142
33,2.734212192073168e-142
34,2.734212192073168e-142
35,2.734212192073168e-142
36,2.734212192073168e-142
37,2.734212192073168e-142
38,2.734212192073168e-142
39,2.734212192073168e-142
40,2.734212192073168e-142
41,2.734212192073168e-142
42,2.734212192073168e-142
43,2.734212192073168e-142
44,2.734212192073168e-142
45,2.734212192073168e-142
46,2.734212192073168e-142
47,2.734212192073168e-142
48,2.734212192073168e-142
49,2.734212192073168e-142
50,2.734212192073168e-142
51,2.734212192073168e-142
52,2.734212192073168e-142
53,2.734212192073168e-142
54,2.734212192073168e-142
55,1.8286414852115518e-149
56,1.8286414852115518e-149
57,1.8286414852115518e-149
58,1.8286414852115518e-149
59,1.8286414852115518e-149
60,1.8286414852115518e-149
61,1.8286414852115518e-149
62,1.8286414852115518e-149
63,1.8286414852115518e-149
64,1.8286414852115518e-149
65,1.8286414852115518e-149
66,1.8286414852115518e-149
67,1.8286414852115518e-149
68,1.8286414852115518e-149
69,1.8286414852115518e-149
70,1.8286414852115518e-149
71,1.8286414852115518e-149
72,1.8286414852115518e-149
73,1.8286414852115518e-149
74,1.8286414852115518e-149
75,1.8286414852115518e-149
76,1.8286414852115518e-149
77,1.8286414852115518e-149
78,1.8286414852115518e-149
79,1.8286414852115518e-149
80,1.8286414852115518e-149
81,1.8286414852115518e-149
82,1.8286414852115518e-149
83,1.8286414852115518e-149
84,1.8286414852115518e-149
85,1.8286414852115518e-149
86,1.8286414852115518e-149
87,1.8286414852115518e-149
88,1.8286414852115518e-149
89,1.8286414852115518e-149
90,1.8286414852115518e-149
91,1.8286414852115518e-149
92,1.8286414852115518e-149
93,1.8286414852115518e-149
94,1.8286414852115518e-149
95,1.8286414852115518e-149
96,1.8286414852115518e-149
97,1.8286414852115518e-149
98,1.8286414852115518e-149
99,1.8286414852115518e-149
100,1.8286414852115518e-149
