"combination [m, n, l1, l2, ep_max, c1, c2]",gBest_fitness
1,3.6879818149888736e-122
2,3.6879818149888736e-122
3,6.173728316197424e-128
4,6.173728316197424e-128
5,6.173728316197424e-128
6,2.5867182276313423e-146
7,2.5867182276313423e-146
8,2.5867182276313423e-146
9,2.5867182276313423e-146
10,2.5867182276313423e-146
11,2.5867182276313423e-146
12,2.5867182276313423e-146
13,2.5867182276313423e-146
14,2.5867182276313423e-146
15,2.5867182276313423e-146
16,2.5867182276313423e-146
17,2.5867182276313423e-146
18,2.5867182276313423e-146
19,2.5867182276313423e-146
20,2.5867182276313423e-146
21,2.5867182276313423e-146
22,2.5867182276313423e-146
23,2.5867182276313423e-146
24,2.5867182276313423e-146
25,2.5867182276313423e-146
26,2.5867182276313423e-146
27,2.5867182276313423e-146
28,2.5867182276313423e-146
29,2.5867182276313423e-146
30,2.5867182276313423e-146
31,2.5867182276313423e-146
32,2.5867182276313423e-146
33,2.5867182276313423e-146
34,2.5867182276313423e-146
35,2.5867182276313423e-146
36,2.5867182276313423e-146
37,2.5867182276313423e-146
38,2.5867182276313423e-146
39,2.134566094177851e-155
40,2.134566094177851e-155
41,2.134566094177851e-155
42,2.134566094177851e-155
43,2.134566094177851e-155
44,2.134566094177851e-155
45,2.134566094177851e-155
46,2.134566094177851e-155
47,2.134566094177851e-155
48,2.134566094177851e-155
49,2.134566094177851e-155
50,2.134566094177851e-155
51,2.134566094177851e-155
52,2.134566094177851e-155
53,2.134566094177851e-155
54,2.134566094177851e-155
55,2.134566094177851e-155
56,2.134566094177851e-155
57,2.134566094177851e-155
58,2.134566094177851e-155
59,2.134566094177851e-155
60,2.134566094177851e-155
61,2.134566094177851e-155
62,2.134566094177851e-155
63,2.134566094177851e-155
64,2.134566094177851e-155
65,2.134566094177851e-155
66,2.134566094177851e-155
67,2.134566094177851e-155
68,2.134566094177851e-155
69,2.134566094177851e-155
70,2.134566094177851e-155
71,2.134566094177851e-155
72,2.134566094177851e-155
73,2.134566094177851e-155
74,2.134566094177851e-155
75,2.134566094177851e-155
76,2.134566094177851e-155
77,2.134566094177851e-155
78,2.134566094177851e-155
79,2.134566094177851e-155
80,2.134566094177851e-155
81,2.134566094177851e-155
82,2.134566094177851e-155
83,2.134566094177851e-155
84,2.134566094177851e-155
85,2.134566094177851e-155
86,2.134566094177851e-155
87,2.134566094177851e-155
88,2.134566094177851e-155
89,2.134566094177851e-155
90,2.134566094177851e-155
91,2.134566094177851e-155
92,2.134566094177851e-155
93,2.134566094177851e-155
94,2.134566094177851e-155
95,2.134566094177851e-155
96,2.134566094177851e-155
97,2.134566094177851e-155
98,2.134566094177851e-155
99,2.134566094177851e-155
100,2.134566094177851e-155
