"combination [m, n, l1, l2, ep_max, c1, c2]",gBest_fitness
1,7.011489133176452e-128
2,7.011489133176452e-128
3,7.011489133176452e-128
4,7.011489133176452e-128
5,7.011489133176452e-128
6,7.011489133176452e-128
7,5.1633112758784764e-129
8,5.1633112758784764e-129
9,5.1633112758784764e-129
10,5.1633112758784764e-129
11,5.1633112758784764e-129
12,9.309047362641378e-136
13,9.309047362641378e-136
14,9.309047362641378e-136
15,9.309047362641378e-136
16,9.309047362641378e-136
17,9.309047362641378e-136
18,9.309047362641378e-136
19,9.309047362641378e-136
20,9.309047362641378e-136
21,9.309047362641378e-136
22,1.802045502074472e-137
23,1.802045502074472e-137
24,1.802045502074472e-137
25,1.802045502074472e-137
26,1.802045502074472e-137
27,1.802045502074472e-137
28,1.802045502074472e-137
29,1.802045502074472e-137
30,1.802045502074472e-137
31,1.802045502074472e-137
32,1.802045502074472e-137
33,1.802045502074472e-137
34,1.802045502074472e-137
35,1.802045502074472e-137
36,1.802045502074472e-137
37,1.802045502074472e-137
38,1.802045502074472e-137
39,1.802045502074472e-137
40,1.802045502074472e-137
41,1.802045502074472e-137
42,1.802045502074472e-137
43,1.802045502074472e-137
44,1.802045502074472e-137
45,1.802045502074472e-137
46,1.802045502074472e-137
47,1.802045502074472e-137
48,2.8753841105876223e-138
49,2.8753841105876223e-138
50,1.4113539114385921e-139
51,1.4113539114385921e-139
52,1.4113539114385921e-139
53,1.4113539114385921e-139
54,1.4113539114385921e-139
55,1.4113539114385921e-139
56,1.4113539114385921e-139
57,1.4113539114385921e-139
58,1.4113539114385921e-139
59,1.4113539114385921e-139
60,1.4113539114385921e-139
61,1.4113539114385921e-139
62,1.4113539114385921e-139
63,1.4113539114385921e-139
64,1.4113539114385921e-139
65,1.4113539114385921e-139
66,1.4113539114385921e-139
67,1.4113539114385921e-139
68,1.4113539114385921e-139
69,1.4113539114385921e-139
70,1.4113539114385921e-139
71,1.4113539114385921e-139
72,1.4113539114385921e-139
73,1.4113539114385921e-139
74,1.4113539114385921e-139
75,1.4113539114385921e-139
76,1.4113539114385921e-139
77,1.4113539114385921e-139
78,1.4113539114385921e-139
79,1.4113539114385921e-139
80,1.4113539114385921e-139
81,2.2158262800656487e-152
82,2.2158262800656487e-152
83,2.2158262800656487e-152
84,2.2158262800656487e-152
85,2.2158262800656487e-152
86,2.2158262800656487e-152
87,2.2158262800656487e-152
88,2.2158262800656487e-152
89,2.2158262800656487e-152
90,2.2158262800656487e-152
91,2.2158262800656487e-152
92,2.2158262800656487e-152
93,2.2158262800656487e-152
94,2.2158262800656487e-152
95,2.2158262800656487e-152
96,2.2158262800656487e-152
97,2.2158262800656487e-152
98,2.2158262800656487e-152
99,2.2158262800656487e-152
100,2.2158262800656487e-152
