"combination [m, n, l1, l2, ep_max, c1, c2]",gBest_fitness
1,3.2957001297828836e-208
2,7.703857073196093e-213
3,7.703857073196093e-213
4,7.703857073196093e-213
5,7.703857073196093e-213
6,7.703857073196093e-213
7,7.703857073196093e-213
8,7.703857073196093e-213
9,7.703857073196093e-213
10,7.703857073196093e-213
11,7.703857073196093e-213
12,3.4944168250571226e-220
13,3.4944168250571226e-220
14,3.4944168250571226e-220
15,3.4944168250571226e-220
16,3.4944168250571226e-220
17,3.4944168250571226e-220
18,3.4944168250571226e-220
19,3.4944168250571226e-220
20,3.4944168250571226e-220
21,3.4944168250571226e-220
22,3.4944168250571226e-220
23,3.4944168250571226e-220
24,1.6954478235831244e-220
25,1.6954478235831244e-220
26,7.466847210692583e-224
27,7.466847210692583e-224
28,7.466847210692583e-224
29,7.466847210692583e-224
30,7.466847210692583e-224
31,7.466847210692583e-224
32,7.466847210692583e-224
33,7.466847210692583e-224
34,7.466847210692583e-224
35,7.466847210692583e-224
36,7.466847210692583e-224
37,7.466847210692583e-224
38,7.466847210692583e-224
39,7.466847210692583e-224
40,7.466847210692583e-224
41,7.466847210692583e-224
42,7.466847210692583e-224
43,7.466847210692583e-224
44,7.466847210692583e-224
45,7.466847210692583e-224
46,7.466847210692583e-224
47,7.466847210692583e-224
48,7.466847210692583e-224
49,1.623921956457989e-225
50,1.623921956457989e-225
51,1.623921956457989e-225
52,1.623921956457989e-225
53,1.623921956457989e-225
54,1.623921956457989e-225
55,1.623921956457989e-225
56,1.623921956457989e-225
57,1.623921956457989e-225
58,1.623921956457989e-225
59,1.623921956457989e-225
60,1.623921956457989e-225
61,1.623921956457989e-225
62,1.623921956457989e-225
63,1.623921956457989e-225
64,1.623921956457989e-225
65,1.623921956457989e-225
66,1.623921956457989e-225
67,1.623921956457989e-225
68,1.623921956457989e-225
69,1.623921956457989e-225
70,1.623921956457989e-225
71,1.623921956457989e-225
72,1.623921956457989e-225
73,1.623921956457989e-225
74,1.623921956457989e-225
75,1.623921956457989e-225
76,1.623921956457989e-225
77,1.623921956457989e-225
78,1.623921956457989e-225
79,1.623921956457989e-225
80,1.623921956457989e-225
81,1.623921956457989e-225
82,1.623921956457989e-225
83,1.623921956457989e-225
84,1.623921956457989e-225
85,1.623921956457989e-225
86,1.623921956457989e-225
87,1.623921956457989e-225
88,1.623921956457989e-225
89,1.623921956457989e-225
90,1.623921956457989e-225
91,1.623921956457989e-225
92,1.623921956457989e-225
93,1.623921956457989e-225
94,1.623921956457989e-225
95,1.623921956457989e-225
96,1.623921956457989e-225
97,1.623921956457989e-225
98,1.623921956457989e-225
99,1.623921956457989e-225
100,1.623921956457989e-225
