"combination = [fitness_function_name, dimension, range0, range1, m, n, l1, l2, max_ep, c1 ,c2, function evaluation]",total_time,gBest_fitness
"['f1', 20, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",2.42,0.0
"['f1', 20, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",3.31,0.0
"['f1', 20, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",2.84,0.0
"['f1', 20, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",3.21,0.0
"['f1', 20, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",3.15,0.0
"['f1', 20, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",2.76,0.0
"['f1', 20, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",3.19,0.0
"['f1', 20, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",2.85,0.0
"['f1', 20, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",3.21,0.0
"['f1', 20, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",3.16,0.0
"['f1', 30, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",3.23,0.0
"['f1', 30, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",3.69,0.0
"['f1', 30, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",3.25,0.0
"['f1', 30, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",3.69,0.0
"['f1', 30, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",3.71,0.0
"['f1', 30, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",3.21,0.0
"['f1', 30, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",3.8,0.0
"['f1', 30, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",3.28,0.0
"['f1', 30, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",3.69,0.0
"['f1', 30, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",3.82,0.0
"['f1', 50, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",4.04,0.0
"['f1', 50, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",4.83,0.0
"['f1', 50, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",4.08,0.0
"['f1', 50, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",4.86,0.0
"['f1', 50, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",4.76,0.0
"['f1', 50, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",4.04,0.0
"['f1', 50, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",4.87,0.0
"['f1', 50, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",4.13,0.0
"['f1', 50, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",4.7,0.0
"['f1', 50, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",4.72,0.0
"['f1', 100, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",6.19,0.0
"['f1', 100, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",7.39,0.0
"['f1', 100, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",6.14,0.0
"['f1', 100, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",7.5,0.0
"['f1', 100, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",7.52,0.0
"['f1', 100, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",6.4,0.0
"['f1', 100, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",7.62,0.0
"['f1', 100, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",6.27,0.0
"['f1', 100, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",7.61,0.0
"['f1', 100, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",7.58,0.0
