"combination [m, n, l1, l2, ep_max, c1, c2]",gBest_fitness
1,4.766345834044185e-114
2,4.766345834044185e-114
3,4.683173549115284e-138
4,4.683173549115284e-138
5,4.683173549115284e-138
6,4.683173549115284e-138
7,4.683173549115284e-138
8,4.683173549115284e-138
9,9.164665046686741e-143
10,9.164665046686741e-143
11,9.164665046686741e-143
12,9.164665046686741e-143
13,9.164665046686741e-143
14,9.164665046686741e-143
15,9.164665046686741e-143
16,9.164665046686741e-143
17,9.164665046686741e-143
18,9.164665046686741e-143
19,9.164665046686741e-143
20,9.164665046686741e-143
21,9.164665046686741e-143
22,9.164665046686741e-143
23,9.164665046686741e-143
24,9.164665046686741e-143
25,9.164665046686741e-143
26,9.164665046686741e-143
27,9.164665046686741e-143
28,9.164665046686741e-143
29,9.164665046686741e-143
30,9.164665046686741e-143
31,9.164665046686741e-143
32,9.164665046686741e-143
33,9.164665046686741e-143
34,9.164665046686741e-143
35,9.164665046686741e-143
36,9.164665046686741e-143
37,9.164665046686741e-143
38,9.164665046686741e-143
39,9.164665046686741e-143
40,9.164665046686741e-143
41,9.164665046686741e-143
42,9.164665046686741e-143
43,9.164665046686741e-143
44,9.164665046686741e-143
45,9.164665046686741e-143
46,9.164665046686741e-143
47,9.164665046686741e-143
48,1.3550933872680734e-146
49,1.3550933872680734e-146
50,1.3550933872680734e-146
51,1.3550933872680734e-146
52,1.3550933872680734e-146
53,1.3550933872680734e-146
54,1.3550933872680734e-146
55,1.3550933872680734e-146
56,1.3550933872680734e-146
57,1.3550933872680734e-146
58,1.3550933872680734e-146
59,1.3550933872680734e-146
60,1.3550933872680734e-146
61,1.3550933872680734e-146
62,1.3550933872680734e-146
63,1.3550933872680734e-146
64,1.3550933872680734e-146
65,1.3550933872680734e-146
66,1.3550933872680734e-146
67,1.3550933872680734e-146
68,1.3550933872680734e-146
69,1.3550933872680734e-146
70,1.3550933872680734e-146
71,1.3550933872680734e-146
72,1.3550933872680734e-146
73,1.3550933872680734e-146
74,1.3550933872680734e-146
75,1.3550933872680734e-146
76,1.3550933872680734e-146
77,1.3550933872680734e-146
78,1.3550933872680734e-146
79,1.3550933872680734e-146
80,1.3550933872680734e-146
81,1.3550933872680734e-146
82,1.3550933872680734e-146
83,1.3550933872680734e-146
84,1.3550933872680734e-146
85,1.3550933872680734e-146
86,1.3550933872680734e-146
87,1.3550933872680734e-146
88,1.3550933872680734e-146
89,1.3550933872680734e-146
90,1.3550933872680734e-146
91,1.3550933872680734e-146
92,1.3550933872680734e-146
93,1.3550933872680734e-146
94,1.3550933872680734e-146
95,1.3550933872680734e-146
96,1.3550933872680734e-146
97,1.3550933872680734e-146
98,1.3550933872680734e-146
99,1.3550933872680734e-146
100,1.3550933872680734e-146
