"combination [m, n, l1, l2, ep_max, c1, c2]",gBest_fitness
1,1.1478928475338455e-258
2,2.1225065590096008e-302
3,2.1225065590096008e-302
4,2.1225065590096008e-302
5,2.1225065590096008e-302
