"combination [m, n, l1, l2, ep_max, c1, c2]",gBest_fitness
1,1.2638366200121921e-123
2,1.8799210635658776e-139
3,1.8799210635658776e-139
4,1.8799210635658776e-139
5,1.8799210635658776e-139
