"combination [m, n, l1, l2, ep_max, c1, c2]",gBest_fitness
1,1.3581730486485555e-218
2,1.3581730486485555e-218
3,1.3581730486485555e-218
4,1.3581730486485555e-218
5,1.3581730486485555e-218
6,1.3581730486485555e-218
7,1.3581730486485555e-218
8,1.3581730486485555e-218
9,1.3581730486485555e-218
10,1.3581730486485555e-218
11,1.3581730486485555e-218
12,1.3581730486485555e-218
13,1.3581730486485555e-218
14,1.3581730486485555e-218
15,1.3581730486485555e-218
16,1.3581730486485555e-218
17,1.3581730486485555e-218
18,1.3581730486485555e-218
19,1.3581730486485555e-218
20,1.3581730486485555e-218
21,1.3581730486485555e-218
22,1.3581730486485555e-218
23,1.3581730486485555e-218
24,1.3581730486485555e-218
25,1.3581730486485555e-218
26,1.3581730486485555e-218
27,1.3581730486485555e-218
28,1.3581730486485555e-218
29,1.3581730486485555e-218
30,1.3581730486485555e-218
31,1.3581730486485555e-218
32,1.3581730486485555e-218
33,1.3581730486485555e-218
34,1.3581730486485555e-218
35,1.3581730486485555e-218
36,1.3581730486485555e-218
37,1.3581730486485555e-218
38,1.3581730486485555e-218
39,1.3581730486485555e-218
40,1.3581730486485555e-218
41,1.3581730486485555e-218
42,1.3581730486485555e-218
43,1.3581730486485555e-218
44,1.3581730486485555e-218
45,1.3581730486485555e-218
46,1.3581730486485555e-218
47,1.4040993977784225e-227
48,1.4040993977784225e-227
49,1.4040993977784225e-227
50,1.4040993977784225e-227
51,1.4040993977784225e-227
52,1.4040993977784225e-227
53,1.4040993977784225e-227
54,1.4040993977784225e-227
55,1.4040993977784225e-227
56,1.4040993977784225e-227
57,1.4040993977784225e-227
58,1.4040993977784225e-227
59,1.4040993977784225e-227
60,1.4040993977784225e-227
61,1.4040993977784225e-227
62,1.4040993977784225e-227
63,1.4040993977784225e-227
64,1.4040993977784225e-227
65,1.4040993977784225e-227
66,1.4040993977784225e-227
67,1.4040993977784225e-227
68,1.4040993977784225e-227
69,1.4040993977784225e-227
70,1.4040993977784225e-227
71,1.4040993977784225e-227
72,1.4040993977784225e-227
73,1.4040993977784225e-227
74,1.4040993977784225e-227
75,1.4040993977784225e-227
76,1.4040993977784225e-227
77,1.4040993977784225e-227
78,1.4040993977784225e-227
79,1.4040993977784225e-227
80,1.4040993977784225e-227
81,1.4040993977784225e-227
82,1.4040993977784225e-227
83,1.4040993977784225e-227
84,1.4040993977784225e-227
85,1.4040993977784225e-227
86,1.4040993977784225e-227
87,1.4040993977784225e-227
88,1.4040993977784225e-227
89,1.4040993977784225e-227
90,1.4040993977784225e-227
91,1.4040993977784225e-227
92,1.4040993977784225e-227
93,1.4040993977784225e-227
94,1.4040993977784225e-227
95,1.4040993977784225e-227
96,1.4040993977784225e-227
97,1.4040993977784225e-227
98,1.4040993977784225e-227
99,1.4040993977784225e-227
100,1.4040993977784225e-227
