"combination = [fitness_function_name, dimension, range0, range1, population_size, max_ep, crossover_rate, mutation_rate, function evaluation]",gBest_fitness,total_time
"['f17', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",0.079,8.248869000002742
"['f17', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",0.024,8.162658000015654
"['f17', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",0.022,8.865744999959134
"['f17', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",0.007,8.43656799994642
"['f17', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",0.034,8.25712999998359
"['f17', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",0.064,8.512247000006028
"['f17', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",0.12,9.584994999982882
"['f17', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",0.092,8.63972500001546
"['f17', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",0.124,8.291484999994282
"['f17', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",0.041,8.548096000042278
"['f17', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",0.039,8.24715800001286
"['f17', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",0.019,8.049302000028547
"['f17', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",0.023,8.41432599996915
"['f17', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",0.115,9.126616000023205
"['f17', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",0.1,8.913792000035755
"['f17', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",0.016,8.18421799998032
"['f17', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",0.041,8.380280999990646
"['f17', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",0.028,8.71917100000428
"['f17', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",0.046,8.490898000018205
"['f17', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",0.094,8.411176999972668
"['f17', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",0.016,9.986478000006173
"['f17', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",0.003,9.879966000036802
"['f17', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",0.139,9.881449999986216
"['f17', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",0.008,10.167830999998841
"['f17', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",0.007,10.010229000006802
"['f17', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",0.151,10.216366000007838
"['f17', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",0.025,10.140612999966834
"['f17', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",0.059,10.350753999955487
"['f17', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",0.026,10.298793000052683
"['f17', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",0.017,9.926768000004813
"['f17', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",0.127,10.09525199997006
"['f17', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",0.006,9.93319299997529
"['f17', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",0.033,9.991588000033516
"['f17', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",0.011,9.82737700000871
"['f17', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",0.041,11.310707000026014
"['f17', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",0.04,10.031873999978416
"['f17', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",0.023,9.907760999980383
"['f17', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",0.13,10.700792999996338
"['f17', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",0.014,12.901616000046488
"['f17', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",0.208,9.958452999999281
"['f17', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",0.014,8.472178000025451
"['f17', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",0.056,10.094648000027519
"['f17', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",0.011,14.005552999966312
"['f17', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",0.002,10.652499000017997
"['f17', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",0.009,8.564076000009663
"['f17', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",0.005,8.468389000045136
"['f17', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",0.232,8.298118999984581
"['f17', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",0.03,8.429238000011537
"['f17', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",0.041,8.341107000014745
"['f17', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",0.03,8.40705199999502
"['f17', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",0.034,8.525213999964762
"['f17', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",0.059,9.70932999998331
"['f17', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",0.026,13.395342999952845
"['f17', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",0.03,9.28681299998425
"['f17', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",0.049,8.406495000002906
"['f17', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",0.148,8.344624000019394
"['f17', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",0.005,8.217082000046503
"['f17', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",0.039,8.57458100002259
"['f17', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",0.156,8.597985999949742
"['f17', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",0.023,8.358947000000626
"['f17', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",0.004,14.483912999974564
"['f17', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",0.119,11.631707000022288
"['f17', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",0.091,10.19213799998397
"['f17', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",0.119,9.883629999996629
"['f17', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",0.021,13.059827999968547
"['f17', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",0.012,10.243283000017982
"['f17', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",0.022,11.21708099998068
"['f17', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",0.014,11.002945000014734
"['f17', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",0.012,9.976041999994777
"['f17', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",0.081,9.847131000016816
"['f17', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",0.004,12.342667000018992
"['f17', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",0.002,13.207705999957398
"['f17', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",0.038,9.99927899998147
"['f17', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",0.007,10.001836999959778
"['f17', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",0.006,9.873774999985471
"['f17', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",0.017,9.889674000034574
"['f17', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",0.024,9.979043999977876
"['f17', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",0.012,10.34744199999841
"['f17', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",0.035,12.585816000006162
"['f17', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",0.057,10.246408999955747
"['f17', 20, -10, 10, 100, 0.5, 0.05, 250, 25000]",0.016,10.160868000006303
"['f17', 20, -10, 10, 100, 0.5, 0.05, 250, 25000]",0.036,12.439058000047226
"['f17', 20, -10, 10, 100, 0.5, 0.05, 250, 25000]",0.028,8.354308000009041
"['f17', 20, -10, 10, 100, 0.5, 0.05, 250, 25000]",0.006,8.384426999953575
"['f17', 20, -10, 10, 100, 0.5, 0.05, 250, 25000]",0.031,9.050487000029534
"['f17', 20, -10, 10, 100, 0.5, 0.05, 250, 25000]",0.107,8.79146999999648
"['f17', 20, -10, 10, 100, 0.5, 0.05, 250, 25000]",0.024,13.42107300000498
"['f17', 20, -10, 10, 100, 0.5, 0.05, 250, 25000]",0.046,10.384168999968097
"['f17', 20, -10, 10, 100, 0.5, 0.05, 250, 25000]",0.042,8.253258999960963
