"combination = [fitness_function_name, dimension, range0, range1, population_size, max_ep, crossover_rate, mutation_rate, function evaluation]",gBest_fitness,total_time
"['f1', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",0.326,3.4390259999999997
"['f1', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",1.432,3.5176180000000006
"['f1', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",2.088,3.542826
"['f1', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",0.454,3.2933890000000012
"['f1', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",0.37,2.7952319999999986
"['f1', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",3.686,2.815760000000001
"['f1', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",0.16,2.797863000000003
"['f1', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",0.031,3.1135979999999996
"['f1', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",1.113,3.5541069999999984
"['f1', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",0.333,3.429041000000005
"['f1', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",0.996,2.9654179999999997
"['f1', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",0.539,2.745824000000006
"['f1', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",0.548,2.7496850000000066
"['f1', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",0.088,3.063198
"['f1', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",0.296,3.2950580000000045
"['f1', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",2.642,3.127063999999997
"['f1', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",0.125,3.445575000000005
"['f1', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",0.95,3.3759429999999995
"['f1', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",0.699,3.320884999999997
"['f1', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",1.55,3.491627000000001
"['f1', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",1.3,3.7709800000000087
"['f1', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",0.293,3.808174000000008
"['f1', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",0.262,4.216403
"['f1', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",1.237,3.9010059999999953
"['f1', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",2.498,3.4277489999999915
"['f1', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",0.524,3.4989670000000075
"['f1', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",0.202,3.3309710000000052
"['f1', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",0.096,3.4037480000000073
"['f1', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",0.602,3.719998000000004
"['f1', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",2.918,3.392757000000003
"['f1', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",0.62,3.4124359999999996
"['f1', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",0.75,3.6283209999999997
"['f1', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",0.522,3.6029139999999984
"['f1', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",0.488,3.4282699999999977
"['f1', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",0.463,3.8271330000000034
"['f1', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",1.813,3.8414350000000184
"['f1', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",0.158,3.5165790000000072
"['f1', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",0.756,3.49176700000001
"['f1', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",2.319,3.924718000000013
"['f1', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",0.453,4.286189000000007
"['f1', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",0.415,2.6866400000000112
"['f1', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",0.283,2.888226000000003
"['f1', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",0.595,2.9837879999999757
"['f1', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",0.212,2.907956999999982
"['f1', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",0.348,2.755863000000005
"['f1', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",0.389,2.7104769999999974
"['f1', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",0.577,2.8188220000000115
"['f1', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",0.146,2.8918099999999924
"['f1', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",0.199,2.7396699999999896
"['f1', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",1.222,2.7576030000000173
"['f1', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",2.142,2.7947049999999933
"['f1', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",0.28,2.687632000000008
"['f1', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",0.075,2.6789890000000014
"['f1', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",0.578,2.830603999999994
"['f1', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",1.867,2.709510999999992
"['f1', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",2.192,2.742137000000014
"['f1', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",1.176,2.778016000000008
"['f1', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",0.739,2.711083000000002
"['f1', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",0.503,2.663517000000013
"['f1', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",0.735,2.641360999999989
"['f1', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",0.504,3.2342720000000043
"['f1', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",2.235,3.2099120000000028
"['f1', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",0.864,3.1923160000000053
"['f1', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",0.932,3.195048000000014
"['f1', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",0.887,3.1923519999999996
"['f1', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",4.592,3.2363420000000076
"['f1', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",0.189,3.2061929999999847
"['f1', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",0.566,3.2070710000000133
"['f1', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",0.179,3.458720999999997
"['f1', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",0.195,3.4019229999999823
"['f1', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",0.192,3.238101999999998
"['f1', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",0.129,3.2361410000000035
"['f1', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",2.358,3.3615430000000117
"['f1', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",1.41,3.3680579999999907
"['f1', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",4.637,3.2014629999999897
"['f1', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",0.005,3.3371980000000008
"['f1', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",0.482,3.166855000000055
"['f1', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",2.115,3.2697780000000307
"['f1', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",0.517,3.1840080000000057
"['f1', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",0.122,3.184955000000002
"['f1', 20, -10, 10, 100, 0.5, 0.05, 250, 25000]",0.135,2.6249880000000303
"['f1', 20, -10, 10, 100, 0.5, 0.05, 250, 25000]",2.107,2.631520999999964
"['f1', 20, -10, 10, 100, 0.5, 0.05, 250, 25000]",0.406,2.6175890000000095
"['f1', 20, -10, 10, 100, 0.5, 0.05, 250, 25000]",3.62,2.621282000000008
"['f1', 20, -10, 10, 100, 0.5, 0.05, 250, 25000]",1.769,2.6205080000000294
"['f1', 20, -10, 10, 100, 0.5, 0.05, 250, 25000]",1.219,2.6141269999999963
"['f1', 20, -10, 10, 100, 0.5, 0.05, 250, 25000]",0.808,2.626423999999986
"['f1', 20, -10, 10, 100, 0.5, 0.05, 250, 25000]",4.869,2.6185929999999757
