"combination = [fitness_function_name, dimension, range0, range1, m, n, l1, l2, max_ep, c1 ,c2, function evaluation]",total_time,gBest_fitness
"['f25', 20, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",9.93,0.2624577666325115
"['f25', 20, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",11.38,0.7838761392116875
"['f25', 20, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",9.76,-0.0956264241263104
"['f25', 20, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",11.4,-1.0810808435238402
"['f25', 20, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",11.12,-5.6537760057540076e-05
"['f25', 20, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",9.77,1.9027789976423586
"['f25', 20, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",11.45,2.0
"['f25', 20, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",10.07,0.46617251712964025
"['f25', 20, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",11.13,8.325675047025495
"['f25', 20, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",11.45,511.6270596029738
"['f25', 30, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",12.58,0.4379797648667062
"['f25', 30, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",14.18,0.715307844719266
"['f25', 30, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",12.32,-0.3280925118047757
"['f25', 30, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",14.06,0.2814417755417825
"['f25', 30, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",14.4,-0.1270723293379098
"['f25', 30, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",12.59,3.0
"['f25', 30, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",14.42,3.0
"['f25', 30, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",12.56,28.999283002287175
"['f25', 30, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",14.89,15458.170001775034
"['f25', 30, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",14.46,3.0
"['f25', 50, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",17.88,-0.6771684589355274
"['f25', 50, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",20.4,2.748675167486485
"['f25', 50, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",17.32,1.0109730463353892
"['f25', 50, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",20.73,1.2020081425135032
"['f25', 50, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",20.55,1.149471703559356
"['f25', 50, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",17.48,-0.16142106180099214
"['f25', 50, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",20.68,1.4919289555030368
"['f25', 50, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",17.78,5.0
"['f25', 50, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",20.3,5.0
"['f25', 50, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",20.32,3.986924556516427
"['f25', 100, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",30.08,-1.2161528869019347
"['f25', 100, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",35.94,7.721443553626101
"['f25', 100, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",30.28,2.1247704471641815
"['f25', 100, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",36.55,4.230723979201078
"['f25', 100, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",35.8,0.6687752865084642
"['f25', 100, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",30.37,10.0
"['f25', 100, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",36.18,449.17895682632235
"['f25', 100, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",31.25,6.064349318004677
"['f25', 100, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",35.96,2166.0115744929576
"['f25', 100, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",35.98,10.0
