"combination = [fitness_function_name, dimension, range0, range1, population_size, max_ep, crossover_rate, mutation_rate, function evaluation]",gBest_fitness,total_time
"['f2', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",0.992,2.8423730000013165
"['f2', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",0.702,2.741167999998652
"['f2', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",0.55,2.6111779999991995
"['f2', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",1.563,2.7186560000009194
"['f2', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",0.681,2.7229969999989407
"['f2', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",1.446,2.7868099999996048
"['f2', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",0.689,2.7691560000002937
"['f2', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",1.365,2.74258700000064
"['f2', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",1.351,2.729881999999634
"['f2', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",0.802,2.729035999998814
"['f2', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",1.498,2.7603870000002644
"['f2', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",1.743,2.87944299999981
"['f2', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",0.854,2.711906000000454
"['f2', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",1.915,2.8595600000007835
"['f2', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",0.853,2.746744000000035
"['f2', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",0.796,2.780997000001662
"['f2', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",1.04,2.772443000001658
"['f2', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",0.702,2.6986739999993006
"['f2', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",0.428,2.8214850000003935
"['f2', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",0.577,2.7740149999990535
"['f2', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",0.556,3.1583669999999984
"['f2', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",1.752,3.394694000000527
"['f2', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",0.538,3.147203000000445
"['f2', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",0.691,3.1158589999995456
"['f2', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",0.971,3.370824999999968
"['f2', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",0.547,3.479575000001205
"['f2', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",0.467,3.3207280000005994
"['f2', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",0.31,3.398144000000684
"['f2', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",0.155,3.327889000000141
"['f2', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",0.22,3.147730999999112
"['f2', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",1.342,3.2887190000001283
"['f2', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",0.31,3.2739519999995537
"['f2', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",0.626,3.336952999999994
"['f2', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",0.522,3.4463379999997414
"['f2', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",1.177,3.2872520000000804
"['f2', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",0.323,3.2608710000004066
"['f2', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",0.403,3.43192099999942
"['f2', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",0.178,3.2203600000011647
"['f2', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",1.26,3.2377619999988383
"['f2', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",0.922,3.3774109999994835
"['f2', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",0.692,2.975603000000774
"['f2', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",0.261,2.7589129999996658
"['f2', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",0.834,2.803486000000703
"['f2', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",0.481,2.6744680000010703
"['f2', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",0.381,2.608905999999479
"['f2', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",1.311,2.663715000000593
"['f2', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",0.416,2.705457000000024
"['f2', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",0.731,2.7167800000006537
"['f2', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",1.015,2.650750999999218
"['f2', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",0.789,2.674003999998604
"['f2', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",1.202,2.6471349999992526
"['f2', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",0.084,2.7556380000005447
"['f2', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",0.151,2.827245000000403
"['f2', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",0.269,2.664789999998902
"['f2', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",0.513,2.74788400000034
"['f2', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",0.963,2.6769229999990785
"['f2', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",0.73,2.613894000000073
"['f2', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",1.043,2.6980600000006234
"['f2', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",0.519,2.7033530000007886
"['f2', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",0.346,2.6544379999995726
"['f2', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",0.37,3.308078000000023
"['f2', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",0.815,3.1691549999995914
"['f2', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",0.739,3.3100549999999203
"['f2', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",0.355,3.236581000001024
"['f2', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",0.32,3.3540130000001227
"['f2', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",0.825,3.442792999998346
"['f2', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",0.326,3.174671999999191
