"combination = [fitness_function_name, dimension, range0, range1, m, n, l1, l2, max_ep, c1 ,c2, function evaluation]",total_time,gBest_fitness
"['f8', 20, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",3.47,2.484212568589393e-222
"['f8', 20, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",3.97,1.5006422234589768e-229
"['f8', 20, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",3.5,2.745518456499432e-234
"['f8', 20, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",3.97,2.942716044151586e-219
"['f8', 20, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",3.93,7.981011418735317e-222
"['f8', 20, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",3.52,2.6546262496355313e-38
"['f8', 20, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",4.16,2.746620952237654e-35
"['f8', 20, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",3.47,1.1612080307129695e-32
"['f8', 20, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",4.21,3.480372774091084e-33
"['f8', 20, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",4.32,3.785509257595671e+19
"['f8', 30, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",3.87,2.4723807743074926e-212
"['f8', 30, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",4.51,2.449768735632897e-211
"['f8', 30, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",3.8,2.4082598639084953e-214
"['f8', 30, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",4.56,1.1157777264682277e-232
"['f8', 30, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",4.57,2.1569304195290863e-240
"['f8', 30, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",4.09,5.315701571540924e-35
"['f8', 30, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",4.87,6.988627064905131e-39
"['f8', 30, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",3.99,4.64699179756226e-36
"['f8', 30, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",4.67,5.519492193696959e-34
"['f8', 30, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",4.9,6.71453045881661e-41
"['f8', 50, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",4.78,1.0558549356764117e-223
"['f8', 50, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",5.66,2.001458016139353e-236
"['f8', 50, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",4.74,8.904663809703815e-220
"['f8', 50, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",5.74,5.182400672605964e-221
"['f8', 50, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",5.63,3.567486954512963e-239
"['f8', 50, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",5.05,2.379550964489376e-33
"['f8', 50, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",5.95,1.0307668054733684e-45
"['f8', 50, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",5.0,4.873703267504247e-40
"['f8', 50, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",5.9,2.9087053035308076e-35
"['f8', 50, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",6.13,1.9658578789864123e-32
"['f8', 100, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",6.93,7.378753489256356e-213
"['f8', 100, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",8.47,9.583455982575699e-225
"['f8', 100, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",7.01,1.9630886643325373e-223
"['f8', 100, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",8.46,4.749583238105069e-215
"['f8', 100, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",8.5,3.809386720270833e-211
"['f8', 100, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",7.42,4.379599591346467e-38
"['f8', 100, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",9.32,1.929368989989515e-32
"['f8', 100, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",7.64,9.478973869497752e-32
"['f8', 100, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",9.12,2.446246006195774e-32
"['f8', 100, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",9.16,1.172117607548027e-38
