"combination = [fitness_function_name, dimension, range0, range1, m, n, l1, l2, max_ep, c1 ,c2, function evaluation]",total_time,gBest_fitness
"['f15', 20, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",7.05,0.0
"['f15', 20, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",9.2,0.0
"['f15', 20, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",7.34,0.0
"['f15', 20, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",8.65,0.0
"['f15', 20, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",8.67,0.0
"['f15', 20, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",6.88,0.0
"['f15', 20, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",8.59,0.0
"['f15', 20, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",6.7,0.0
"['f15', 20, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",9.03,0.0
"['f15', 20, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",8.89,0.0
"['f15', 30, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",8.86,0.0
"['f15', 30, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",11.58,0.0
"['f15', 30, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",9.16,0.0
"['f15', 30, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",12.56,0.0
"['f15', 30, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",11.73,0.0
"['f15', 30, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",9.22,0.0
"['f15', 30, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",11.35,0.0
"['f15', 30, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",9.16,0.0
"['f15', 30, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",11.75,0.0
"['f15', 30, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",11.35,0.0
"['f15', 50, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",12.58,0.0
"['f15', 50, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",16.32,0.0
"['f15', 50, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",13.29,0.0
"['f15', 50, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",16.05,0.0
"['f15', 50, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",16.81,0.0
"['f15', 50, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",13.37,0.0
"['f15', 50, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",16.79,0.0
"['f15', 50, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",13.35,0.0
"['f15', 50, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",17.05,0.0
"['f15', 50, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",16.52,0.0
"['f15', 100, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",23.52,0.0
"['f15', 100, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",29.87,0.0
"['f15', 100, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",22.7,0.0
"['f15', 100, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",30.28,0.0
"['f15', 100, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",32.86,0.0
"['f15', 100, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",24.19,0.0
"['f15', 100, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",32.8,0.0
"['f15', 100, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",25.09,0.0
"['f15', 100, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",32.01,0.0
"['f15', 100, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",31.37,0.0
