"combination = [fitness_function_name, dimension, range0, range1, m, n, l1, l2, max_ep, c1 ,c2, function evaluation]",total_time,gBest_fitness
"['f20', 20, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",143.66,759.9996376037598
"['f20', 20, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",189.12,795.5045567341111
"['f20', 20, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",141.51,759.9996376037598
"['f20', 20, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",186.67,759.9996376037598
"['f20', 20, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",196.72,807.0782368331575
"['f20', 20, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",143.69,759.9996376037598
"['f20', 20, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",189.65,759.9996376037598
"['f20', 20, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",145.83,759.9996376037598
"['f20', 20, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",187.85,759.9996376037598
"['f20', 20, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",195.57,759.9996376037598
"['f20', 30, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",209.46,1799.3901471533777
"['f20', 30, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",285.22,1808.5844758660003
"['f20', 30, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",207.73,1803.7061684113496
"['f20', 30, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",280.25,1795.987573152244
"['f20', 30, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",283.23,1794.7683304845784
"['f20', 30, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",205.04,1739.9991703033447
"['f20', 30, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",280.91,1739.9991703033447
"['f20', 30, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",215.08,1739.9991703033447
"['f20', 30, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",282.26,1739.9991703033447
"['f20', 30, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",285.5,1739.9991703033447
"['f20', 50, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",350.89,5011.0372620234575
"['f20', 50, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",467.81,5005.561150950266
"['f20', 50, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",335.03,5001.5013694431655
"['f20', 50, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",450.61,4999.533505865716
"['f20', 50, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",437.41,5002.615990693612
"['f20', 50, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",331.58,4899.997663497925
"['f20', 50, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",454.55,4899.997663497925
"['f20', 50, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",342.27,4899.997663497925
"['f20', 50, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",454.01,4899.997663497925
"['f20', 50, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",463.49,4899.997663497925
"['f20', 100, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",686.86,19993.340022021166
"['f20', 100, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",883.19,20007.2524992586
"['f20', 100, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",692.7,19987.759238938816
"['f20', 100, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",906.82,20003.1596317207
"['f20', 100, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",881.1,19997.042194832033
"['f20', 100, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",668.78,19799.990558624268
"['f20', 100, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",882.35,19799.990558624268
"['f20', 100, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",660.67,19799.990558624268
"['f20', 100, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",912.15,19799.990558624268
"['f20', 100, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",893.4,19799.990558624268
