"combination = [fitness_function_name, dimension, range0, range1, population_size, max_ep, crossover_rate, mutation_rate, function evaluation]",gBest_fitness,total_time
"['f13', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",3.545,7.105251999979373
"['f13', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",17.45,6.934226000012131
"['f13', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",24.687,7.30085900000995
"['f13', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",41.575,7.147398000000976
"['f13', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",8.755,7.047025999985635
"['f13', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",13.189,7.382012999994913
"['f13', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",369.76,7.408536999981152
"['f13', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",55.857,7.050007000012556
"['f13', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",46.143,7.611985999974422
"['f13', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",1403.121,7.249622000003001
"['f13', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",15.355,6.959437999990769
"['f13', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",188.694,6.856529000011506
"['f13', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",147.881,7.047135000000708
"['f13', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",58.799,7.331319999997504
"['f13', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",92.263,7.168814000004204
"['f13', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",183.217,7.097727999993367
"['f13', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",30.682,6.893465999979526
"['f13', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",1.623,6.912387000018498
"['f13', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",2.401,6.840216999989934
"['f13', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",15.136,7.711792999994941
"['f13', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",7.631,9.020063000003574
"['f13', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",8.387,9.051829000003636
"['f13', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",125.0,9.10903199997847
