"combination = [fitness_function_name, dimension, range0, range1, population_size, max_ep, crossover_rate, mutation_rate, function evaluation]",total_time,gBest_fitness
"['f13', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",6.68,261.391
"['f13', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",8.5,8.884
"['f13', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",7.02,10.968
"['f13', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",8.52,38.75
"['f13', 20, -10, 10, 100, 0.5, 0.05, 250, 25000]",7.54,1515.839
"['f13', 20, -10, 10, 100, 0.5, 0.05, 300, 30000]",8.58,23.928
"['f13', 20, -10, 10, 100, 0.5, 0.06, 250, 25000]",7.12,9.132
"['f13', 20, -10, 10, 100, 0.5, 0.06, 300, 30000]",8.57,3360.91
"['f13', 20, -10, 10, 200, 0.4, 0.05, 150, 30000]",8.4,5.593
"['f13', 20, -10, 10, 200, 0.4, 0.06, 150, 30000]",8.24,0.028
"['f13', 20, -10, 10, 200, 0.5, 0.05, 150, 30000]",8.53,0.004
"['f13', 20, -10, 10, 200, 0.5, 0.06, 150, 30000]",8.3,2.514
"['f13', 20, -100, 100, 100, 0.4, 0.05, 250, 25000]",7.02,476419483.676
"['f13', 20, -100, 100, 100, 0.4, 0.05, 300, 30000]",9.06,878243399.219
"['f13', 20, -100, 100, 100, 0.4, 0.06, 250, 25000]",7.46,1403248.698
"['f13', 20, -100, 100, 100, 0.4, 0.06, 300, 30000]",8.31,202952267.189
"['f13', 20, -100, 100, 100, 0.5, 0.05, 250, 25000]",7.08,1870788.621
"['f13', 20, -100, 100, 100, 0.5, 0.05, 300, 30000]",9.2,54925737.633
"['f13', 20, -100, 100, 100, 0.5, 0.06, 250, 25000]",7.33,645956.711
"['f13', 20, -100, 100, 100, 0.5, 0.06, 300, 30000]",10.16,9793133.083
"['f13', 20, -100, 100, 200, 0.4, 0.05, 150, 30000]",8.45,560700.87
"['f13', 20, -100, 100, 200, 0.4, 0.06, 150, 30000]",8.31,2585.027
"['f13', 20, -100, 100, 200, 0.5, 0.05, 150, 30000]",8.58,7366138.58
"['f13', 20, -100, 100, 200, 0.5, 0.06, 150, 30000]",8.67,31901034.633
"['f13', 30, -10, 10, 100, 0.4, 0.05, 250, 25000]",8.88,616.922
"['f13', 30, -10, 10, 100, 0.4, 0.05, 300, 30000]",10.98,142.589
"['f13', 30, -10, 10, 100, 0.4, 0.06, 250, 25000]",8.97,4.07
"['f13', 30, -10, 10, 100, 0.4, 0.06, 300, 30000]",10.34,14.101
"['f13', 30, -10, 10, 100, 0.5, 0.05, 250, 25000]",8.54,10.757
"['f13', 30, -10, 10, 100, 0.5, 0.05, 300, 30000]",10.42,354.842
"['f13', 30, -10, 10, 100, 0.5, 0.06, 250, 25000]",9.62,102.898
"['f13', 30, -10, 10, 100, 0.5, 0.06, 300, 30000]",10.32,4.09
"['f13', 30, -10, 10, 200, 0.4, 0.05, 150, 30000]",10.76,22.084
"['f13', 30, -10, 10, 200, 0.4, 0.06, 150, 30000]",11.36,0.315
"['f13', 30, -10, 10, 200, 0.5, 0.05, 150, 30000]",10.5,0.108
"['f13', 30, -10, 10, 200, 0.5, 0.06, 150, 30000]",10.46,2.608
"['f13', 30, -100, 100, 100, 0.4, 0.05, 250, 25000]",9.99,2321799405.608
"['f13', 30, -100, 100, 100, 0.4, 0.05, 300, 30000]",12.23,423085961.061
"['f13', 30, -100, 100, 100, 0.4, 0.06, 250, 25000]",8.98,759322.834
"['f13', 30, -100, 100, 100, 0.4, 0.06, 300, 30000]",10.99,4290.887
"['f13', 30, -100, 100, 100, 0.5, 0.05, 250, 25000]",8.82,10840214678.94
"['f13', 30, -100, 100, 100, 0.5, 0.05, 300, 30000]",10.28,3813819.257
"['f13', 30, -100, 100, 100, 0.5, 0.06, 250, 25000]",9.91,393849628.348
"['f13', 30, -100, 100, 100, 0.5, 0.06, 300, 30000]",10.32,269648.64
"['f13', 30, -100, 100, 200, 0.4, 0.05, 150, 30000]",12.5,68970.811
"['f13', 30, -100, 100, 200, 0.4, 0.06, 150, 30000]",12.74,46448.391
"['f13', 30, -100, 100, 200, 0.5, 0.05, 150, 30000]",11.29,12668.41
"['f13', 30, -100, 100, 200, 0.5, 0.06, 150, 30000]",10.35,73226.319
"['f13', 50, -10, 10, 100, 0.4, 0.05, 250, 25000]",11.94,4647.914
"['f13', 50, -10, 10, 100, 0.4, 0.05, 300, 30000]",14.79,11278.052
"['f13', 50, -10, 10, 100, 0.4, 0.06, 250, 25000]",12.54,2746.455
"['f13', 50, -10, 10, 100, 0.4, 0.06, 300, 30000]",14.61,12249.389
"['f13', 50, -10, 10, 100, 0.5, 0.05, 250, 25000]",12.95,170.962
"['f13', 50, -10, 10, 100, 0.5, 0.05, 300, 30000]",15.36,5265.769
"['f13', 50, -10, 10, 100, 0.5, 0.06, 250, 25000]",13.36,3.648
"['f13', 50, -10, 10, 100, 0.5, 0.06, 300, 30000]",15.42,756.818
"['f13', 50, -10, 10, 200, 0.4, 0.05, 150, 30000]",14.34,2038.807
"['f13', 50, -10, 10, 200, 0.4, 0.06, 150, 30000]",15.82,2847.614
"['f13', 50, -10, 10, 200, 0.5, 0.05, 150, 30000]",14.2,1310.482
"['f13', 50, -10, 10, 200, 0.5, 0.06, 150, 30000]",14.19,1.419
"['f13', 50, -100, 100, 100, 0.4, 0.05, 250, 25000]",12.71,3207341.663
"['f13', 50, -100, 100, 100, 0.4, 0.05, 300, 30000]",15.96,296180209.451
"['f13', 50, -100, 100, 100, 0.4, 0.06, 250, 25000]",12.44,45223009.973
"['f13', 50, -100, 100, 100, 0.4, 0.06, 300, 30000]",15.17,2687437138.95
"['f13', 50, -100, 100, 100, 0.5, 0.05, 250, 25000]",12.28,19334016130.741
"['f13', 50, -100, 100, 100, 0.5, 0.05, 300, 30000]",14.53,46209.676
"['f13', 50, -100, 100, 100, 0.5, 0.06, 250, 25000]",12.38,2623553.055
"['f13', 50, -100, 100, 100, 0.5, 0.06, 300, 30000]",14.32,0.644
"['f13', 50, -100, 100, 200, 0.4, 0.05, 150, 30000]",14.67,1185961.091
"['f13', 50, -100, 100, 200, 0.4, 0.06, 150, 30000]",14.94,381895.42
"['f13', 50, -100, 100, 200, 0.5, 0.05, 150, 30000]",14.32,73566784.793
"['f13', 50, -100, 100, 200, 0.5, 0.06, 150, 30000]",16.71,141682229.808
"['f13', 100, -10, 10, 100, 0.4, 0.05, 250, 25000]",22.04,82.431
"['f13', 100, -10, 10, 100, 0.4, 0.05, 300, 30000]",28.08,6614.065
"['f13', 100, -10, 10, 100, 0.4, 0.06, 250, 25000]",21.11,5887.193
"['f13', 100, -10, 10, 100, 0.4, 0.06, 300, 30000]",25.81,973.121
"['f13', 100, -10, 10, 100, 0.5, 0.05, 250, 25000]",22.28,3076.377
"['f13', 100, -10, 10, 100, 0.5, 0.05, 300, 30000]",28.93,120.754
"['f13', 100, -10, 10, 100, 0.5, 0.06, 250, 25000]",20.97,3954.003
