"combination = [fitness_function_name, dimension, range0, range1, m, n, l1, l2, max_ep, c1 ,c2, function evaluation]",total_time,gBest_fitness
"['f14', 20, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",10.59,-64.29997658182104
"['f14', 20, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",14.05,-78.53872068926496
"['f14', 20, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",12.28,-68.00768727020136
"['f14', 20, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",13.99,-75.74972005599868
"['f14', 20, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",14.11,-78.71671821123508
"['f14', 20, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",11.79,-1088.0422217787395
"['f14', 20, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",14.57,-980.2955314085161
"['f14', 20, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",12.37,-1088.0422217787395
"['f14', 20, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",13.92,-1088.0422217787395
"['f14', 20, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",14.0,-935.3542522370216
"['f14', 30, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",16.23,-100.2029629853211
"['f14', 30, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",19.13,-112.4217532776704
"['f14', 30, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",16.66,-104.79467069318643
"['f14', 30, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",19.38,-86.50043720432622
"['f14', 30, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",19.25,-108.88972670670096
"['f14', 30, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",15.9,-1632.06333266811
"['f14', 30, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",18.95,-1632.06333266811
"['f14', 30, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",16.04,-1632.06333266811
"['f14', 30, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",19.18,-1632.06333266811
"['f14', 30, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",19.43,-1632.06333266811
"['f14', 50, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",24.2,-166.15189372441097
"['f14', 50, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",28.4,-192.18182085316403
"['f14', 50, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",24.43,-196.6077308188682
"['f14', 50, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",29.02,-187.81705837112077
"['f14', 50, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",28.86,-192.23271537852642
"['f14', 50, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",24.28,-2583.618166818874
"['f14', 50, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",28.9,-2720.105554446849
"['f14', 50, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",24.24,-3006.484674518566
"['f14', 50, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",29.1,-2632.5538092688594
"['f14', 50, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",28.85,-2735.283443673717
"['f14', 100, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",45.11,-393.95738256500215
"['f14', 100, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",53.46,-304.789460222695
"['f14', 100, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",45.85,-282.0657548649123
"['f14', 100, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",54.27,-392.2361072456955
"['f14', 100, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",53.38,-279.6986559041737
"['f14', 100, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",45.62,-5440.211108893698
"['f14', 100, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",54.18,-5440.211108893698
"['f14', 100, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",44.49,-5440.211108893698
"['f14', 100, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",53.27,-5440.211108893698
"['f14', 100, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",53.32,-5382.833813535304
