"combination = [fitness_function_name, dimension, range0, range1, m, n, l1, l2, max_ep, c1 ,c2, function evaluation]",total_time,gBest_fitness
"['f16', 20, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",10.26,4.440892098500626e-16
"['f16', 20, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",12.45,4.440892098500626e-16
"['f16', 20, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",10.65,4.440892098500626e-16
"['f16', 20, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",12.24,4.440892098500626e-16
"['f16', 20, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",12.46,4.440892098500626e-16
"['f16', 20, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",10.56,4.440892098500626e-16
"['f16', 20, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",12.54,20.59178622072572
"['f16', 20, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",10.55,19.99999995877693
"['f16', 20, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",12.24,4.440892098500626e-16
"['f16', 20, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",12.24,19.99999995877693
"['f16', 30, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",13.16,4.440892098500626e-16
"['f16', 30, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",15.43,4.440892098500626e-16
"['f16', 30, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",13.21,4.440892098500626e-16
"['f16', 30, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",15.22,4.440892098500626e-16
"['f16', 30, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",15.48,4.440892098500626e-16
"['f16', 30, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",13.22,4.440892098500626e-16
"['f16', 30, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",15.42,4.105127106712921
"['f16', 30, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",13.35,13.567875396857934
"['f16', 30, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",15.1,4.440892098500626e-16
"['f16', 30, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",15.32,4.440892098500626e-16
"['f16', 50, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",18.36,4.440892098500626e-16
"['f16', 50, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",21.42,4.440892098500626e-16
"['f16', 50, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",18.68,4.440892098500626e-16
"['f16', 50, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",21.11,0.015256606015288998
"['f16', 50, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",21.58,1.034521650611353e-05
"['f16', 50, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",18.64,19.99999995877693
"['f16', 50, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",21.72,4.440892098500626e-16
"['f16', 50, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",18.27,4.440892098500626e-16
"['f16', 50, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",21.43,19.99999995877693
"['f16', 50, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",21.31,19.99999995877693
"['f16', 100, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",31.56,4.440892098500626e-16
"['f16', 100, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",36.91,4.440892098500626e-16
"['f16', 100, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",31.42,4.440892098500626e-16
"['f16', 100, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",36.88,4.440892098500626e-16
"['f16', 100, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",36.91,4.440892098500626e-16
"['f16', 100, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",31.87,4.440892098500626e-16
"['f16', 100, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",37.0,4.440892098500626e-16
"['f16', 100, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",31.24,19.929157896094658
"['f16', 100, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",36.84,19.99999995877693
"['f16', 100, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",36.88,4.440892098500626e-16
