"combination = [fitness_function_name, dimension, range0, range1, m, n, l1, l2, max_ep, c1 ,c2, function evaluation]",total_time,gBest_fitness
"['f12', 20, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",3.42,1.5874336257700683e-223
"['f12', 20, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",3.98,6.371344002664132e-224
"['f12', 20, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",3.38,3.789249321255356e-217
"['f12', 20, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",4.05,4.288874549709463e-237
"['f12', 20, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",4.08,1.9838174957661716e-203
"['f12', 20, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",3.54,1.1716594113955918e-36
"['f12', 20, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",4.32,1.7078229376306118e-44
"['f12', 20, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",3.65,6.517609254470921e-30
"['f12', 20, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",4.23,1.0946025287896253e-32
"['f12', 20, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",4.21,3.444996098197891e-30
"['f12', 30, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",3.83,1.4849918067824484e-220
"['f12', 30, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",4.65,2.001775546847671e-211
"['f12', 30, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",3.9,2.1204084771235685e-215
"['f12', 30, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",4.71,4.023646933929291e-203
"['f12', 30, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",4.75,1.2638473200413542e-201
"['f12', 30, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",4.19,2.79569451927555e-30
"['f12', 30, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",4.88,2.134077465434639e-33
"['f12', 30, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",4.37,3.430299390717756e-32
"['f12', 30, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",4.99,1.0232417214429833e-32
"['f12', 30, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",5.11,7.533269870859608e-27
"['f12', 50, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",4.9,1.544036031068026e-211
"['f12', 50, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",6.02,2.5331246053050828e-219
"['f12', 50, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",4.95,1.6146106607291267e-223
"['f12', 50, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",5.94,7.995203216665694e-217
"['f12', 50, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",6.01,6.6422886550087e-213
"['f12', 50, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",5.37,2.0945065087258786e-31
"['f12', 50, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",6.45,4.60415212740837e-34
"['f12', 50, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",5.41,5.179685460099585e-33
"['f12', 50, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",6.53,7.017631068242055e-30
"['f12', 50, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",6.51,2.0758602974031604e-33
"['f12', 100, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",7.65,1.0308098346144024e-211
"['f12', 100, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",9.16,2.2069369153400303e-217
"['f12', 100, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",7.48,1.9596440319398346e-213
"['f12', 100, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",9.05,2.1540696304472886e-207
"['f12', 100, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",9.14,6.135113668229721e-207
"['f12', 100, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",8.32,3.323600119550459e-32
"['f12', 100, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",9.85,2.8353970110841303e-24
"['f12', 100, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",8.17,1.820184848047119e-31
"['f12', 100, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",9.94,9.363436180114852e-28
"['f12', 100, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",9.78,9.696330873150905e-38
