"combination = [fitness_function_name, dimension, range0, range1, m, n, l1, l2, max_ep, c1 ,c2, function evaluation]",total_time,gBest_fitness
"['f15', 20, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",6.97,0.0
"['f15', 20, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",8.8,0.0
"['f15', 20, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",6.88,0.0
"['f15', 20, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",8.84,0.0
"['f15', 20, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",8.65,0.0
"['f15', 20, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",6.98,0.0
"['f15', 20, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",8.82,0.0
"['f15', 20, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",7.08,0.0
"['f15', 20, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",8.87,0.0
"['f15', 20, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",8.81,0.0
"['f15', 30, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",9.04,0.0
"['f15', 30, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",11.45,0.0
"['f15', 30, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",9.08,0.0
"['f15', 30, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",11.45,0.0
"['f15', 30, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",11.48,0.0
"['f15', 30, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",8.89,0.0
"['f15', 30, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",11.6,0.0
"['f15', 30, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",9.05,0.0
"['f15', 30, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",11.44,0.0
"['f15', 30, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",11.35,0.0
"['f15', 50, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",13.24,0.0
"['f15', 50, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",17.02,0.0
"['f15', 50, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",13.58,0.0
"['f15', 50, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",17.33,0.0
"['f15', 50, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",16.63,0.0
"['f15', 50, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",12.86,0.0
"['f15', 50, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",16.63,0.0
"['f15', 50, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",12.95,0.0
"['f15', 50, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",16.65,0.0
"['f15', 50, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",16.69,0.0
"['f15', 100, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",23.43,0.0
"['f15', 100, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",30.75,0.0
"['f15', 100, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",27.12,0.0
"['f15', 100, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",30.56,0.0
"['f15', 100, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",30.62,0.0
"['f15', 100, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",24.15,0.0
"['f15', 100, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",30.75,0.0
"['f15', 100, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",23.4,0.0
"['f15', 100, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",30.55,0.0
"['f15', 100, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",30.66,0.0
