"combination = [fitness_function_name, dimension, range0, range1, m, n, l1, l2, max_ep, c1 ,c2, function evaluation]",total_time,gBest_fitness
"['f4', 20, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",2.36,1.4932272196859447e-113
"['f4', 20, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",2.68,7.219854302685621e-111
"['f4', 20, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",2.37,2.721534332268009e-106
"['f4', 20, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",2.76,2.25404747874022e-112
"['f4', 20, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",2.93,5.0521297015651254e-111
"['f4', 20, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",2.61,1.0275025819719912e-18
"['f4', 20, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",2.93,1.0927964856955472e-21
"['f4', 20, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",2.57,5.0849838656925605e-20
"['f4', 20, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",2.9,1.7045225445650482e-15
"['f4', 20, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",3.02,5.477901664424913e-25
"['f4', 30, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",2.56,7.84284250096409e-112
"['f4', 30, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",2.85,1.299168771037114e-112
"['f4', 30, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",2.51,6.266876380005546e-110
"['f4', 30, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",2.86,3.919286658717376e-104
"['f4', 30, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",2.94,3.2862638426144485e-112
"['f4', 30, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",2.83,2.9696568800848396e-20
"['f4', 30, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",3.18,1.1108722115157667e-17
"['f4', 30, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",2.84,1.0546826522592824e-16
"['f4', 30, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",3.1,1.3882233866486125e-14
"['f4', 30, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",3.18,7.485894684628736e-18
"['f4', 50, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",2.81,4.5461811129630265e-111
"['f4', 50, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",3.3,4.828139738395085e-108
"['f4', 50, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",2.92,5.58663516743505e-111
"['f4', 50, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",3.22,7.639589151228087e-112
"['f4', 50, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",3.36,2.0460441044803208e-115
"['f4', 50, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",3.35,1.9056155526642433e-19
"['f4', 50, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",3.72,2.9619490664345355e-18
"['f4', 50, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",3.2,1.9156234359655532e-20
"['f4', 50, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",3.65,3.35878409337509e-17
"['f4', 50, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",4.07,1.6007670813840348e-19
"['f4', 100, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",3.72,1.8480233085314058e-106
"['f4', 100, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",4.07,4.179278916873969e-105
"['f4', 100, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",3.66,1.2771023965719154e-112
"['f4', 100, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",4.0,3.6862105680618885e-110
"['f4', 100, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",4.12,4.5089386824237825e-118
"['f4', 100, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",4.61,8.754164930772401e-18
"['f4', 100, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",4.83,2.2919024462854735e-29
"['f4', 100, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",4.35,3.108389575716363e-14
"['f4', 100, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",4.86,1.074595567400544e-19
"['f4', 100, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",5.05,1.690293387080727e-18
