"combination = [fitness_function_name, dimension, range0, range1, m, n, l1, l2, max_ep, c1 ,c2, function evaluation]",total_time,gBest_fitness
"['f23', 20, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",4.6,-78.33219958865749
"['f23', 20, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",5.38,-78.33172704963079
"['f23', 20, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",4.58,-78.32391260595283
"['f23', 20, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",5.51,-78.33148212207671
"['f23', 20, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",5.54,-78.33092266614155
"['f23', 20, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",4.66,-78.30408325670585
"['f23', 20, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",5.78,-78.3322940579278
"['f23', 20, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",4.7,-78.30540451173324
"['f23', 20, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",5.63,-78.32664930213083
"['f23', 20, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",5.86,-78.32252569037763
"['f23', 30, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",5.51,-78.32685017152072
"['f23', 30, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",6.83,-78.33108859107358
"['f23', 30, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",5.5,-78.32811591070536
"['f23', 30, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",6.82,-78.32955842664823
"['f23', 30, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",6.57,-78.32890748798297
"['f23', 30, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",5.83,-78.3316722771099
"['f23', 30, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",6.99,-78.31869589786389
"['f23', 30, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",5.98,-78.33114622590257
"['f23', 30, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",7.18,-78.32515113319931
"['f23', 30, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",6.95,-78.31220826908792
"['f23', 50, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",7.29,-78.33013386132231
"['f23', 50, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",9.32,-78.33200015089709
"['f23', 50, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",7.44,-78.33226137453738
"['f23', 50, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",9.32,-78.32734779649833
"['f23', 50, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",9.13,-78.32498275007534
"['f23', 50, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",7.88,-78.31980758571981
"['f23', 50, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",9.69,-78.32989463113663
"['f23', 50, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",7.97,-78.32651681583634
"['f23', 50, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",9.64,-78.32677443103695
"['f23', 50, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",9.74,-78.32935302995482
"['f23', 100, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",12.63,-78.32923254801983
"['f23', 100, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",15.93,-78.33152406152338
"['f23', 100, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",12.87,-78.32671173689876
"['f23', 100, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",15.78,-78.28470215460277
"['f23', 100, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",15.51,-78.32067090180286
"['f23', 100, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",13.47,-78.31882215223378
"['f23', 100, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",16.62,-78.32526905103536
"['f23', 100, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",13.13,-78.33166245175563
"['f23', 100, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",16.78,-78.33036646410689
"['f23', 100, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",16.73,-78.33112218837157
