"combination = [fitness_function_name, dimension, range0, range1, m, n, l1, l2, max_ep, c1 ,c2, function evaluation]",total_time,gBest_fitness
"['f14', 20, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",7.69,-78.90477104276977
"['f14', 20, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",9.64,-78.90579425424997
"['f14', 20, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",7.61,-78.90554616178147
"['f14', 20, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",9.59,-78.90241760940587
"['f14', 20, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",9.57,-78.9024732218845
"['f14', 20, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",7.82,-1272.6985303452354
"['f14', 20, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",9.66,-1272.6877280567328
"['f14', 20, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",7.89,-1272.576868319107
"['f14', 20, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",9.86,-1272.5809447801598
"['f14', 20, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",9.9,-1272.6991315717062
"['f14', 30, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",10.19,-118.35722667161102
"['f14', 30, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",12.93,-118.35894150824882
"['f14', 30, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",10.07,-118.3585198584248
"['f14', 30, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",12.74,-118.3590357000361
"['f14', 30, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",12.71,-118.35781871186077
"['f14', 30, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",10.36,-1909.0384198291983
"['f14', 30, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",13.16,-1908.9414626774508
"['f14', 30, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",10.54,-1909.0475368527111
"['f14', 30, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",13.37,-1909.0494319578727
"['f14', 30, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",13.2,-1908.8327795369032
"['f14', 50, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",15.18,-197.26472189562034
"['f14', 50, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",19.16,-197.24928080596976
"['f14', 50, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",14.9,-197.2630008670626
"['f14', 50, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",19.22,-197.25925105227438
"['f14', 50, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",19.39,-197.2643317186693
"['f14', 50, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",15.89,-3181.6302725257583
"['f14', 50, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",20.31,-3181.744977832094
"['f14', 50, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",15.96,-3181.2317099068455
"['f14', 50, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",20.52,-3181.7490876998154
"['f14', 50, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",20.46,-3181.746955648542
"['f14', 100, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",27.39,-394.5227942336035
"['f14', 100, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",35.59,-394.5288945513172
"['f14', 100, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",28.34,-394.52101075029617
"['f14', 100, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",35.99,-394.5079207920516
"['f14', 100, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",36.41,-394.5283586994431
"['f14', 100, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",29.23,-6363.140094040329
"['f14', 100, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",37.14,-6362.802007659249
"['f14', 100, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",29.33,-6363.0143079455875
"['f14', 100, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",36.97,-6363.487391839803
"['f14', 100, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",36.87,-6362.871923502901
