"combination = [fitness_function_name, dimension, range0, range1, population_size, max_ep, c1, c2, function evaluation]",total_time,gBest_fitness
"['f6', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",4.28,0.0022686247433855054
"['f6', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",4.16,0.003100645344327267
"['f6', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",4.16,0.002834854089442867
"['f6', 20, -10, 10, 100, 250, 2.5, 2.5, 25000]",4.07,0.0014368150529685023
"['f6', 20, -10, 10, 100, 300, 2.05, 2.05, 30000]",5.08,0.006929214677554171
"['f6', 20, -10, 10, 100, 300, 2.05, 2.5, 30000]",4.95,0.0008548458274996737
"['f6', 20, -10, 10, 100, 300, 2.5, 2.05, 30000]",4.94,0.0033902323244258776
"['f6', 20, -10, 10, 100, 300, 2.5, 2.5, 30000]",5.15,0.0021828602235398156
"['f6', 20, -10, 10, 200, 150, 2.05, 2.05, 30000]",4.69,0.0038128862607177045
"['f6', 20, -10, 10, 200, 150, 2.05, 2.5, 30000]",5.09,0.0005345574271932418
"['f6', 20, -10, 10, 200, 150, 2.5, 2.05, 30000]",4.76,0.0052735457863150315
"['f6', 20, -10, 10, 200, 150, 2.5, 2.5, 30000]",4.67,0.0024664889145309204
"['f6', 20, -100, 100, 100, 250, 2.05, 2.05, 25000]",4.0,0.11383788242884867
"['f6', 20, -100, 100, 100, 250, 2.05, 2.5, 25000]",4.25,0.09527853339989625
"['f6', 20, -100, 100, 100, 250, 2.5, 2.05, 25000]",4.05,0.6086746116412242
"['f6', 20, -100, 100, 100, 250, 2.5, 2.5, 25000]",4.15,0.017866674236317756
"['f6', 20, -100, 100, 100, 300, 2.05, 2.05, 30000]",5.59,0.13717738407853602
"['f6', 20, -100, 100, 100, 300, 2.05, 2.5, 30000]",5.07,0.016657917221734733
"['f6', 20, -100, 100, 100, 300, 2.5, 2.05, 30000]",4.82,0.06521819601149557
"['f6', 20, -100, 100, 100, 300, 2.5, 2.5, 30000]",4.82,0.006797353560725196
"['f6', 20, -100, 100, 200, 150, 2.05, 2.05, 30000]",4.76,0.8720233802613424
"['f6', 20, -100, 100, 200, 150, 2.05, 2.5, 30000]",4.8,0.14332534864670782
"['f6', 20, -100, 100, 200, 150, 2.5, 2.05, 30000]",4.78,0.1424007179326007
"['f6', 20, -100, 100, 200, 150, 2.5, 2.5, 30000]",4.92,0.09501936402268854
"['f6', 30, -10, 10, 100, 250, 2.05, 2.05, 25000]",5.45,0.19301958453965568
"['f6', 30, -10, 10, 100, 250, 2.05, 2.5, 25000]",4.89,0.07100388882824593
"['f6', 30, -10, 10, 100, 250, 2.5, 2.05, 25000]",4.93,0.31264279735553624
"['f6', 30, -10, 10, 100, 250, 2.5, 2.5, 25000]",5.08,0.07780812591164908
"['f6', 30, -10, 10, 100, 300, 2.05, 2.05, 30000]",6.17,0.08936597702602951
"['f6', 30, -10, 10, 100, 300, 2.05, 2.5, 30000]",6.08,0.013208521162455153
"['f6', 30, -10, 10, 100, 300, 2.5, 2.05, 30000]",5.9,0.0940778033932728
"['f6', 30, -10, 10, 100, 300, 2.5, 2.5, 30000]",5.65,0.03573336370435474
"['f6', 30, -10, 10, 200, 150, 2.05, 2.05, 30000]",5.9,0.05770092585486258
"['f6', 30, -10, 10, 200, 150, 2.05, 2.5, 30000]",5.77,0.04011810073795152
"['f6', 30, -10, 10, 200, 150, 2.5, 2.05, 30000]",5.77,0.1186528756677805
