"combination = [fitness_function_name, dimension, range0, range1, population_size, max_ep, c1, c2, function evaluation]",total_time,gBest_fitness
"['f6', 30, -10, 10, 200, 150, 2.5, 2.5, 30000]",6.06,0.05085140581322024
"['f6', 30, -100, 100, 100, 250, 2.05, 2.05, 25000]",5.39,1.1901729231187612
"['f6', 30, -100, 100, 100, 250, 2.05, 2.5, 25000]",4.91,1.1220703635069607
"['f6', 30, -100, 100, 100, 250, 2.5, 2.05, 25000]",5.73,1.4976263352477952
"['f6', 30, -100, 100, 100, 250, 2.5, 2.5, 25000]",4.99,0.9215404658152424
"['f6', 30, -100, 100, 100, 300, 2.05, 2.05, 30000]",6.05,0.7977966607301977
"['f6', 30, -100, 100, 100, 300, 2.05, 2.5, 30000]",6.04,0.5395814772070877
"['f6', 30, -100, 100, 100, 300, 2.5, 2.05, 30000]",5.79,2.532646531059331
"['f6', 30, -100, 100, 100, 300, 2.5, 2.5, 30000]",5.86,0.16099382653994482
"['f6', 30, -100, 100, 200, 150, 2.05, 2.05, 30000]",5.77,1.9302972020242724
"['f6', 30, -100, 100, 200, 150, 2.05, 2.5, 30000]",6.05,1.0489587798733326
"['f6', 30, -100, 100, 200, 150, 2.5, 2.05, 30000]",6.43,4.904163122143768
"['f6', 30, -100, 100, 200, 150, 2.5, 2.5, 30000]",6.29,0.5490078042380399
"['f6', 50, -10, 10, 100, 250, 2.05, 2.05, 25000]",7.02,1.3897569718327862
"['f6', 50, -10, 10, 100, 250, 2.05, 2.5, 25000]",6.42,0.7364319012295166
"['f6', 50, -10, 10, 100, 250, 2.5, 2.05, 25000]",6.45,1.8172234321145568
"['f6', 50, -10, 10, 100, 250, 2.5, 2.5, 25000]",6.52,1.6532568975817616
"['f6', 50, -10, 10, 100, 300, 2.05, 2.05, 30000]",8.01,1.8255238956855402
"['f6', 50, -10, 10, 100, 300, 2.05, 2.5, 30000]",8.11,0.33656322371046865
"['f6', 50, -10, 10, 100, 300, 2.5, 2.05, 30000]",7.65,1.6625879896282267
"['f6', 50, -10, 10, 100, 300, 2.5, 2.5, 30000]",8.05,0.8266806561078567
"['f6', 50, -10, 10, 200, 150, 2.05, 2.05, 30000]",7.55,1.5057561818836325
"['f6', 50, -10, 10, 200, 150, 2.05, 2.5, 30000]",7.72,0.5444501825386474
"['f6', 50, -10, 10, 200, 150, 2.5, 2.05, 30000]",8.13,1.3335533533264707
"['f6', 50, -10, 10, 200, 150, 2.5, 2.5, 30000]",8.12,0.6408696612367717
"['f6', 50, -100, 100, 100, 250, 2.05, 2.05, 25000]",6.68,21.092828828473664
"['f6', 50, -100, 100, 100, 250, 2.05, 2.5, 25000]",6.77,5.811904376655367
"['f6', 50, -100, 100, 100, 250, 2.5, 2.05, 25000]",6.46,11.553257084639872
"['f6', 50, -100, 100, 100, 250, 2.5, 2.5, 25000]",6.89,8.915228822789077
"['f6', 50, -100, 100, 100, 300, 2.05, 2.05, 30000]",7.77,10.87609179858663
"['f6', 50, -100, 100, 100, 300, 2.05, 2.5, 30000]",7.68,3.583227905422104
"['f6', 50, -100, 100, 100, 300, 2.5, 2.05, 30000]",7.86,10.756012123774491
"['f6', 50, -100, 100, 100, 300, 2.5, 2.5, 30000]",7.89,3.8530138565237357
"['f6', 50, -100, 100, 200, 150, 2.05, 2.05, 30000]",7.93,37.12798970890673
"['f6', 50, -100, 100, 200, 150, 2.05, 2.5, 30000]",7.87,8.394838294660572
"['f6', 50, -100, 100, 200, 150, 2.5, 2.05, 30000]",8.0,28.069653303331613
"['f6', 50, -100, 100, 200, 150, 2.5, 2.5, 30000]",8.13,14.878289281463891
"['f6', 100, -10, 10, 100, 250, 2.05, 2.05, 25000]",10.77,16.26392058200773
"['f6', 100, -10, 10, 100, 250, 2.05, 2.5, 25000]",11.04,12.714460330969402
"['f6', 100, -10, 10, 100, 250, 2.5, 2.05, 25000]",10.83,15.814104464189509
"['f6', 100, -10, 10, 100, 250, 2.5, 2.5, 25000]",10.56,11.494417540940084
"['f6', 100, -10, 10, 100, 300, 2.05, 2.05, 30000]",13.0,16.85553119136776
"['f6', 100, -10, 10, 100, 300, 2.05, 2.5, 30000]",13.08,7.416382905410689
"['f6', 100, -10, 10, 100, 300, 2.5, 2.05, 30000]",12.97,14.826421297198925
"['f6', 100, -10, 10, 100, 300, 2.5, 2.5, 30000]",12.93,9.146618295357749
"['f6', 100, -10, 10, 200, 150, 2.05, 2.05, 30000]",12.87,12.774810105949598
"['f6', 100, -10, 10, 200, 150, 2.05, 2.5, 30000]",13.43,9.791624127021574
"['f6', 100, -10, 10, 200, 150, 2.5, 2.05, 30000]",13.32,20.601657560948183
"['f6', 100, -10, 10, 200, 150, 2.5, 2.5, 30000]",12.79,8.53649788621981
"['f6', 100, -100, 100, 100, 250, 2.05, 2.05, 25000]",10.71,155.12789634724177
"['f6', 100, -100, 100, 100, 250, 2.05, 2.5, 25000]",11.08,90.32055002340296
"['f6', 100, -100, 100, 100, 250, 2.5, 2.05, 25000]",10.91,251.60262043531628
"['f6', 100, -100, 100, 100, 250, 2.5, 2.5, 25000]",11.63,71.7238347517039
"['f6', 100, -100, 100, 100, 300, 2.05, 2.05, 30000]",13.07,156.28624254377675
"['f6', 100, -100, 100, 100, 300, 2.05, 2.5, 30000]",13.22,58.37468323790943
"['f6', 100, -100, 100, 100, 300, 2.5, 2.05, 30000]",13.38,109.88898215740443
"['f6', 100, -100, 100, 100, 300, 2.5, 2.5, 30000]",13.36,49.210687670604244
"['f6', 100, -100, 100, 200, 150, 2.05, 2.05, 30000]",13.56,653.0082156068402
"['f6', 100, -100, 100, 200, 150, 2.05, 2.5, 30000]",13.46,231.96993815608494
"['f6', 100, -100, 100, 200, 150, 2.5, 2.05, 30000]",12.45,634.0567796991456
"['f6', 100, -100, 100, 200, 150, 2.5, 2.5, 30000]",13.2,209.47160375970975
