"combination = [fitness_function_name, dimension, range0, range1, population_size, max_ep, c1, c2, function evaluation]",gBest_fitness,total_time
"['f6', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",0.007656347879385619,4.42
"['f6', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",0.004571381911108924,4.3
"['f6', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",0.005938906122449179,3.94
"['f6', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",0.0040903774593121535,4.02
"['f6', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",0.0036809860830804104,4.26
"['f6', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",0.003306822531078165,4.16
"['f6', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",0.001552568168595544,3.9
"['f6', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",0.0007038357072911834,4.15
"['f6', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",0.01950592884751591,4.0
"['f6', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",0.0037608843702367904,4.01
"['f6', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",0.025190492871397383,4.28
"['f6', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",0.0027789608928939736,4.26
"['f6', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",0.0018334285414866075,4.05
"['f6', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",0.011036661028172924,4.02
"['f6', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",0.01344558532222995,4.25
"['f6', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",0.004483520305821315,4.12
"['f6', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",0.0015076528616231443,4.03
"['f6', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",0.005710683028053091,4.03
"['f6', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",0.007023638263030101,4.09
"['f6', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",0.006193626355202907,4.39
"['f6', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",0.0037833214562035095,4.11
"['f6', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",0.00015684021828557925,4.18
"['f6', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",0.00237218590455606,4.06
"['f6', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",0.0037761983071743707,4.25
"['f6', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",0.004156308206202707,4.32
"['f6', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",0.002157465673562409,4.09
"['f6', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",0.001254566789458323,4.17
"['f6', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",0.000555214019384381,4.17
"['f6', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",0.0007845727006685841,3.97
"['f6', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",0.0010925595639789385,4.23
