"combination = [fitness_function_name, dimension, range0, range1, m, n, l1, l2, max_ep, c1 ,c2, function evaluation]",total_time,gBest_fitness
"['f17', 20, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",10.8,0.0
"['f17', 20, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",12.17,1.1803995192405381e-07
"['f17', 20, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",10.66,0.0
"['f17', 20, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",12.22,0.0
"['f17', 20, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",12.23,0.0
"['f17', 20, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",10.68,0.0
"['f17', 20, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",12.41,0.0
"['f17', 20, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",10.73,0.0
"['f17', 20, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",12.34,0.0
"['f17', 20, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",12.27,0.0
"['f17', 30, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",13.58,0.0
"['f17', 30, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",15.68,0.0
"['f17', 30, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",13.44,0.0
"['f17', 30, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",15.78,0.0
"['f17', 30, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",15.65,5.24682519653652e-11
"['f17', 30, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",13.42,0.0
"['f17', 30, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",15.74,0.0
"['f17', 30, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",13.82,0.0
"['f17', 30, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",15.88,0.0
"['f17', 30, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",15.7,5.392355253356977
"['f17', 50, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",19.13,0.0
"['f17', 50, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",22.35,0.0
"['f17', 50, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",19.41,4.2625392104866933e-10
"['f17', 50, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",22.38,0.0
"['f17', 50, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",22.63,0.0
"['f17', 50, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",19.19,0.0
"['f17', 50, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",22.37,0.0
"['f17', 50, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",19.29,0.0
"['f17', 50, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",22.14,2.03865298527114
"['f17', 50, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",22.75,0.0
"['f17', 100, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",33.82,0.0
"['f17', 100, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",40.09,2.982582181232374e-09
"['f17', 100, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",33.95,0.0
"['f17', 100, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",39.86,0.0
"['f17', 100, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",39.41,0.0
"['f17', 100, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",34.05,0.0
"['f17', 100, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",40.32,0.0
"['f17', 100, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",34.1,0.0
"['f17', 100, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",40.13,0.0
"['f17', 100, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",40.38,0.0
