"combination = [fitness_function_name, dimension, range0, range1, m, n, l1, l2, max_ep, c1 ,c2, function evaluation]",total_time,gBest_fitness
"['f22', 20, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",4.54,0.0
"['f22', 20, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",5.58,0.0
"['f22', 20, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",5.26,0.0
"['f22', 20, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",7.51,0.0
"['f22', 20, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",5.43,0.0
"['f22', 20, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",4.54,0.0
"['f22', 20, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",5.63,0.0
"['f22', 20, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",4.76,0.0
"['f22', 20, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",5.81,0.0
"['f22', 20, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",5.65,0.0
"['f22', 30, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",5.01,0.0
"['f22', 30, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",6.43,0.0
"['f22', 30, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",4.92,0.0
"['f22', 30, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",6.37,0.0
"['f22', 30, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",6.23,0.0
"['f22', 30, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",5.48,0.0
"['f22', 30, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",6.28,0.0
"['f22', 30, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",5.28,0.0
"['f22', 30, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",6.34,0.0
"['f22', 30, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",6.53,0.0
"['f22', 50, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",6.68,0.0
"['f22', 50, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",8.07,0.0
"['f22', 50, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",10.34,0.0
"['f22', 50, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",8.05,0.0
"['f22', 50, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",7.99,0.0
"['f22', 50, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",6.62,0.0
"['f22', 50, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",8.22,0.0
"['f22', 50, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",6.73,0.0
"['f22', 50, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",8.21,0.0
"['f22', 50, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",8.42,0.0
"['f22', 100, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",9.58,0.0
"['f22', 100, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",12.44,0.0
"['f22', 100, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",9.94,0.0
"['f22', 100, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",11.95,0.0
"['f22', 100, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",12.15,0.0
"['f22', 100, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",11.92,0.0
"['f22', 100, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",19.49,0.0
"['f22', 100, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",10.05,0.0
"['f22', 100, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",12.74,0.0
"['f22', 100, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",13.35,0.0
