"combination = [fitness_function_name, dimension, range0, range1, population_size, max_ep, crossover_rate, mutation_rate, function evaluation]",total_time,gBest_fitness
"['f11', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",4.29,6463511.721
"['f11', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",4.98,311753.428
"['f11', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",4.73,289224.926
"['f11', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",5.11,243996.112
"['f11', 20, -10, 10, 100, 0.5, 0.05, 250, 25000]",4.17,1856796.641
"['f11', 20, -10, 10, 100, 0.5, 0.05, 300, 30000]",5.24,545509.974
"['f11', 20, -10, 10, 100, 0.5, 0.06, 250, 25000]",4.97,267231.012
"['f11', 20, -10, 10, 100, 0.5, 0.06, 300, 30000]",5.03,114106.073
"['f11', 20, -10, 10, 200, 0.4, 0.05, 150, 30000]",5.02,26900.294
"['f11', 20, -10, 10, 200, 0.4, 0.06, 150, 30000]",5.18,108467.031
"['f11', 20, -10, 10, 200, 0.5, 0.05, 150, 30000]",4.98,328309.911
"['f11', 20, -10, 10, 200, 0.5, 0.06, 150, 30000]",5.0,603693.84
"['f11', 20, -100, 100, 100, 0.4, 0.05, 250, 25000]",4.42,37769351.43
"['f11', 20, -100, 100, 100, 0.4, 0.05, 300, 30000]",4.77,29533206.475
"['f11', 20, -100, 100, 100, 0.4, 0.06, 250, 25000]",4.09,207752125.643
"['f11', 20, -100, 100, 100, 0.4, 0.06, 300, 30000]",4.82,17947765.677
"['f11', 20, -100, 100, 100, 0.5, 0.05, 250, 25000]",4.0,401157013.636
"['f11', 20, -100, 100, 100, 0.5, 0.05, 300, 30000]",4.94,144137953.722
"['f11', 20, -100, 100, 100, 0.5, 0.06, 250, 25000]",4.1,276692395.277
"['f11', 20, -100, 100, 100, 0.5, 0.06, 300, 30000]",4.92,29819189.229
"['f11', 20, -100, 100, 200, 0.4, 0.05, 150, 30000]",4.77,3975224.479
"['f11', 20, -100, 100, 200, 0.4, 0.06, 150, 30000]",4.8,38830572.673
"['f11', 20, -100, 100, 200, 0.5, 0.05, 150, 30000]",4.75,21672283.499
"['f11', 20, -100, 100, 200, 0.5, 0.06, 150, 30000]",5.05,22910495.01
"['f11', 30, -10, 10, 100, 0.4, 0.05, 250, 25000]",5.24,2413397.062
"['f11', 30, -10, 10, 100, 0.4, 0.05, 300, 30000]",6.7,1018591.883
"['f11', 30, -10, 10, 100, 0.4, 0.06, 250, 25000]",5.58,14723.405
"['f11', 30, -10, 10, 100, 0.4, 0.06, 300, 30000]",6.15,2126594.449
"['f11', 30, -10, 10, 100, 0.5, 0.05, 250, 25000]",5.25,252490.119
"['f11', 30, -10, 10, 100, 0.5, 0.05, 300, 30000]",6.21,2395955.601
"['f11', 30, -10, 10, 100, 0.5, 0.06, 250, 25000]",5.56,158396.892
"['f11', 30, -10, 10, 100, 0.5, 0.06, 300, 30000]",6.29,3289558.437
"['f11', 30, -10, 10, 200, 0.4, 0.05, 150, 30000]",6.55,829899.298
"['f11', 30, -10, 10, 200, 0.4, 0.06, 150, 30000]",6.58,2037871.566
"['f11', 30, -10, 10, 200, 0.5, 0.05, 150, 30000]",6.41,1080747.835
"['f11', 30, -10, 10, 200, 0.5, 0.06, 150, 30000]",6.27,114282.654
"['f11', 30, -100, 100, 100, 0.4, 0.05, 250, 25000]",5.35,163188923.452
"['f11', 30, -100, 100, 100, 0.4, 0.05, 300, 30000]",6.55,113235318.979
"['f11', 30, -100, 100, 100, 0.4, 0.06, 250, 25000]",5.28,154296922.424
"['f11', 30, -100, 100, 100, 0.4, 0.06, 300, 30000]",6.44,19743175.771
"['f11', 30, -100, 100, 100, 0.5, 0.05, 250, 25000]",5.37,8781622.717
"['f11', 30, -100, 100, 100, 0.5, 0.05, 300, 30000]",6.61,340705342.457
"['f11', 30, -100, 100, 100, 0.5, 0.06, 250, 25000]",5.69,370003235.102
"['f11', 30, -100, 100, 100, 0.5, 0.06, 300, 30000]",6.45,236914509.274
"['f11', 30, -100, 100, 200, 0.4, 0.05, 150, 30000]",6.71,31951230.546
"['f11', 30, -100, 100, 200, 0.4, 0.06, 150, 30000]",6.88,14869212.252
"['f11', 30, -100, 100, 200, 0.5, 0.05, 150, 30000]",6.47,16404888.785
"['f11', 30, -100, 100, 200, 0.5, 0.06, 150, 30000]",6.57,101824963.266
"['f11', 50, -10, 10, 100, 0.4, 0.05, 250, 25000]",8.23,515309.88
"['f11', 50, -10, 10, 100, 0.4, 0.05, 300, 30000]",9.74,1329591.19
"['f11', 50, -10, 10, 100, 0.4, 0.06, 250, 25000]",7.69,329759.899
"['f11', 50, -10, 10, 100, 0.4, 0.06, 300, 30000]",9.62,311579.417
"['f11', 50, -10, 10, 100, 0.5, 0.05, 250, 25000]",7.62,1001247.695
"['f11', 50, -10, 10, 100, 0.5, 0.05, 300, 30000]",9.88,708884.918
"['f11', 50, -10, 10, 100, 0.5, 0.06, 250, 25000]",7.85,362814.301
"['f11', 50, -10, 10, 100, 0.5, 0.06, 300, 30000]",9.18,7741477.191
"['f11', 50, -10, 10, 200, 0.4, 0.05, 150, 30000]",9.15,73756.361
"['f11', 50, -10, 10, 200, 0.4, 0.06, 150, 30000]",10.28,774568.708
"['f11', 50, -10, 10, 200, 0.5, 0.05, 150, 30000]",9.87,1083952.964
"['f11', 50, -10, 10, 200, 0.5, 0.06, 150, 30000]",9.65,333163.81
"['f11', 50, -100, 100, 100, 0.4, 0.05, 250, 25000]",7.94,30147816.336
"['f11', 50, -100, 100, 100, 0.4, 0.05, 300, 30000]",9.58,341502440.018
"['f11', 50, -100, 100, 100, 0.4, 0.06, 250, 25000]",7.73,13373575.782
"['f11', 50, -100, 100, 100, 0.4, 0.06, 300, 30000]",9.16,926896360.356
"['f11', 50, -100, 100, 100, 0.5, 0.05, 250, 25000]",7.59,55307747.503
"['f11', 50, -100, 100, 100, 0.5, 0.05, 300, 30000]",9.22,133310195.358
"['f11', 50, -100, 100, 100, 0.5, 0.06, 250, 25000]",7.66,210774696.185
"['f11', 50, -100, 100, 100, 0.5, 0.06, 300, 30000]",9.97,25210689.619
