"combination = [fitness_function_name, dimension, range0, range1, population_size, max_ep, crossover_rate, mutation_rate, function evaluation]",gBest_fitness,total_time
"['f11', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",999733.31,4.119487999996636
"['f11', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",522017.478,4.075317000009818
"['f11', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",2712827.23,4.194855000008829
"['f11', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",38969.681,4.343527999997605
"['f11', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",1538257.071,4.1836789999797475
"['f11', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",1333620.001,4.261333000002196
"['f11', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",2154765.579,4.244509999989532
"['f11', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",357796.747,4.2133409999951255
"['f11', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",1204826.887,4.170520999992732
"['f11', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",806578.957,4.411414000001969
"['f11', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",331360.955,4.347188999992795
"['f11', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",72040.054,4.055274000013014
"['f11', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",791920.933,4.332640000007814
"['f11', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",359016.203,4.482148000010056
"['f11', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",161628.682,4.046450000023469
"['f11', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",2983084.54,4.065975000004983
"['f11', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",627521.233,4.029504999984056
"['f11', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",524154.191,4.093094999989262
"['f11', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",2046574.347,4.209967000002507
"['f11', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",1732460.109,3.9732920000096783
"['f11', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",182993.346,5.007061000011163
"['f11', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",1461478.34,5.1435420000052545
"['f11', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",410637.102,5.063634999998612
"['f11', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",5583928.837,5.023951000010129
"['f11', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",412734.767,5.0538850000011735
"['f11', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",33241.473,5.190323000017088
"['f11', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",303365.411,5.141989000025205
"['f11', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",1686065.105,5.044270999991568
"['f11', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",428415.241,5.141479999991134
"['f11', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",335527.315,5.128856000024825
"['f11', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",392653.629,5.1209210000233725
"['f11', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",1690555.656,5.393985000002431
"['f11', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",1653079.97,5.083738999994239
"['f11', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",546606.83,5.061390000017127
"['f11', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",1157886.009,5.194144000008237
"['f11', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",2058800.64,5.364493999979459
"['f11', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",1768298.192,5.600490000011632
"['f11', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",1448817.615,5.223830999981146
"['f11', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",800574.628,5.304646000004141
"['f11', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",2694865.802,5.203918999992311
"['f11', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",1407275.359,4.186218999995617
"['f11', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",260107.983,4.291704999981448
"['f11', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",166323.411,4.393913999985671
"['f11', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",1171524.932,4.3418430000019725
"['f11', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",36350.161,4.425602999981493
"['f11', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",603066.912,4.193405999976676
"['f11', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",141151.43,4.315735999989556
"['f11', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",2178081.661,4.5711149999988265
"['f11', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",860114.655,4.4447240000008605
"['f11', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",750521.38,4.315967000002274
"['f11', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",983142.378,4.203581000008853
"['f11', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",322499.501,4.618088999995962
"['f11', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",101599.228,4.330117000004975
"['f11', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",2473419.406,4.2393860000011045
"['f11', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",2024579.237,4.322754000022542
"['f11', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",305087.453,4.6202029999985825
"['f11', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",644484.333,4.455663000000641
"['f11', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",2003991.805,4.253483000007691
"['f11', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",808324.982,4.360627000016393
"['f11', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",1822013.985,4.1730399999942165
"['f11', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",2148582.507,5.19051600000239
"['f11', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",469408.364,4.8817850000050385
"['f11', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",351233.435,5.125630000024103
"['f11', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",71790.348,5.047217000013916
"['f11', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",378505.556,5.207887999975355
