"combination = [fitness_function_name, dimension, range0, range1, m, n, l1, l2, max_ep, c1 ,c2, function evaluation]",total_time,gBest_fitness
"['f25', 20, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",6.42,-0.39538061903348865
"['f25', 20, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",8.16,-1.154383702121402
"['f25', 20, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",6.36,-1.1200164735949256
"['f25', 20, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",8.19,-1.0801290176754101
"['f25', 20, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",8.11,-0.8298128881287893
"['f25', 20, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",6.5,-1.2356054886684857
"['f25', 20, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",8.22,-1.2588292828625471
"['f25', 20, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",6.47,-1.2594131906923072
"['f25', 20, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",8.21,-1.2023265446088067
"['f25', 20, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",8.13,-1.1243539153531334
"['f25', 30, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",8.08,-1.6117677079302641
"['f25', 30, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",10.08,-1.8618540235565884
"['f25', 30, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",7.99,-1.8123871647725762
"['f25', 30, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",10.3,-0.8705308961148792
"['f25', 30, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",10.15,-1.4178996946810085
"['f25', 30, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",8.2,-1.8367332149323419
"['f25', 30, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",10.22,-1.7016697507917633
"['f25', 30, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",8.13,-1.8303823273164823
"['f25', 30, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",10.2,-1.889923053149919
"['f25', 30, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",10.19,-1.8776066122667128
"['f25', 50, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",11.09,-2.2044485579731257
"['f25', 50, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",14.3,-3.014938953466889
"['f25', 50, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",11.19,-0.9668742985661063
"['f25', 50, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",14.52,-1.8642503928469476
"['f25', 50, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",14.28,-3.003945561249135
"['f25', 50, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",11.32,-3.0111064667708805
"['f25', 50, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",14.46,-2.889046805670486
"['f25', 50, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",11.4,-3.109582761700432
"['f25', 50, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",14.1,-3.1043836800574907
"['f25', 50, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",14.42,-3.1025240939613625
"['f25', 100, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",19.04,-4.02349636700799
"['f25', 100, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",24.74,-2.657361517097266
"['f25', 100, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",19.36,-3.5855947329812303
"['f25', 100, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",25.06,-4.169266448081524
"['f25', 100, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",24.89,-4.5168817244752395
"['f25', 100, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",19.19,-6.035315556072929
"['f25', 100, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",25.01,-6.176922318301156
"['f25', 100, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",19.72,-6.010426701039105
"['f25', 100, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",24.89,-5.9490009761041485
"['f25', 100, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",25.22,-6.220618238345946
