"combination = [fitness_function_name, dimension, range0, range1, m, n, l1, l2, max_ep, c1 ,c2, function evaluation]",total_time,gBest_fitness
"['f6', 20, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",3.32,0.0009718564279854785
"['f6', 20, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",3.93,5.0937760537349254e-05
"['f6', 20, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",3.4,3.5726458753021654e-06
"['f6', 20, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",3.97,0.0003905277431823179
"['f6', 20, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",3.94,4.100024935385449e-06
"['f6', 20, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",3.51,0.0012466548593314279
"['f6', 20, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",4.09,0.0013344750415225334
"['f6', 20, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",3.58,1.4655176867692842e-05
"['f6', 20, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",4.15,0.0002820679359244143
"['f6', 20, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",4.16,2.6789299522691484e-05
"['f6', 30, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",3.83,0.0009061906191944977
"['f6', 30, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",4.49,6.869662100784604e-05
"['f6', 30, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",3.82,0.0004624501076161322
"['f6', 30, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",4.48,0.0029897188671096976
"['f6', 30, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",4.46,0.0006587375037869315
"['f6', 30, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",4.09,0.00016804182987393266
"['f6', 30, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",4.96,1.8077585028053027e-05
"['f6', 30, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",4.08,5.975356731595755e-06
"['f6', 30, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",5.05,0.00014414646415110828
"['f6', 30, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",4.67,0.0001138002709117856
"['f6', 50, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",4.71,0.00011836738292037694
"['f6', 50, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",5.6,6.894163961744237e-05
"['f6', 50, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",4.54,7.188525073230716e-05
"['f6', 50, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",5.61,0.0006194079583742098
"['f6', 50, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",5.61,0.0027037732019940235
"['f6', 50, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",5.23,1.4126650830469958e-05
"['f6', 50, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",6.18,0.00036220343753909915
"['f6', 50, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",5.19,2.0963854195402297e-06
"['f6', 50, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",6.06,0.0004987538847482719
"['f6', 50, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",6.06,0.0013504458759908443
"['f6', 100, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",7.04,0.0008385184910971789
"['f6', 100, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",8.45,0.00018925694596784215
"['f6', 100, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",6.95,0.0016806671880167825
"['f6', 100, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",8.35,0.0003642286101289597
"['f6', 100, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",8.37,0.0009587129903286034
"['f6', 100, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",7.94,0.002157394001776862
"['f6', 100, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",9.61,0.002268001372779557
"['f6', 100, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",7.89,1.8901099032304744e-06
"['f6', 100, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",9.74,0.0001239279138682452
"['f6', 100, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",9.51,0.0007731690679162042
