"combination = [fitness_function_name, dimension, range0, range1, m, n, l1, l2, max_ep, c1 ,c2, function evaluation]",total_time,gBest_fitness
"['f21', 20, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",6.74,3.2219998708149817e-112
"['f21', 20, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",8.44,1.727676477964916e-115
"['f21', 20, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",6.72,2.968958567406744e-126
"['f21', 20, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",8.58,4.5086263548899883e-110
"['f21', 20, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",8.66,1.521508519117375e-112
"['f21', 20, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",7.51,1.3451253884286676e-15
"['f21', 20, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",8.96,3.707128421669957e-13
"['f21', 20, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",7.76,6.9344019270339836e-18
"['f21', 20, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",8.69,3.79536406176832e-17
"['f21', 20, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",8.72,3.0812660339051985e-18
"['f21', 30, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",8.99,3.2245466210327343e-110
"['f21', 30, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",11.47,3.904760731999092e-107
"['f21', 30, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",9.0,1.045356198875815e-117
"['f21', 30, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",11.65,1.2926436037897014e-107
"['f21', 30, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",12.2,8.841403678670902e-108
"['f21', 30, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",9.16,7.839754209307164e-17
"['f21', 30, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",11.54,5.024680462433576e-15
"['f21', 30, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",9.14,1.1082533905808131e-17
"['f21', 30, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",11.57,9.378647030377955e-17
"['f21', 30, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",11.62,1.3996921329703743e-16
"['f21', 50, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",13.6,2.519774451285349e-101
"['f21', 50, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",16.75,1.7147795649759127e-112
"['f21', 50, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",13.11,3.195255238139834e-110
"['f21', 50, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",17.19,1.026450978818951e-108
"['f21', 50, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",16.87,1.377541968882847e-109
"['f21', 50, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",13.7,1.7389375171974157e-15
"['f21', 50, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",23.0,2.8029118273557595e-16
"['f21', 50, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",13.93,9.632367896061122e-21
"['f21', 50, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",17.51,6.059004185574146e-19
"['f21', 50, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",17.52,9.146817196458699e-19
"['f21', 100, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",24.03,4.3891240749035185e-113
"['f21', 100, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",31.73,1.7099617575078893e-109
"['f21', 100, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",24.01,1.4706856547487308e-109
"['f21', 100, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",31.38,1.0271377459335132e-107
"['f21', 100, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",31.86,4.561464781817189e-104
"['f21', 100, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",25.4,2.2302291098266643e-18
"['f21', 100, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",32.72,4.645448390094994e-12
"['f21', 100, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",25.5,1.0879706626601887e-15
"['f21', 100, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",32.66,6.610601684914747e-13
"['f21', 100, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",32.91,3.029066517414433e-17
