"combination = [fitness_function_name, dimension, range0, range1, m, n, l1, l2, max_ep, c1 ,c2, function evaluation]",total_time,gBest_fitness
"['f9', 20, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",3.42,5.114366623777466e-215
"['f9', 20, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",3.97,1.3804113790331127e-206
"['f9', 20, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",3.32,1.6992946282322324e-220
"['f9', 20, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",4.09,5.742539605841386e-220
"['f9', 20, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",4.03,3.5880789346354087e-214
"['f9', 20, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",3.76,5.129990111451153e-27
"['f9', 20, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",4.08,6.0156417525693665e-36
"['f9', 20, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",3.56,6.55542996852171e-35
"['f9', 20, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",4.11,1.4999061938055645e-27
"['f9', 20, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",4.07,1.1527741171214276e-33
"['f9', 30, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",3.87,7.70110555635131e-224
"['f9', 30, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",4.52,2.659297514028436e-209
"['f9', 30, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",3.85,9.116587901297889e-211
"['f9', 30, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",4.53,7.144168190022345e-224
"['f9', 30, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",4.53,1.111003613964991e-230
"['f9', 30, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",4.28,5.7945614707496876e-30
"['f9', 30, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",4.75,1.9484422381734613e-38
"['f9', 30, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",4.09,1.0668447695884015e-24
"['f9', 30, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",4.64,1.014659698314602e-37
"['f9', 30, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",4.76,3.7178951756972683e-25
"['f9', 50, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",4.66,5.5943831810277445e-213
"['f9', 50, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",5.74,1.5971141559403833e-221
"['f9', 50, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",4.95,5.32304337332825e-216
"['f9', 50, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",6.04,1.517335227649268e-221
"['f9', 50, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",6.05,7.259943784980999e-221
"['f9', 50, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",5.36,7.624624728602115e-28
"['f9', 50, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",5.96,1.9293531375461107e-32
"['f9', 50, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",4.86,3.517735646263877e-24
"['f9', 50, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",6.01,8.49398455741223e-31
"['f9', 50, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",5.87,1.5982837191133037e-22
"['f9', 100, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",6.98,1.7876097342093927e-217
"['f9', 100, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",8.57,9.893854785760735e-219
"['f9', 100, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",7.04,1.438631485609787e-212
"['f9', 100, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",8.58,6.359354435927507e-254
"['f9', 100, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",8.63,2.9156479020542526e-222
"['f9', 100, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",7.62,2.5408458810225834e-27
"['f9', 100, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",9.13,1.9803415991066954e-30
"['f9', 100, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",7.62,5.583428573948932e-26
"['f9', 100, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",9.48,3.0842314929033657e-32
"['f9', 100, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",9.01,2.7701778295416274e-30
