"combination = [fitness_function_name, dimension, range0, range1, population_size, max_ep, c1, c2, function evaluation]",total_time,gBest_fitness
"['f5', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",5.22,19.960179408745176
"['f5', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",5.23,70.96808869175922
"['f5', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",5.54,18.25427214913634
"['f5', 20, -10, 10, 100, 250, 2.5, 2.5, 25000]",5.11,13.719571664704569
"['f5', 20, -10, 10, 100, 300, 2.05, 2.05, 30000]",6.55,15.729808751668108
"['f5', 20, -10, 10, 100, 300, 2.05, 2.5, 30000]",6.36,17.935127666092118
"['f5', 20, -10, 10, 100, 300, 2.5, 2.05, 30000]",6.43,18.661255264145336
"['f5', 20, -10, 10, 100, 300, 2.5, 2.5, 30000]",6.38,18.1507194938621
"['f5', 20, -10, 10, 200, 150, 2.05, 2.05, 30000]",6.12,19.142386115119763
"['f5', 20, -10, 10, 200, 150, 2.05, 2.5, 30000]",6.35,17.85607118688168
"['f5', 20, -10, 10, 200, 150, 2.5, 2.05, 30000]",6.22,12.395728453395355
"['f5', 20, -10, 10, 200, 150, 2.5, 2.5, 30000]",6.14,17.245022177790613
"['f5', 20, -100, 100, 100, 250, 2.05, 2.05, 25000]",5.73,217.72514221931343
"['f5', 20, -100, 100, 100, 250, 2.05, 2.5, 25000]",5.18,80.6385736648414
"['f5', 20, -100, 100, 100, 250, 2.5, 2.05, 25000]",5.11,41.12614151509127
"['f5', 20, -100, 100, 100, 250, 2.5, 2.5, 25000]",5.23,173.76350708558215
"['f5', 20, -100, 100, 100, 300, 2.05, 2.05, 30000]",6.12,76.89806877923282
"['f5', 20, -100, 100, 100, 300, 2.05, 2.5, 30000]",6.32,19.66226815350783
"['f5', 20, -100, 100, 100, 300, 2.5, 2.05, 30000]",6.83,212.86138892762935
"['f5', 20, -100, 100, 100, 300, 2.5, 2.5, 30000]",6.24,338.4857838777943
"['f5', 20, -100, 100, 200, 150, 2.05, 2.05, 30000]",6.5,41.82204260835352
"['f5', 20, -100, 100, 200, 150, 2.05, 2.5, 30000]",6.53,45.468739731291045
"['f5', 20, -100, 100, 200, 150, 2.5, 2.05, 30000]",6.44,208.5350872995713
"['f5', 20, -100, 100, 200, 150, 2.5, 2.5, 30000]",6.37,45.73941258751166
"['f5', 30, -10, 10, 100, 250, 2.05, 2.05, 25000]",7.31,78.73596650233556
"['f5', 30, -10, 10, 100, 250, 2.05, 2.5, 25000]",7.71,34.21710731765276
"['f5', 30, -10, 10, 100, 250, 2.5, 2.05, 25000]",7.52,138.38676163216465
"['f5', 30, -10, 10, 100, 250, 2.5, 2.5, 25000]",7.5,33.864156648574145
"['f5', 30, -10, 10, 100, 300, 2.05, 2.05, 30000]",9.09,143.35181086844585
"['f5', 30, -10, 10, 100, 300, 2.05, 2.5, 30000]",9.29,38.73400117838437
"['f5', 30, -10, 10, 100, 300, 2.5, 2.05, 30000]",9.06,43.76057048456599
"['f5', 30, -10, 10, 100, 300, 2.5, 2.5, 30000]",8.95,45.083006156573425
"['f5', 30, -10, 10, 200, 150, 2.05, 2.05, 30000]",8.88,90.30623159452772
"['f5', 30, -10, 10, 200, 150, 2.05, 2.5, 30000]",8.79,34.818759742694674
"['f5', 30, -10, 10, 200, 150, 2.5, 2.05, 30000]",9.22,35.71334906719383
"['f5', 30, -10, 10, 200, 150, 2.5, 2.5, 30000]",9.12,33.4443104367663
"['f5', 30, -100, 100, 100, 250, 2.05, 2.05, 25000]",7.46,286.20465954764825
"['f5', 30, -100, 100, 100, 250, 2.05, 2.5, 25000]",7.49,365.2510614672387
"['f5', 30, -100, 100, 100, 250, 2.5, 2.05, 25000]",7.43,419.3076422025309
"['f5', 30, -100, 100, 100, 250, 2.5, 2.5, 25000]",7.71,193.17372586361796
"['f5', 30, -100, 100, 100, 300, 2.05, 2.05, 30000]",9.63,303.0791724255884
"['f5', 30, -100, 100, 100, 300, 2.05, 2.5, 30000]",9.17,305.06239439338236
"['f5', 30, -100, 100, 100, 300, 2.5, 2.05, 30000]",9.08,1254.7888448400106
"['f5', 30, -100, 100, 100, 300, 2.5, 2.5, 30000]",8.99,314.794358380491
"['f5', 30, -100, 100, 200, 150, 2.05, 2.05, 30000]",8.88,401.38555206816
"['f5', 30, -100, 100, 200, 150, 2.05, 2.5, 30000]",8.92,587.1211551868377
"['f5', 30, -100, 100, 200, 150, 2.5, 2.05, 30000]",9.35,637.8556308779462
"['f5', 30, -100, 100, 200, 150, 2.5, 2.5, 30000]",9.16,332.43646669901824
"['f5', 50, -10, 10, 100, 250, 2.05, 2.05, 25000]",12.01,223.33405508884744
"['f5', 50, -10, 10, 100, 250, 2.05, 2.5, 25000]",12.03,192.59547448248685
"['f5', 50, -10, 10, 100, 250, 2.5, 2.05, 25000]",11.86,386.3436752107383
"['f5', 50, -10, 10, 100, 250, 2.5, 2.5, 25000]",12.09,355.3003393176381
"['f5', 50, -10, 10, 100, 300, 2.05, 2.05, 30000]",14.28,402.3958321304873
"['f5', 50, -10, 10, 100, 300, 2.05, 2.5, 30000]",14.55,313.793329652435
"['f5', 50, -10, 10, 100, 300, 2.5, 2.05, 30000]",15.06,425.06475355501243
"['f5', 50, -10, 10, 100, 300, 2.5, 2.5, 30000]",14.02,263.0679193081922
"['f5', 50, -10, 10, 200, 150, 2.05, 2.05, 30000]",15.66,358.0701467860333
"['f5', 50, -10, 10, 200, 150, 2.05, 2.5, 30000]",14.29,173.893586226655
"['f5', 50, -10, 10, 200, 150, 2.5, 2.05, 30000]",14.49,252.78333607751415
"['f5', 50, -10, 10, 200, 150, 2.5, 2.5, 30000]",14.14,263.7928479176116
"['f5', 50, -100, 100, 100, 250, 2.05, 2.05, 25000]",12.28,4667.973856253273
"['f5', 50, -100, 100, 100, 250, 2.05, 2.5, 25000]",12.25,1587.175078436684
"['f5', 50, -100, 100, 100, 250, 2.5, 2.05, 25000]",12.11,7613.025003072337
"['f5', 50, -100, 100, 100, 250, 2.5, 2.5, 25000]",12.15,1280.6113121964706
"['f5', 50, -100, 100, 100, 300, 2.05, 2.05, 30000]",14.3,3942.4309290789784
"['f5', 50, -100, 100, 100, 300, 2.05, 2.5, 30000]",14.4,888.0778241046993
"['f5', 50, -100, 100, 100, 300, 2.5, 2.05, 30000]",14.22,4730.526036122666
"['f5', 50, -100, 100, 100, 300, 2.5, 2.5, 30000]",14.61,650.4468467429512
"['f5', 50, -100, 100, 200, 150, 2.05, 2.05, 30000]",15.1,5086.04119700772
"['f5', 50, -100, 100, 200, 150, 2.05, 2.5, 30000]",14.75,1045.820641147245
"['f5', 50, -100, 100, 200, 150, 2.5, 2.05, 30000]",14.2,4664.631960586079
"['f5', 50, -100, 100, 200, 150, 2.5, 2.5, 30000]",14.46,2082.0616956521076
"['f5', 100, -10, 10, 100, 250, 2.05, 2.05, 25000]",24.2,2549.106700971018
