"combination = [fitness_function_name, dimension, range0, range1, population_size, max_ep, c1, c2, function evaluation]",gBest_fitness,total_time
"['f4', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",0.19636148166501083,1.83
"['f4', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",0.13328339063732236,2.13
"['f4', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",0.2245080854068685,1.98
"['f4', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",0.5159111556486027,1.81
"['f4', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",0.19701368611792744,2.07
"['f4', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",0.23194008971876293,1.91
"['f4', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",0.15454845584395632,1.83
"['f4', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",0.10496364609187207,1.84
"['f4', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",0.10980336440392614,1.84
"['f4', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",0.04963873756821277,1.82
"['f4', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",0.33809822492792674,1.78
"['f4', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",0.16932564392463914,1.82
"['f4', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",0.5757849800014065,1.76
"['f4', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",0.1416754159911613,1.79
"['f4', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",0.16744102007142092,1.79
"['f4', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",0.1917779823990595,2.13
"['f4', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",0.1305002662714853,1.9
"['f4', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",0.12746518830474415,1.86
"['f4', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",0.22244493748998348,1.79
"['f4', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",0.1111891032849787,1.77
"['f4', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",0.13843807708959532,1.89
"['f4', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",0.15436565532867483,1.95
"['f4', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",0.09475536856934326,1.9
"['f4', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",0.1199658950436748,1.8
"['f4', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",0.24689114447732424,1.88
"['f4', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",0.11527882749056803,2.02
"['f4', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",0.07613720251039678,1.87
"['f4', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",0.09459883777592745,1.85
"['f4', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",0.24568888603683392,1.86
"['f4', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",0.07143396233869573,1.96
"['f4', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",0.20552089960079392,1.87
"['f4', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",0.2214120396744563,1.88
"['f4', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",0.16987224600575532,1.96
"['f4', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",0.22109933900462178,1.91
"['f4', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",0.11984556685019693,1.93
"['f4', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",0.08782376933100541,1.81
"['f4', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",0.15167553335969844,1.82
"['f4', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",0.07692261745907118,1.78
"['f4', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",0.1419769415383037,1.9
"['f4', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",0.17367398910785298,1.93
"['f4', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",0.09090444576983668,1.84
"['f4', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",0.20390102238590294,1.85
"['f4', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",0.21344251793812205,1.8
"['f4', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",0.21403509709762203,2.04
"['f4', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",0.10730764949874182,1.84
"['f4', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",0.10878943456516786,1.88
"['f4', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",0.20551772239677799,1.79
"['f4', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",0.29497107914626014,1.81
"['f4', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",0.1216408545912259,1.8
"['f4', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",0.1586907266130755,1.77
"['f4', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",0.26865775400506176,1.77
"['f4', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",0.11757637606178713,1.8
"['f4', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",0.25295495897616915,1.85
"['f4', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",0.14895160271249425,1.77
"['f4', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",0.278969787157612,1.81
"['f4', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",0.2099781584912071,1.81
"['f4', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",0.08840162823198097,1.79
"['f4', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",0.1358813494112656,1.8
"['f4', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",0.0299863051148402,1.79
