"combination = [fitness_function_name, dimension, range0, range1, population_size, max_ep, c1, c2, function evaluation]",total_time,gBest_fitness
"['f4', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",1.82,0.07448690022382742
"['f4', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",1.78,0.12731436127045756
"['f4', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",1.83,0.12738809290450084
"['f4', 20, -10, 10, 100, 250, 2.5, 2.5, 25000]",1.79,0.06280466110255914
"['f4', 20, -10, 10, 100, 300, 2.05, 2.05, 30000]",2.57,0.2202649685403828
"['f4', 20, -10, 10, 100, 300, 2.05, 2.5, 30000]",2.34,0.059571914568477935
"['f4', 20, -10, 10, 100, 300, 2.5, 2.05, 30000]",2.11,0.14147347210158726
"['f4', 20, -10, 10, 100, 300, 2.5, 2.5, 30000]",2.14,0.14052869375604626
"['f4', 20, -10, 10, 200, 150, 2.05, 2.05, 30000]",2.27,0.1430185426254452
"['f4', 20, -10, 10, 200, 150, 2.05, 2.5, 30000]",2.23,0.1662220666472721
"['f4', 20, -10, 10, 200, 150, 2.5, 2.05, 30000]",2.21,0.05926137175210685
"['f4', 20, -10, 10, 200, 150, 2.5, 2.5, 30000]",2.11,0.06794470898184118
"['f4', 20, -100, 100, 100, 250, 2.05, 2.05, 25000]",1.9,1.116665519475281
"['f4', 20, -100, 100, 100, 250, 2.05, 2.5, 25000]",1.89,0.569884373093488
"['f4', 20, -100, 100, 100, 250, 2.5, 2.05, 25000]",1.84,0.9476276123503964
"['f4', 20, -100, 100, 100, 250, 2.5, 2.5, 25000]",1.8,0.5313262779675731
"['f4', 20, -100, 100, 100, 300, 2.05, 2.05, 30000]",2.17,0.5764933682533513
"['f4', 20, -100, 100, 100, 300, 2.05, 2.5, 30000]",2.15,0.23393432327214553
"['f4', 20, -100, 100, 100, 300, 2.5, 2.05, 30000]",2.16,0.8544343903605068
"['f4', 20, -100, 100, 100, 300, 2.5, 2.5, 30000]",2.16,0.5663551154768898
"['f4', 20, -100, 100, 200, 150, 2.05, 2.05, 30000]",2.21,0.8390524343803137
"['f4', 20, -100, 100, 200, 150, 2.05, 2.5, 30000]",2.21,0.5860621807182093
"['f4', 20, -100, 100, 200, 150, 2.5, 2.05, 30000]",2.2,0.5974327840721413
"['f4', 20, -100, 100, 200, 150, 2.5, 2.5, 30000]",2.19,0.41536726148348824
"['f4', 30, -10, 10, 100, 250, 2.05, 2.05, 25000]",2.23,0.8403016279202041
"['f4', 30, -10, 10, 100, 250, 2.05, 2.5, 25000]",2.01,0.35222018842453695
"['f4', 30, -10, 10, 100, 250, 2.5, 2.05, 25000]",1.91,0.47372997486544854
"['f4', 30, -10, 10, 100, 250, 2.5, 2.5, 25000]",1.93,0.3351151050681301
"['f4', 30, -10, 10, 100, 300, 2.05, 2.05, 30000]",2.42,0.5928157618360254
"['f4', 30, -10, 10, 100, 300, 2.05, 2.5, 30000]",2.28,0.6072279430797893
"['f4', 30, -10, 10, 100, 300, 2.5, 2.05, 30000]",2.33,0.3811752957420666
"['f4', 30, -10, 10, 100, 300, 2.5, 2.5, 30000]",2.31,0.3423960335515395
"['f4', 30, -10, 10, 200, 150, 2.05, 2.05, 30000]",2.32,0.6549671984515746
"['f4', 30, -10, 10, 200, 150, 2.05, 2.5, 30000]",2.44,0.372848773851134
"['f4', 30, -10, 10, 200, 150, 2.5, 2.05, 30000]",2.38,0.42954649201135575
"['f4', 30, -10, 10, 200, 150, 2.5, 2.5, 30000]",2.41,0.26481248278350544
"['f4', 30, -100, 100, 100, 250, 2.05, 2.05, 25000]",1.95,1.7401478961574992
"['f4', 30, -100, 100, 100, 250, 2.05, 2.5, 25000]",1.93,1.541204369219865
"['f4', 30, -100, 100, 100, 250, 2.5, 2.05, 25000]",1.99,1.5486937766350468
"['f4', 30, -100, 100, 100, 250, 2.5, 2.5, 25000]",1.95,0.9611792548833262
