"combination = [fitness_function_name, dimension, range0, range1, population_size, max_ep, crossover_rate, mutation_rate, function evaluation]",gBest_fitness,total_time
"['f6', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",0.382,3.837866000001668
"['f6', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",0.224,4.4029630000004545
"['f6', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",0.828,4.0320449999999255
"['f6', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",0.146,3.9888479999935953
"['f6', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",0.611,3.8772719999979017
"['f6', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",1.329,3.951277999993181
"['f6', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",0.63,3.746357000010903
"['f6', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",0.398,3.777081000007456
"['f6', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",1.022,3.8332870000012917
"['f6', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",0.558,3.874704000001657
"['f6', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",2.599,3.837803000002168
"['f6', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",1.138,4.015908999994281
"['f6', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",0.755,3.7868239999952493
"['f6', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",1.8,3.756134999988717
"['f6', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",0.348,4.033100000000559
"['f6', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",0.142,4.04429700000037
"['f6', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",0.542,3.8351409999886528
"['f6', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",0.381,3.969954999993206
"['f6', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",2.01,3.851888000004692
"['f6', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",0.968,3.8427130000054603
"['f6', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",0.888,4.6771110000117915
"['f6', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",0.507,4.658024000003934
"['f6', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",2.998,4.565326999989338
"['f6', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",6.207,4.7632639999937965
"['f6', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",0.304,4.553161000003456
"['f6', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",0.477,4.588638000001083
"['f6', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",1.658,4.505702000009478
"['f6', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",0.783,4.620804999998654
"['f6', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",1.07,4.527222000004258
"['f6', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",0.277,4.658312999992631
"['f6', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",0.289,4.5177699999912875
"['f6', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",0.178,4.548299000001862
"['f6', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",0.44,4.57533500000136
"['f6', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",0.597,4.548666000002413
"['f6', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",2.512,4.604868000009446
"['f6', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",0.549,4.594585999991978
"['f6', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",0.185,4.765941000005114
"['f6', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",2.245,4.565157999997609
"['f6', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",0.971,4.604771999991499
"['f6', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",2.173,4.766543000005186
"['f6', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",0.054,3.920653000008315
"['f6', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",2.811,3.8667810000042664
"['f6', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",0.257,3.987860000008368
"['f6', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",0.692,3.8328999999939697
"['f6', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",0.021,3.76893900000141
"['f6', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",0.558,3.7582880000118166
"['f6', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",0.421,3.7806390000041574
"['f6', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",0.456,4.069214999995893
"['f6', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",0.226,4.232296999995015
"['f6', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",1.39,3.7200860000011744
"['f6', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",1.343,3.7188609999866458
"['f6', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",0.221,3.7813010000099894
"['f6', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",0.307,3.810479000007035
"['f6', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",0.424,3.8327839999983553
"['f6', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",0.2,3.719900999989477
"['f6', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",0.224,4.315139999991516
"['f6', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",0.224,3.698634000000311
"['f6', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",0.345,3.7940139999991516
"['f6', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",0.366,3.738620999996783
"['f6', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",0.273,3.8143489999929443
"['f6', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",0.248,4.565887000004295
"['f6', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",4.869,4.583280000006198
"['f6', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",0.144,4.757879000011599
"['f6', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",0.081,4.618176999996649
"['f6', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",3.15,4.5049139999900945
"['f6', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",1.577,4.619252999997116
"['f6', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",1.222,5.331245999987004
"['f6', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",1.207,4.926836999991792
"['f6', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",2.137,4.832760999997845
"['f6', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",1.949,4.793407999997726
"['f6', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",0.037,4.791978000008385
"['f6', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",1.592,4.7091010000003735
"['f6', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",0.638,4.466669999994338
"['f6', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",0.796,4.438750000001164
"['f6', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",0.475,4.56663899999694
"['f6', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",0.145,4.417161000004853
"['f6', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",0.3,4.5502010000054725
"['f6', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",0.322,4.501364999989164
"['f6', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",0.582,4.4555510000063805
"['f6', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",1.153,4.6879639999970095
"['f6', 20, -10, 10, 100, 0.5, 0.05, 250, 25000]",0.704,3.889020000002347
"['f6', 20, -10, 10, 100, 0.5, 0.05, 250, 25000]",0.851,4.234006999991834
"['f6', 20, -10, 10, 100, 0.5, 0.05, 250, 25000]",0.975,3.8168129999976372
"['f6', 20, -10, 10, 100, 0.5, 0.05, 250, 25000]",0.032,3.768281999989995
"['f6', 20, -10, 10, 100, 0.5, 0.05, 250, 25000]",0.641,3.7606870000017807
"['f6', 20, -10, 10, 100, 0.5, 0.05, 250, 25000]",1.226,3.9198380000016186
"['f6', 20, -10, 10, 100, 0.5, 0.05, 250, 25000]",0.309,3.775420000005397
"['f6', 20, -10, 10, 100, 0.5, 0.05, 250, 25000]",0.624,3.828051000004052
"['f6', 20, -10, 10, 100, 0.5, 0.05, 250, 25000]",0.165,3.9811469999986002
"['f6', 20, -10, 10, 100, 0.5, 0.05, 250, 25000]",0.418,4.112930000002962
"['f6', 20, -10, 10, 100, 0.5, 0.05, 250, 25000]",0.718,3.8300409999937983
"['f6', 20, -10, 10, 100, 0.5, 0.05, 250, 25000]",0.894,3.725867000001017
"['f6', 20, -10, 10, 100, 0.5, 0.05, 250, 25000]",1.346,3.754625000001397
"['f6', 20, -10, 10, 100, 0.5, 0.05, 250, 25000]",1.894,3.8099070000025677
"['f6', 20, -10, 10, 100, 0.5, 0.05, 250, 25000]",2.115,3.7087869999959366
"['f6', 20, -10, 10, 100, 0.5, 0.05, 250, 25000]",3.105,3.804552000001422
"['f6', 20, -10, 10, 100, 0.5, 0.05, 250, 25000]",2.307,3.787745999987237
"['f6', 20, -10, 10, 100, 0.5, 0.05, 250, 25000]",3.267,4.0393849999964
"['f6', 20, -10, 10, 100, 0.5, 0.05, 250, 25000]",1.461,3.927817000003415
"['f6', 20, -10, 10, 100, 0.5, 0.05, 250, 25000]",0.457,3.7274150000012014
"['f6', 20, -10, 10, 100, 0.5, 0.05, 300, 30000]",0.729,4.687894999995478
