"combination = [fitness_function_name, dimension, range0, range1, m, n, l1, l2, max_ep, c1 ,c2, function evaluation]",total_time,gBest_fitness
"['f22', 20, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",4.45,0.0
"['f22', 20, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",5.57,0.0
"['f22', 20, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",4.48,0.0
"['f22', 20, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",5.53,0.0
"['f22', 20, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",5.52,0.0
"['f22', 20, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",4.73,0.0
"['f22', 20, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",5.73,0.0
"['f22', 20, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",4.73,0.0
"['f22', 20, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",5.66,0.0
"['f22', 20, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",5.64,0.0
"['f22', 30, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",5.11,0.0
"['f22', 30, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",6.42,0.0
"['f22', 30, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",5.02,0.0
"['f22', 30, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",6.28,0.0
"['f22', 30, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",6.42,0.0
"['f22', 30, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",5.29,0.0
"['f22', 30, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",6.84,0.0
"['f22', 30, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",5.44,0.0
"['f22', 30, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",6.61,0.0
"['f22', 30, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",6.52,0.0
"['f22', 50, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",6.18,0.0
"['f22', 50, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",8.03,0.0
"['f22', 50, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",6.37,0.0
"['f22', 50, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",7.87,0.0
"['f22', 50, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",7.69,0.0
"['f22', 50, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",6.59,0.0
"['f22', 50, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",8.32,0.0
"['f22', 50, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",6.58,0.0
"['f22', 50, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",8.27,0.0
"['f22', 50, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",8.2,0.0
"['f22', 100, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",9.23,0.0
"['f22', 100, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",11.99,0.0
"['f22', 100, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",9.47,0.0
"['f22', 100, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",12.12,0.0
"['f22', 100, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",11.84,0.0
"['f22', 100, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",10.44,0.0
"['f22', 100, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",12.9,0.0
"['f22', 100, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",10.14,0.0
"['f22', 100, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",12.74,0.0
"['f22', 100, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",12.58,0.0
