"combination = [fitness_function_name, dimension, range0, range1, population_size, max_ep, crossover_rate, mutation_rate, function evaluation]",total_time,gBest_fitness
"['f12', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",4.19,2.586
"['f12', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",4.91,8.727
"['f12', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",4.09,13.009
"['f12', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",5.0,7.308
"['f12', 20, -10, 10, 100, 0.5, 0.05, 250, 25000]",3.96,38.43
"['f12', 20, -10, 10, 100, 0.5, 0.05, 300, 30000]",5.27,0.092
"['f12', 20, -10, 10, 100, 0.5, 0.06, 250, 25000]",4.08,5.086
"['f12', 20, -10, 10, 100, 0.5, 0.06, 300, 30000]",4.89,9.955
"['f12', 20, -10, 10, 200, 0.4, 0.05, 150, 30000]",4.97,5.738
"['f12', 20, -10, 10, 200, 0.4, 0.06, 150, 30000]",5.1,0.74
"['f12', 20, -10, 10, 200, 0.5, 0.05, 150, 30000]",4.99,1.457
"['f12', 20, -10, 10, 200, 0.5, 0.06, 150, 30000]",5.19,4.028
"['f12', 20, -100, 100, 100, 0.4, 0.05, 250, 25000]",4.25,338.479
"['f12', 20, -100, 100, 100, 0.4, 0.05, 300, 30000]",5.08,297.33
"['f12', 20, -100, 100, 100, 0.4, 0.06, 250, 25000]",4.55,3419.065
"['f12', 20, -100, 100, 100, 0.4, 0.06, 300, 30000]",5.11,103.067
"['f12', 20, -100, 100, 100, 0.5, 0.05, 250, 25000]",3.94,2249.636
"['f12', 20, -100, 100, 100, 0.5, 0.05, 300, 30000]",4.74,1126.181
"['f12', 20, -100, 100, 100, 0.5, 0.06, 250, 25000]",4.14,111.084
"['f12', 20, -100, 100, 100, 0.5, 0.06, 300, 30000]",4.95,2074.207
"['f12', 20, -100, 100, 200, 0.4, 0.05, 150, 30000]",4.97,673.911
"['f12', 20, -100, 100, 200, 0.4, 0.06, 150, 30000]",4.61,15.695
"['f12', 20, -100, 100, 200, 0.5, 0.05, 150, 30000]",4.7,755.19
"['f12', 20, -100, 100, 200, 0.5, 0.06, 150, 30000]",4.67,40.329
"['f12', 30, -10, 10, 100, 0.4, 0.05, 250, 25000]",5.12,12.066
"['f12', 30, -10, 10, 100, 0.4, 0.05, 300, 30000]",6.61,2.087
"['f12', 30, -10, 10, 100, 0.4, 0.06, 250, 25000]",5.06,26.731
"['f12', 30, -10, 10, 100, 0.4, 0.06, 300, 30000]",5.97,23.09
"['f12', 30, -10, 10, 100, 0.5, 0.05, 250, 25000]",5.29,2.37
"['f12', 30, -10, 10, 100, 0.5, 0.05, 300, 30000]",6.43,13.269
"['f12', 30, -10, 10, 100, 0.5, 0.06, 250, 25000]",5.08,0.282
"['f12', 30, -10, 10, 100, 0.5, 0.06, 300, 30000]",6.33,2.301
"['f12', 30, -10, 10, 200, 0.4, 0.05, 150, 30000]",6.1,3.722
"['f12', 30, -10, 10, 200, 0.4, 0.06, 150, 30000]",6.07,0.216
"['f12', 30, -10, 10, 200, 0.5, 0.05, 150, 30000]",6.23,5.012
"['f12', 30, -10, 10, 200, 0.5, 0.06, 150, 30000]",6.12,16.424
"['f12', 30, -100, 100, 100, 0.4, 0.05, 250, 25000]",5.12,3430.628
"['f12', 30, -100, 100, 100, 0.4, 0.05, 300, 30000]",6.04,6771.861
"['f12', 30, -100, 100, 100, 0.4, 0.06, 250, 25000]",5.05,2046.332
"['f12', 30, -100, 100, 100, 0.4, 0.06, 300, 30000]",6.3,1919.299
"['f12', 30, -100, 100, 100, 0.5, 0.05, 250, 25000]",5.4,479.299
"['f12', 30, -100, 100, 100, 0.5, 0.05, 300, 30000]",6.21,7597.803
"['f12', 30, -100, 100, 100, 0.5, 0.06, 250, 25000]",5.51,7075.448
"['f12', 30, -100, 100, 100, 0.5, 0.06, 300, 30000]",7.02,1765.778
"['f12', 30, -100, 100, 200, 0.4, 0.05, 150, 30000]",6.1,252.564
"['f12', 30, -100, 100, 200, 0.4, 0.06, 150, 30000]",6.42,644.329
"['f12', 30, -100, 100, 200, 0.5, 0.05, 150, 30000]",6.26,53.937
"['f12', 30, -100, 100, 200, 0.5, 0.06, 150, 30000]",6.62,1436.979
"['f12', 50, -10, 10, 100, 0.4, 0.05, 250, 25000]",7.39,63.36
"['f12', 50, -10, 10, 100, 0.4, 0.05, 300, 30000]",9.03,102.331
"['f12', 50, -10, 10, 100, 0.4, 0.06, 250, 25000]",7.44,37.08
"['f12', 50, -10, 10, 100, 0.4, 0.06, 300, 30000]",9.17,5.526
"['f12', 50, -10, 10, 100, 0.5, 0.05, 250, 25000]",7.52,88.902
"['f12', 50, -10, 10, 100, 0.5, 0.05, 300, 30000]",9.02,12.704
"['f12', 50, -10, 10, 100, 0.5, 0.06, 250, 25000]",7.73,106.102
"['f12', 50, -10, 10, 100, 0.5, 0.06, 300, 30000]",8.69,201.069
"['f12', 50, -10, 10, 200, 0.4, 0.05, 150, 30000]",8.98,5.472
"['f12', 50, -10, 10, 200, 0.4, 0.06, 150, 30000]",9.04,14.373
"['f12', 50, -10, 10, 200, 0.5, 0.05, 150, 30000]",9.89,30.275
"['f12', 50, -10, 10, 200, 0.5, 0.06, 150, 30000]",9.42,9.811
"['f12', 50, -100, 100, 100, 0.4, 0.05, 250, 25000]",7.4,6727.328
