"combination = [fitness_function_name, dimension, range0, range1, population_size, max_ep, c1, c2, function evaluation]",total_time,gBest_fitness
"['f15', 50, -100, 100, 100, 300, 2.05, 2.5, 30000]",27.65,926.2367169406776
"['f15', 50, -100, 100, 100, 300, 2.5, 2.05, 30000]",30.05,859.9933582806733
"['f15', 50, -100, 100, 100, 300, 2.5, 2.5, 30000]",29.2,623.1204375482822
"['f15', 50, -100, 100, 200, 150, 2.05, 2.05, 30000]",27.41,783.6669064334321
"['f15', 50, -100, 100, 200, 150, 2.05, 2.5, 30000]",28.0,468.5575425158246
"['f15', 50, -100, 100, 200, 150, 2.5, 2.05, 30000]",27.97,741.0325806044913
"['f15', 50, -100, 100, 200, 150, 2.5, 2.5, 30000]",29.35,764.0092883819988
"['f15', 100, -10, 10, 100, 250, 2.05, 2.05, 25000]",43.16,590.475694001367
"['f15', 100, -10, 10, 100, 250, 2.05, 2.5, 25000]",43.52,482.89909429814384
"['f15', 100, -10, 10, 100, 250, 2.5, 2.05, 25000]",48.39,519.3106619873297
"['f15', 100, -10, 10, 100, 250, 2.5, 2.5, 25000]",42.97,508.825718723432
"['f15', 100, -10, 10, 100, 300, 2.05, 2.05, 30000]",53.41,622.5791564660245
"['f15', 100, -10, 10, 100, 300, 2.05, 2.5, 30000]",59.28,574.3297041942768
"['f15', 100, -10, 10, 100, 300, 2.5, 2.05, 30000]",55.76,535.1119755743941
"['f15', 100, -10, 10, 100, 300, 2.5, 2.5, 30000]",52.8,516.892870550543
"['f15', 100, -10, 10, 200, 150, 2.05, 2.05, 30000]",53.09,554.0196105272324
"['f15', 100, -10, 10, 200, 150, 2.05, 2.5, 30000]",57.07,530.3907124287099
"['f15', 100, -10, 10, 200, 150, 2.5, 2.05, 30000]",56.24,512.9558119154257
"['f15', 100, -10, 10, 200, 150, 2.5, 2.5, 30000]",52.14,458.25706447866037
"['f15', 100, -100, 100, 100, 250, 2.05, 2.05, 25000]",49.81,2207.981150808472
"['f15', 100, -100, 100, 100, 250, 2.05, 2.5, 25000]",43.51,1602.088664552568
"['f15', 100, -100, 100, 100, 250, 2.5, 2.05, 25000]",45.6,2452.7166083708244
"['f15', 100, -100, 100, 100, 250, 2.5, 2.5, 25000]",50.69,3538.2353723215365
"['f15', 100, -100, 100, 100, 300, 2.05, 2.05, 30000]",52.04,2670.6488460884275
"['f15', 100, -100, 100, 100, 300, 2.05, 2.5, 30000]",54.34,3350.4370040110493
"['f15', 100, -100, 100, 100, 300, 2.5, 2.05, 30000]",53.5,1670.6734898856712
"['f15', 100, -100, 100, 100, 300, 2.5, 2.5, 30000]",52.31,2384.3171577938842
"['f15', 100, -100, 100, 200, 150, 2.05, 2.05, 30000]",53.87,1605.1910915429394
"['f15', 100, -100, 100, 200, 150, 2.05, 2.5, 30000]",50.82,1737.049276842118
"['f15', 100, -100, 100, 200, 150, 2.5, 2.05, 30000]",54.13,1777.9925676705725
"['f15', 100, -100, 100, 200, 150, 2.5, 2.5, 30000]",52.13,1898.0284721074095
