"combination = [fitness_function_name, dimension, range0, range1, population_size, max_ep, function evaluation]",gBest_fitness,total_time
"['f23', 20, -10, 10, 100, 250, 25000]",-78.32842364964074,4.235321999993175
"['f23', 20, -10, 10, 100, 250, 25000]",-78.33090072667954,4.216832000005525
"['f23', 20, -10, 10, 100, 250, 25000]",-78.33226518759561,4.113689999998314
"['f23', 20, -10, 10, 100, 250, 25000]",-78.33177316470372,4.213603999989573
"['f23', 20, -10, 10, 100, 250, 25000]",-78.33156871283354,4.08532600000035
"['f23', 20, -10, 10, 100, 250, 25000]",-78.33228480895241,4.197159000003012
"['f23', 20, -10, 10, 100, 250, 25000]",-78.3322138582346,4.232693000027211
"['f23', 20, -10, 10, 100, 250, 25000]",-78.33222840184379,4.126315999979852
"['f23', 20, -10, 10, 100, 250, 25000]",-78.32504029486051,4.374742999993032
"['f23', 20, -10, 10, 100, 250, 25000]",-78.33152558439185,4.493310999998357
"['f23', 20, -10, 10, 100, 250, 25000]",-78.33082842875233,4.220249000005424
"['f23', 20, -10, 10, 100, 250, 25000]",-78.32726416937433,4.747075999999652
"['f23', 20, -10, 10, 100, 250, 25000]",-78.33011237146486,4.277041000023019
"['f23', 20, -10, 10, 100, 250, 25000]",-78.33215830706031,4.197102000005543
"['f23', 20, -10, 10, 100, 250, 25000]",-78.33208776175206,4.248997999995481
"['f23', 20, -10, 10, 100, 250, 25000]",-78.3317236845482,4.293093000014778
"['f23', 20, -10, 10, 100, 250, 25000]",-78.33077357412469,4.456546999979764
"['f23', 20, -10, 10, 100, 250, 25000]",-78.32970452316755,4.249645000003511
"['f23', 20, -10, 10, 100, 250, 25000]",-78.33117850318041,4.181179000006523
"['f23', 20, -10, 10, 100, 250, 25000]",-78.33041589956235,4.243612000020221
"['f23', 20, -10, 10, 100, 300, 30000]",-78.33079676212289,5.293250999995507
"['f23', 20, -10, 10, 100, 300, 30000]",-78.32910446432298,5.419186000013724
"['f23', 20, -10, 10, 100, 300, 30000]",-78.33221133903135,5.1318820000160486
"['f23', 20, -10, 10, 100, 300, 30000]",-78.33040653465241,4.961241000011796
"['f23', 20, -10, 10, 100, 300, 30000]",-78.3316095771164,5.434194000001298
"['f23', 20, -10, 10, 100, 300, 30000]",-78.33115568025062,5.448397999978624
"['f23', 20, -10, 10, 100, 300, 30000]",-78.33210798507872,5.440803000004962
"['f23', 20, -10, 10, 100, 300, 30000]",-78.33165142317719,5.057403000013437
"['f23', 20, -10, 10, 100, 300, 30000]",-78.33187863218274,5.01749599998584
"['f23', 20, -10, 10, 100, 300, 30000]",-78.33212362969431,5.213096999999834
"['f23', 20, -10, 10, 100, 300, 30000]",-78.33224534941934,5.150511999992887
"['f23', 20, -10, 10, 100, 300, 30000]",-78.33232082819492,5.369486000010511
"['f23', 20, -10, 10, 100, 300, 30000]",-78.33222626741063,5.000542000023415
"['f23', 20, -10, 10, 100, 300, 30000]",-78.33221018247676,5.150462999998126
"['f23', 20, -10, 10, 100, 300, 30000]",-78.33231882290369,5.377307999995537
"['f23', 20, -10, 10, 100, 300, 30000]",-78.33185198798994,5.2613080000155605
"['f23', 20, -10, 10, 100, 300, 30000]",-78.33211969384892,5.130149000004167
"['f23', 20, -10, 10, 100, 300, 30000]",-78.33138460216442,5.431691999983741
"['f23', 20, -10, 10, 100, 300, 30000]",-78.32355409644954,5.395383000024594
"['f23', 20, -10, 10, 100, 300, 30000]",-78.33206611604307,5.434066999994684
"['f23', 20, -10, 10, 200, 150, 30000]",-78.32704920538774,5.738172000012128
"['f23', 20, -10, 10, 200, 150, 30000]",-78.32083746423996,5.267594000004465
"['f23', 20, -10, 10, 200, 150, 30000]",-78.33211506324346,5.107975999999326
"['f23', 20, -10, 10, 200, 150, 30000]",-78.33203094660281,5.199202999996487
"['f23', 20, -10, 10, 200, 150, 30000]",-78.33223411536898,5.301935000024969
"['f23', 20, -10, 10, 200, 150, 30000]",-78.33228579516776,4.986066999990726
"['f23', 20, -10, 10, 200, 150, 30000]",-78.331660968012,4.844687000004342
"['f23', 20, -10, 10, 200, 150, 30000]",-78.33079194567131,4.951506000012159
"['f23', 20, -10, 10, 200, 150, 30000]",-78.33210047492557,5.129134000017075
