"combination = [fitness_function_name, dimension, range0, range1, population_size, max_ep, c1, c2, function evaluation]",gBest_fitness,total_time
"['f12', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",0.2221285180807343,4.45
"['f12', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",0.31898980673076033,4.35
"['f12', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",0.3166749529276903,4.39
"['f12', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",1.3529647254526866,4.26
"['f12', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",0.20750025466045766,4.37
"['f12', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",0.044685861060266265,4.35
"['f12', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",0.9055302207661143,4.32
"['f12', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",0.34443148976488047,4.77
"['f12', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",0.2791968722024947,4.32
"['f12', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",1.0662573517906266,4.22
"['f12', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",0.24342711568455483,4.2
"['f12', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",0.08283466304486035,4.21
"['f12', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",0.23137324007273058,4.21
"['f12', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",0.5230930549648447,4.48
"['f12', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",0.09977758068950641,4.75
"['f12', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",0.014121987626538402,4.22
"['f12', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",0.6359458899561801,4.39
"['f12', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",0.03023154822968243,4.46
"['f12', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",0.05481285329478776,4.47
"['f12', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",0.08798821593764942,4.44
"['f12', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",0.1927984316802169,4.47
"['f12', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",0.028671896730131142,4.48
"['f12', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",0.08378022200447621,4.43
"['f12', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",0.02564941852280952,4.39
"['f12', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",0.19441911216438199,4.41
"['f12', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",0.0454583499058058,4.29
"['f12', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",0.04554177174750819,4.23
"['f12', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",0.08176278454651663,4.24
"['f12', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",0.11929389278203407,4.23
"['f12', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",0.058930540106961235,4.31
"['f12', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",0.14963042665590714,4.58
"['f12', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",0.023806710020954226,4.28
"['f12', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",0.020023058386338326,4.35
"['f12', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",0.05720561937521543,4.23
"['f12', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",0.16758870872603907,4.22
"['f12', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",0.011241790954149311,4.22
"['f12', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",0.08882530159853119,4.2
"['f12', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",0.01841080950257516,4.35
"['f12', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",0.0434608342695265,4.35
"['f12', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",0.018806627009217678,4.25
"['f12', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",0.2075994564040046,4.25
"['f12', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",0.339212828897875,4.24
"['f12', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",0.0796712651599119,4.32
"['f12', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",0.33424611733441323,4.3
"['f12', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",0.02457028790949826,4.32
"['f12', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",0.6613556871190409,4.88
"['f12', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",0.1899919903651084,4.39
"['f12', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",0.10087800685952433,4.39
"['f12', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",0.25570110016607717,4.45
"['f12', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",0.09090841362022616,4.18
"['f12', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",1.8265921469040447,4.29
"['f12', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",0.10877002289570491,4.24
"['f12', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",0.11930028625392679,4.2
"['f12', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",0.07361226184990843,4.79
"['f12', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",0.02969253558845848,4.77
"['f12', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",0.2836353693616059,4.89
"['f12', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",0.0479573110091414,4.51
"['f12', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",0.14601590120267854,4.44
"['f12', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",0.24391888718753132,5.06
"['f12', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",0.12903578832635051,5.19
"['f12', 20, -10, 10, 100, 250, 2.5, 2.5, 25000]",0.12186756389462154,4.62
"['f12', 20, -10, 10, 100, 250, 2.5, 2.5, 25000]",0.02762766676352245,4.81
"['f12', 20, -10, 10, 100, 250, 2.5, 2.5, 25000]",0.046525731906850436,4.85
"['f12', 20, -10, 10, 100, 250, 2.5, 2.5, 25000]",0.11155162375724997,4.24
"['f12', 20, -10, 10, 100, 250, 2.5, 2.5, 25000]",0.32180447334411044,4.26
"['f12', 20, -10, 10, 100, 250, 2.5, 2.5, 25000]",0.002563230669301977,4.83
"['f12', 20, -10, 10, 100, 250, 2.5, 2.5, 25000]",0.08285855438013075,5.35
"['f12', 20, -10, 10, 100, 250, 2.5, 2.5, 25000]",0.04410906278759215,4.48
"['f12', 20, -10, 10, 100, 250, 2.5, 2.5, 25000]",0.023730515132456286,4.44
"['f12', 20, -10, 10, 100, 250, 2.5, 2.5, 25000]",0.026234302093653555,4.44
"['f12', 20, -10, 10, 100, 250, 2.5, 2.5, 25000]",0.22106724069719094,4.42
"['f12', 20, -10, 10, 100, 250, 2.5, 2.5, 25000]",0.03938577704725505,4.44
"['f12', 20, -10, 10, 100, 250, 2.5, 2.5, 25000]",0.09778164314842908,4.37
"['f12', 20, -10, 10, 100, 250, 2.5, 2.5, 25000]",0.03992159702677471,4.88
"['f12', 20, -10, 10, 100, 250, 2.5, 2.5, 25000]",0.017689303390237145,4.87
"['f12', 20, -10, 10, 100, 250, 2.5, 2.5, 25000]",0.16139304316854097,4.94
"['f12', 20, -10, 10, 100, 250, 2.5, 2.5, 25000]",0.014282219481615467,5.26
"['f12', 20, -10, 10, 100, 250, 2.5, 2.5, 25000]",0.050626175884644284,4.79
"['f12', 20, -10, 10, 100, 250, 2.5, 2.5, 25000]",0.3437285633249159,4.46
