"combination = [fitness_function_name, dimension, range0, range1, population_size, max_ep, c1, c2, function evaluation]",total_time,gBest_fitness
"['f12', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",4.76,0.14537525125295672
"['f12', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",4.4,0.04135468196489803
"['f12', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",4.52,0.12550558801184836
"['f12', 20, -10, 10, 100, 250, 2.5, 2.5, 25000]",5.06,0.11970447204115353
"['f12', 20, -10, 10, 100, 300, 2.05, 2.05, 30000]",5.86,0.12452320718188932
"['f12', 20, -10, 10, 100, 300, 2.05, 2.5, 30000]",5.09,0.14808979283166174
"['f12', 20, -10, 10, 100, 300, 2.5, 2.05, 30000]",5.1,0.3220636404434184
"['f12', 20, -10, 10, 100, 300, 2.5, 2.5, 30000]",5.58,0.06053211480661776
"['f12', 20, -10, 10, 200, 150, 2.05, 2.05, 30000]",5.14,0.22164204307345356
"['f12', 20, -10, 10, 200, 150, 2.05, 2.5, 30000]",5.31,0.04335512109624053
"['f12', 20, -10, 10, 200, 150, 2.5, 2.05, 30000]",5.2,0.19546482969028756
"['f12', 20, -10, 10, 200, 150, 2.5, 2.5, 30000]",5.03,0.011619481968157222
"['f12', 20, -100, 100, 100, 250, 2.05, 2.05, 25000]",4.35,7.682397065989233
"['f12', 20, -100, 100, 100, 250, 2.05, 2.5, 25000]",4.87,5.003072129032173
"['f12', 20, -100, 100, 100, 250, 2.5, 2.05, 25000]",4.55,3.5601597332004538
"['f12', 20, -100, 100, 100, 250, 2.5, 2.5, 25000]",4.3,1.0386346940520197
"['f12', 20, -100, 100, 100, 300, 2.05, 2.05, 30000]",6.1,2.014333563026731
"['f12', 20, -100, 100, 100, 300, 2.05, 2.5, 30000]",5.65,0.6468836691946152
"['f12', 20, -100, 100, 100, 300, 2.5, 2.05, 30000]",5.42,23.1135819984094
"['f12', 20, -100, 100, 100, 300, 2.5, 2.5, 30000]",6.07,1.0242455810661861
"['f12', 20, -100, 100, 200, 150, 2.05, 2.05, 30000]",5.3,24.989066218479017
"['f12', 20, -100, 100, 200, 150, 2.05, 2.5, 30000]",5.65,0.8183184943153389
"['f12', 20, -100, 100, 200, 150, 2.5, 2.05, 30000]",5.6,4.2038179262904665
"['f12', 20, -100, 100, 200, 150, 2.5, 2.5, 30000]",5.12,1.1316528616871215
"['f12', 30, -10, 10, 100, 250, 2.05, 2.05, 25000]",5.83,5.090685351338936
"['f12', 30, -10, 10, 100, 250, 2.05, 2.5, 25000]",5.72,1.1974887158095977
"['f12', 30, -10, 10, 100, 250, 2.5, 2.05, 25000]",6.3,9.453904910584818
"['f12', 30, -10, 10, 100, 250, 2.5, 2.5, 25000]",5.35,0.5321920313443815
"['f12', 30, -10, 10, 100, 300, 2.05, 2.05, 30000]",6.46,2.1678021487663997
"['f12', 30, -10, 10, 100, 300, 2.05, 2.5, 30000]",6.83,2.5507022709153553
"['f12', 30, -10, 10, 100, 300, 2.5, 2.05, 30000]",6.39,3.129971626157815
"['f12', 30, -10, 10, 100, 300, 2.5, 2.5, 30000]",6.42,2.041870581138092
"['f12', 30, -10, 10, 200, 150, 2.05, 2.05, 30000]",6.31,1.034805189633138
"['f12', 30, -10, 10, 200, 150, 2.05, 2.5, 30000]",6.44,0.31709169378335217
"['f12', 30, -10, 10, 200, 150, 2.5, 2.05, 30000]",7.03,3.236075161606482
"['f12', 30, -10, 10, 200, 150, 2.5, 2.5, 30000]",7.26,1.4983435582715157
"['f12', 30, -100, 100, 100, 250, 2.05, 2.05, 25000]",5.38,42.59554192996102
"['f12', 30, -100, 100, 100, 250, 2.05, 2.5, 25000]",5.54,51.3053456651816
"['f12', 30, -100, 100, 100, 250, 2.5, 2.05, 25000]",5.26,111.18553376274332
"['f12', 30, -100, 100, 100, 250, 2.5, 2.5, 25000]",5.39,27.255399657425464
"['f12', 30, -100, 100, 100, 300, 2.05, 2.05, 30000]",6.54,20.430564628226392
"['f12', 30, -100, 100, 100, 300, 2.05, 2.5, 30000]",6.41,13.711330982470878
"['f12', 30, -100, 100, 100, 300, 2.5, 2.05, 30000]",6.22,53.25172557608603
"['f12', 30, -100, 100, 100, 300, 2.5, 2.5, 30000]",8.23,10.420519366959379
"['f12', 30, -100, 100, 200, 150, 2.05, 2.05, 30000]",6.59,103.58968124092054
"['f12', 30, -100, 100, 200, 150, 2.05, 2.5, 30000]",6.6,22.52318914521427
"['f12', 30, -100, 100, 200, 150, 2.5, 2.05, 30000]",6.6,79.61482741760615
"['f12', 30, -100, 100, 200, 150, 2.5, 2.5, 30000]",6.7,10.73589166221927
"['f12', 50, -10, 10, 100, 250, 2.05, 2.05, 25000]",7.23,63.91675423673778
"['f12', 50, -10, 10, 100, 250, 2.05, 2.5, 25000]",7.56,49.299883682679955
"['f12', 50, -10, 10, 100, 250, 2.5, 2.05, 25000]",7.38,28.43915989860055
"['f12', 50, -10, 10, 100, 250, 2.5, 2.5, 25000]",7.24,42.558432020856486
"['f12', 50, -10, 10, 100, 300, 2.05, 2.05, 30000]",9.45,23.12624582902155
"['f12', 50, -10, 10, 100, 300, 2.05, 2.5, 30000]",9.11,30.580992093311913
"['f12', 50, -10, 10, 100, 300, 2.5, 2.05, 30000]",8.8,36.72681770006304
"['f12', 50, -10, 10, 100, 300, 2.5, 2.5, 30000]",9.45,39.88126620555895
"['f12', 50, -10, 10, 200, 150, 2.05, 2.05, 30000]",8.58,31.82894967943334
"['f12', 50, -10, 10, 200, 150, 2.05, 2.5, 30000]",9.16,31.944201281154275
"['f12', 50, -10, 10, 200, 150, 2.5, 2.05, 30000]",9.85,30.165322211310677
"['f12', 50, -10, 10, 200, 150, 2.5, 2.5, 30000]",8.98,25.89115695337232
"['f12', 50, -100, 100, 100, 250, 2.05, 2.05, 25000]",7.29,964.0948694276458
"['f12', 50, -100, 100, 100, 250, 2.05, 2.5, 25000]",7.25,250.33821212679194
"['f12', 50, -100, 100, 100, 250, 2.5, 2.05, 25000]",7.34,656.3919814852355
"['f12', 50, -100, 100, 100, 250, 2.5, 2.5, 25000]",7.85,376.60631413163935
"['f12', 50, -100, 100, 100, 300, 2.05, 2.05, 30000]",9.2,1070.427772522495
"['f12', 50, -100, 100, 100, 300, 2.05, 2.5, 30000]",8.73,268.44030466471526
"['f12', 50, -100, 100, 100, 300, 2.5, 2.05, 30000]",8.91,509.4242814682366
"['f12', 50, -100, 100, 100, 300, 2.5, 2.5, 30000]",10.46,373.96040780740196
"['f12', 50, -100, 100, 200, 150, 2.05, 2.05, 30000]",8.93,479.13605172780865
"['f12', 50, -100, 100, 200, 150, 2.05, 2.5, 30000]",9.24,574.2847200342152
"['f12', 50, -100, 100, 200, 150, 2.5, 2.05, 30000]",9.07,850.9597569291939
"['f12', 50, -100, 100, 200, 150, 2.5, 2.5, 30000]",8.66,902.6141493035909
"['f12', 100, -10, 10, 100, 250, 2.05, 2.05, 25000]",13.0,702.6052507411742
"['f12', 100, -10, 10, 100, 250, 2.05, 2.5, 25000]",14.11,692.7410467813769
"['f12', 100, -10, 10, 100, 250, 2.5, 2.05, 25000]",12.14,696.4151910960823
"['f12', 100, -10, 10, 100, 250, 2.5, 2.5, 25000]",13.44,490.38364466764307
