"combination = [fitness_function_name, dimension, range0, range1, m, n, l1, l2, max_ep, c1 ,c2, function evaluation]",total_time,gBest_fitness
"['f17', 20, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",6.85,0.0
"['f17', 20, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",8.7,0.0
"['f17', 20, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",6.88,0.0
"['f17', 20, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",8.65,0.0
"['f17', 20, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",8.84,0.0
"['f17', 20, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",6.84,0.0
"['f17', 20, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",8.81,0.0
"['f17', 20, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",6.88,0.0
"['f17', 20, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",8.67,0.0
"['f17', 20, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",8.5,0.0
"['f17', 30, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",8.59,0.0
"['f17', 30, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",10.84,0.0
"['f17', 30, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",8.46,0.0
"['f17', 30, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",10.83,0.0
"['f17', 30, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",10.95,0.0
"['f17', 30, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",8.66,0.0
"['f17', 30, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",11.1,0.0
"['f17', 30, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",8.82,0.0
"['f17', 30, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",11.02,0.0
"['f17', 30, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",10.86,0.0
"['f17', 50, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",12.03,0.0
"['f17', 50, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",15.4,0.0
"['f17', 50, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",11.8,0.0
"['f17', 50, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",15.63,0.0
"['f17', 50, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",15.15,0.0
"['f17', 50, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",12.51,0.0
"['f17', 50, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",15.9,0.0
"['f17', 50, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",11.91,0.0
"['f17', 50, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",15.46,0.0
"['f17', 50, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",15.48,0.0
"['f17', 100, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",20.6,0.0
"['f17', 100, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",27.19,0.0
"['f17', 100, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",21.38,0.0
"['f17', 100, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",26.8,0.0
"['f17', 100, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",27.12,0.0
"['f17', 100, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",21.33,0.0
"['f17', 100, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",27.21,0.0
"['f17', 100, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",21.09,0.0
"['f17', 100, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",27.1,0.0
"['f17', 100, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",27.18,0.0
