"combination [range0, range1, ep_max, c1, c2]",gBest_fitness
1,905.2250921002415
2,650.0865087797633
3,488.1660755670971
4,391.96372342769996
5,295.5687337558481
6,176.71028796702362
7,97.39615720303357
8,56.86099332563964
9,47.00797513481314
10,46.565473192393426
11,46.565473192393426
12,42.028458569467645
13,35.63365697365187
14,30.19049741685924
15,30.19049741685924
16,30.002841765566814
17,28.585672805180955
18,24.31093398068496
19,23.226051888414784
20,23.226051888414784
21,23.226051888414784
22,23.226051888414784
23,22.536702774035096
24,22.18187160904352
25,22.18187160904352
26,22.180051554598567
27,20.897436186843883
28,19.861147465453566
29,17.874267756361704
30,17.874267756361704
31,17.874267756361704
32,16.590982589039616
33,16.590982589039616
34,16.590982589039616
35,15.600226425167897
36,15.29296889242168
37,15.29296889242168
38,15.29296889242168
39,13.24882510824447
40,13.24882510824447
41,13.24882510824447
42,12.825572073494003
43,12.064238594710876
44,12.064238594710876
45,11.633468806358202
46,10.597766517923722
47,10.597766517923722
48,10.59326858488116
49,9.553128100472714
50,9.553128100472714
51,9.553128100472714
52,9.553128100472714
53,9.477217541886311
54,8.497007571246225
55,8.473401036874005
56,8.419150548037038
57,7.998255935211747
58,7.592222365326784
59,7.592222365326784
60,7.592222365326784
61,6.973121784070988
62,6.973121784070988
63,6.954385861341312
64,6.673601233898875
65,6.180890685909485
66,6.119107769099402
67,6.119107769099402
68,5.975918519591918
69,5.975918519591918
70,5.733568714486519
71,5.733568714486519
72,5.309016082084562
73,4.951521738459883
74,4.951521738459883
75,4.922743302344648
76,4.881983485321241
77,4.881983485321241
78,4.755282829471961
79,4.562247315436535
80,4.553224279420007
81,4.553224279420007
82,4.475681559256403
83,4.449293269313326
84,4.2838561816313305
85,4.036272213719153
86,3.989696841473833
87,3.8836148254356107
88,3.8836148254356107
89,3.1957987519743067
90,3.180497789653568
91,3.089364700359097
92,2.9784418146112737
93,2.9784418146112737
94,2.7379619028453517
95,2.695843842897602
96,2.689692005091147
97,2.6703313659105428
98,2.6463750987628423
99,2.6463750987628423
100,2.6463750987628423
101,2.62149398986703
102,2.6161074282470875
103,2.586457435152085
104,2.586457435152085
105,2.5467007148678613
106,2.414591749959275
107,2.407676288572124
108,2.407676288572124
109,2.4011436229566914
110,2.3991205710177073
111,2.3991205710177073
112,2.396976725877149
113,2.396976725877149
114,2.351739238250175
115,2.3451119908373066
116,2.3223692392627777
117,2.3046057088675123
118,2.3036745639476126
119,2.292413982081718
120,2.292413982081718
121,2.2805736138898776
122,2.2774895224725715
123,2.2774895224725715
124,2.2596516666354347
125,2.2469663087964498
126,2.2325301085099527
127,2.224604459302931
128,2.2070126510981187
129,2.2070126510981187
130,2.2070126510981187
131,2.2063370195232705
132,2.203624892739039
133,2.203624892739039
134,2.2023119147721975
135,2.201557045200172
136,2.199992378896808
137,2.198676779296403
138,2.1986700109137685
139,2.1982537110251097
140,2.1979386937462233
141,2.1977037842156655
142,2.1963417603367206
143,2.196216728464116
144,2.1960479544545604
145,2.1956404814221706
146,2.1951410022636533
147,2.1946675118150156
148,2.1934591125056824
149,2.192780306385184
150,2.1921387128148737
151,2.191693616963714
152,2.191268404296436
153,2.1906695979431885
154,2.1902649862220978
155,2.1901352822567417
156,2.1899414234634786
157,2.1896667899825535
158,2.1891380101897333
159,2.189014255542406
160,2.188959833611942
161,2.1889065595766226
162,2.188867654452879
163,2.1888358278815767
164,2.188658237869359
165,2.18837002417731
166,2.187822775563505
167,2.187761602176554
168,2.1873711491472037
169,2.187240538655863
170,2.186794747017887
171,2.1862729879879175
172,2.1852371718333647
173,2.184764869489227
174,2.1846749578303863
175,2.1837887459320036
176,2.182053320529834
177,2.1819845969778764
178,2.181836205560343
179,2.181534123861211
180,2.181534123861211
181,2.1813617695185394
182,2.1811846942830435
183,2.181103953607281
184,2.1809512374790243
185,2.1805913819154146
186,2.180568669546663
187,2.1805408095173124
188,2.1805383109016385
189,2.180503396890701
190,2.180503396890701
191,2.180503396890701
192,2.1804985660187115
193,2.1804967490197007
194,2.1804947890199347
195,2.1804941199385843
196,2.1804939654574715
197,2.180492970843071
198,2.1804884576431367
199,2.1804882653642466
200,2.1804871694669434
