"combination [range0, range1, ep_max, c1, c2]",gBest_fitness
1,815.9525001672318
2,637.497368110713
3,457.7872805320114
4,341.09029974654953
5,244.82560671070138
6,155.06887337497318
7,96.49581689894335
8,47.77576463722904
9,27.486710374743648
10,26.65720075019593
11,26.65720075019593
12,26.65720075019593
13,24.23702593649016
14,18.514035793070903
15,16.536620225220627
16,16.44519108772612
17,16.44519108772612
18,16.44519108772612
19,15.718134937504232
20,13.781988147983254
21,13.781988147983254
22,13.781988147983254
23,12.166357857693244
24,12.09759107056423
25,12.09759107056423
26,12.09759107056423
27,11.381729897387588
28,11.381729897387588
29,10.707830803585725
30,9.446786291447845
31,8.431555949170985
32,8.431555949170985
33,8.431555949170985
34,7.176872966792892
35,7.176872966792892
36,7.176872966792892
37,7.176872966792892
38,6.580020104852361
39,6.580020104852361
40,6.580020104852361
41,6.112115629420323
42,6.112115629420323
43,6.112115629420323
44,5.911423041441226
45,5.870924724407624
46,5.4153077668355944
47,5.4153077668355944
48,5.4153077668355944
49,5.158487555908325
50,5.158487555908325
51,5.158487555908325
52,5.045413819932529
53,5.045413819932529
54,4.959128721120251
55,4.47310685281343
56,4.47310685281343
57,4.47310685281343
58,4.47310685281343
59,4.307735891732121
60,4.307735891732121
61,4.307735891732121
62,4.307735891732121
63,4.307735891732121
64,4.2498334152371955
65,3.901786596227178
66,3.901786596227178
67,3.901786596227178
68,3.474260944612898
69,3.474260944612898
70,3.474260944612898
71,3.474260944612898
72,3.4042928293573573
73,3.3845215011901018
74,3.3845215011901018
75,3.3845215011901018
76,2.949634335300527
77,2.949634335300527
78,2.949634335300527
79,2.949634335300527
80,2.949634335300527
81,2.8391608492974787
82,2.7786028105659737
83,2.5099064912624005
84,2.5099064912624005
85,2.5099064912624005
86,2.5099064912624005
87,2.5099064912624005
88,2.49581978828481
89,2.49581978828481
90,2.0948651191786736
91,2.0948651191786736
92,2.0407374960950877
93,2.0407374960950877
94,2.0407374960950877
95,2.0407374960950877
96,2.0407374960950877
97,2.0407374960950877
98,2.0407374960950877
99,2.0407374960950877
100,2.0407374960950877
101,2.0407374960950877
102,2.0407374960950877
103,2.0407374960950877
104,2.0180940771497773
105,2.0180940771497773
106,1.7178390235296623
107,1.7178390235296623
108,1.6915314045413092
109,1.4724544062920504
110,1.4724544062920504
111,1.4724544062920504
112,1.4724544062920504
113,1.222479235210803
114,1.222479235210803
115,1.222479235210803
116,1.222479235210803
117,1.1798287077344838
118,1.1760698479190284
119,1.1760698479190284
120,1.1760698479190284
121,1.1036651018728774
122,1.1036651018728774
123,1.1036651018728774
124,1.1036651018728774
125,1.06345903030787
126,1.06345903030787
127,1.06345903030787
128,1.0565937850031233
129,1.0565937850031233
130,1.0565937850031233
131,1.0565937850031233
132,1.038430243686574
133,0.9918503929036949
134,0.9918503929036949
135,0.9918503929036949
136,0.9918503929036949
137,0.9354249716011493
138,0.9354249716011493
139,0.9354249716011493
140,0.8941071152058715
141,0.8941071152058715
142,0.8941071152058715
143,0.8941071152058715
144,0.893872357900402
145,0.8897797039038369
146,0.8897797039038369
147,0.8897797039038369
148,0.8897797039038369
149,0.8533744463199743
150,0.8427215202996051
151,0.8427215202996051
152,0.8427215202996051
153,0.8232002094783051
154,0.8232002094783051
155,0.8232002094783051
156,0.8232002094783051
157,0.7755670572533242
158,0.7755670572533242
159,0.7755670572533242
160,0.7755670572533242
161,0.7700766833714575
162,0.7700766833714575
163,0.7700766833714575
164,0.751509552199567
165,0.751509552199567
166,0.751509552199567
167,0.751509552199567
168,0.7367377540642299
169,0.7367377540642299
170,0.7367377540642299
171,0.7367377540642299
172,0.7367377540642299
173,0.6392088845923266
174,0.620203606190974
175,0.620203606190974
176,0.620203606190974
177,0.620203606190974
178,0.620203606190974
179,0.620203606190974
180,0.620203606190974
181,0.620203606190974
182,0.620203606190974
183,0.6070352193510894
184,0.6070352193510894
185,0.6070352193510894
186,0.6070352193510894
187,0.6070352193510894
188,0.5815630072195159
189,0.5815630072195159
190,0.5815630072195159
191,0.5815630072195159
192,0.5793829510602997
193,0.5793829510602997
194,0.5793829510602997
195,0.5646518143706805
196,0.5646518143706805
197,0.5646518143706805
198,0.5623515933513075
199,0.5595429845959192
200,0.5595429845959192
201,0.5595429845959192
202,0.5595429845959192
203,0.5595429845959192
204,0.5508889833572828
205,0.5495320581455528
206,0.5495320581455528
207,0.5495320581455528
208,0.49831967900038693
209,0.4727657125847666
210,0.4567718071007424
211,0.4567718071007424
212,0.4567718071007424
213,0.4567718071007424
214,0.4567718071007424
215,0.4567718071007424
216,0.4567718071007424
217,0.4231428006695151
218,0.4231428006695151
219,0.40353102012796227
220,0.40353102012796227
221,0.40353102012796227
222,0.4005566818186553
223,0.3983280604730474
224,0.3983280604730474
225,0.3983280604730474
226,0.3983280604730474
227,0.3983280604730474
228,0.36980054647329647
229,0.36980054647329647
230,0.36980054647329647
231,0.35549175140228667
232,0.35549175140228667
233,0.35549175140228667
234,0.35549175140228667
235,0.35549175140228667
236,0.35549175140228667
237,0.35549175140228667
238,0.35354444686034964
239,0.35354444686034964
240,0.3379359683546247
241,0.3369148203557581
242,0.3369148203557581
243,0.3369148203557581
244,0.30005936421717516
245,0.30005936421717516
246,0.30005936421717516
247,0.28560555274714594
248,0.28560555274714594
249,0.28560555274714594
250,0.28560555274714594
251,0.2748157190384324
252,0.2748157190384324
253,0.2748157190384324
254,0.2748157190384324
255,0.2748157190384324
256,0.26793679115394126
257,0.26793679115394126
258,0.26793679115394126
259,0.26793679115394126
260,0.2601432923379723
261,0.2601432923379723
262,0.2591299517939231
263,0.25061585221485955
264,0.25061585221485955
265,0.25061585221485955
266,0.25061585221485955
267,0.25061585221485955
268,0.25061585221485955
269,0.25058830697316903
270,0.25058830697316903
271,0.2500340035774089
272,0.2500340035774089
273,0.24686959343552553
274,0.24686959343552553
275,0.24608285923409584
276,0.24608285923409584
277,0.24608285923409584
278,0.24023932330603087
279,0.24023932330603087
280,0.24023932330603087
281,0.23945427294797975
282,0.23945427294797975
283,0.23113792338596137
284,0.2252915815712465
285,0.2252915815712465
286,0.2252915815712465
287,0.2252915815712465
288,0.2252915815712465
289,0.2252915815712465
290,0.2252915815712465
291,0.2252915815712465
292,0.2252915815712465
293,0.2252915815712465
294,0.2252915815712465
295,0.2248806221198852
296,0.2241670239235728
297,0.2020030470497632
298,0.2020030470497632
299,0.20147266073743503
300,0.1829674930488767
301,0.1829674930488767
302,0.17276104383819368
303,0.15494800566959258
304,0.15494800566959258
305,0.15494800566959258
306,0.15494800566959258
307,0.15304960862095332
308,0.15168228545748133
309,0.15168228545748133
310,0.14815702813338927
311,0.14815702813338927
312,0.14815702813338927
313,0.1451493654644534
314,0.1451493654644534
315,0.14502056686796386
316,0.14502056686796386
317,0.14502056686796386
318,0.14502056686796386
319,0.14484555096295382
320,0.14484555096295382
321,0.14484555096295382
322,0.14164092389122604
323,0.14048003546150756
324,0.14048003546150756
325,0.14048003546150756
326,0.13867212635017143
327,0.13867212635017143
328,0.1378224198576006
329,0.1378224198576006
330,0.1378224198576006
331,0.1378224198576006
332,0.13704450330203266
333,0.13704450330203266
334,0.13704450330203266
335,0.13704450330203266
336,0.13671258708166964
337,0.13671258708166964
338,0.13647121027791886
339,0.1352124159470214
340,0.1350128403334839
341,0.1350128403334839
342,0.1350128403334839
343,0.1346496336112376
344,0.13460129286978206
345,0.13460129286978206
346,0.13394469267075723
347,0.13001829024604675
348,0.13001829024604675
349,0.13001829024604675
350,0.12935709722625718
351,0.12931904383923112
352,0.12796276820878655
353,0.12796276820878655
354,0.12768923626590373
355,0.12768923626590373
356,0.1275656143567255
357,0.12672177436494145
358,0.1263348153461883
359,0.1263348153461883
360,0.12582721326444793
361,0.12367967146818727
362,0.12367967146818727
363,0.12336874634216338
364,0.12336874634216338
365,0.12264345650546865
366,0.12264345650546865
367,0.1219509445311361
368,0.12040978515758137
369,0.12040978515758137
370,0.12040978515758137
371,0.12040978515758137
372,0.12040978515758137
373,0.11888223644353124
374,0.11888223644353124
375,0.1184361573213863
376,0.1184361573213863
377,0.1184361573213863
378,0.11707923172386
379,0.11707923172386
380,0.11599105536886162
381,0.11180265093248945
382,0.11180265093248945
383,0.10965912030079904
384,0.10965912030079904
385,0.10965912030079904
386,0.09877421288763723
387,0.09877421288763723
388,0.09761338426026481
389,0.09688857793068656
390,0.09688857793068656
391,0.09688857793068656
392,0.0922536241458357
393,0.0922536241458357
394,0.0922536241458357
395,0.0922536241458357
396,0.09051755509944173
397,0.09051755509944173
398,0.09013765518175372
399,0.08833635082633973
400,0.08833635082633973
401,0.08833635082633973
402,0.08831556556699445
403,0.08196382098560952
404,0.08196382098560952
405,0.08039164999323871
406,0.08039164999323871
407,0.08039164999323871
408,0.08039164999323871
409,0.08039164999323871
410,0.08019862552109379
411,0.08019862552109379
412,0.07858180146333331
413,0.07858180146333331
414,0.07795017216849888
415,0.07727980144722965
416,0.07727980144722965
417,0.0769895362231254
418,0.0769895362231254
419,0.0754754844924773
420,0.0754754844924773
421,0.0754754844924773
422,0.07319558344068945
423,0.07144928904275588
424,0.07144928904275588
425,0.07144928904275588
426,0.07144928904275588
427,0.06853042138348207
428,0.06853042138348207
429,0.06847150506917142
430,0.06799465064243061
431,0.06799465064243061
432,0.06799465064243061
433,0.06768893966265026
434,0.06744472895335087
435,0.06744472895335087
436,0.06744472895335087
437,0.06679818580495599
438,0.06679818580495599
439,0.06673627555015829
440,0.06563098191085943
441,0.06563098191085943
442,0.06563098191085943
443,0.06528667478530494
444,0.06184389610882229
445,0.058879453901057276
446,0.05860500495664486
447,0.05860500495664486
448,0.05860500495664486
449,0.05777371622251094
450,0.05777371622251094
451,0.05441944694656266
452,0.05361975225082284
453,0.05361975225082284
454,0.052689916156194165
455,0.05065390107902966
456,0.05065390107902966
457,0.04951495830435525
458,0.0490044000078108
459,0.0490044000078108
460,0.0490044000078108
461,0.0490044000078108
462,0.0490044000078108
463,0.047977597760626815
464,0.047977597760626815
465,0.047977597760626815
466,0.047977597760626815
467,0.046691203158240456
468,0.046691203158240456
469,0.046691203158240456
470,0.046691203158240456
471,0.04659146149373697
472,0.04659146149373697
473,0.0455798202069291
474,0.04234672788101083
475,0.04231251439702674
476,0.04231251439702674
477,0.042245414482470565
478,0.042245414482470565
479,0.042245414482470565
480,0.04095182233651123
481,0.04095182233651123
482,0.04095182233651123
483,0.03994124024003887
484,0.03994124024003887
485,0.038347917747742086
486,0.038347917747742086
487,0.03469082180075815
488,0.03469082180075815
489,0.03433642023385625
490,0.03433609637444495
491,0.03433609637444495
492,0.03406966172450544
493,0.033910472099949754
494,0.033910472099949754
495,0.03217165712103853
496,0.03217165712103853
497,0.03154259793059576
498,0.03154259793059576
499,0.03154259793059576
500,0.03154259793059576
501,0.031364825243310794
502,0.031052918061329485
503,0.031052918061329485
504,0.031052918061329485
505,0.029988463219743803
506,0.029988463219743803
507,0.029988463219743803
508,0.029226894367102966
509,0.029226894367102966
